リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,26.5,0,0,20,27.1,0,0,20,25.4,0,0,20,26.7,0,0,20,24.7,0,0,20,26.6,0,0,20,24.5,0,0,20,25.2,0,0
20,26.8,0,0,20,27.2,0,0,20,25.6,0,0,20,26.9,0,0,20,25.1,0,0,20,26.8,0,0,20,24.7,0,0,20,25.3,0,0
20,26.9,0,0,20,27.2,0,0,20,25.7,0,0,20,27,0,0,20,25.3,0,0,20,26.9,0,0,20,24.9,0,0,20,25.3,0,0
20,26.9,0,0,20,27.2,0,0,20,25.7,0,0,20,26.9,0,0,20,25.3,0,0,20,27,0,0,20,25,0,0,20,25.3,0,0
20,26.9,0,0,20,27.3,0,0,20,25.8,0,0,20,27,0,0,20,25.4,0,0,20,27,0,0,20,25.1,0,0,20,25.4,0,0
20,26.9,0,0,20,27.3,0,0,20,25.9,0,0,20,27,0,0,20,25.4,0,0,20,27.1,0,0,20,25.2,0,0,20,25.5,0,0
20,27,0,0,20,27.3,0,0,20,26,0,0,20,27,0,0,20,25.4,0,0,20,27.1,0,0,20,25.3,0,0,20,25.6,0,0
20,27.1,0,0,20,27.3,0,0,20,26.1,0,0,20,27,0,0,20,25.4,0,0,20,27.2,0,0,20,25.3,0,0,20,25.7,0,0
20,27.2,0,0,20,27.3,0,0,20,26.2,0,0,20,27,0,0,20,25.5,0,0,20,27.2,0,0,20,25.5,0,0,20,25.8,0,0
20,27.3,0,0,20,27.4,0,0,20,26.3,0,0,20,27.1,0,0,20,25.8,0,0,20,27.2,0,0,20,25.7,0,0,20,26,0,0
20,27.4,0,0,20,27.4,0,0,20,26.5,0,0,20,27.1,0,0,20,26,0,0,20,27.2,0,0,20,25.8,0,0,20,26.1,0,0
20,26.1,20,20,20,26.5,20,20,20,25.3,20,20,20,26,20,20,20,24.9,20,20,20,26.4,20,20,20,24.9,20,20,20,24.8,20,20
20,23.4,60,60,20,25.5,60,60,20,23.2,60,60,20,24.6,60,60,20,22.6,60,60,20,25.2,60,60,20,22.7,60,60,20,22.3,60,60
20,22.5,60,60,20,25,60,60,20,22.6,60,60,20,24.4,60,60,20,22,60,60,20,24.3,60,60,20,21.9,60,60,20,22,60,60
20,23.2,60,60,20,25.2,60,60,20,23.3,60,60,20,24.5,60,60,20,22.5,60,60,20,24.7,60,60,20,22.1,60,60,20,22,60,60
20,23.8,60,60,20,25.7,60,60,20,23.8,60,60,20,25.2,60,60,20,22.8,60,60,20,25.1,60,60,20,22.4,60,60,20,22.6,60,60
20,23.7,60,60,20,25.6,60,60,20,23.5,60,60,20,24.8,60,60,20,22.6,60,60,20,24.8,60,60,20,22.1,60,60,20,22.2,60,60
20,23.7,60,60,20,25.7,60,60,20,23.6,60,60,20,25.1,60,60,20,22.6,60,60,20,24.9,60,60,20,22.1,60,60,20,22.3,60,60
20,23.9,60,60,20,25.9,60,60,20,24,60,60,20,25.2,60,60,20,22.9,60,60,20,25.1,60,60,20,22.2,60,60,20,22.4,60,60
20,24.1,60,60,20,26.1,60,60,20,24.1,60,60,20,25.4,60,60,20,23,60,60,20,25.3,60,60,20,22.5,60,60,20,22.6,60,60
20,24.3,60,60,20,26.1,60,60,20,24.3,60,60,20,25.4,60,60,20,23.1,60,60,20,25.3,60,60,20,22.5,60,60,20,22.5,60,60
20,24,59,59,20,26,59,59,20,23.9,59,59,20,25.3,59,59,20,22.8,59,59,20,25,59,59,20,22.4,59,59,20,22.4,59,59
20,23.6,0,0,20,25.7,0,0,20,23.2,0,0,20,25,0,0,20,22.1,0,0,20,24.3,0,0,20,22,0,0,20,21.7,0,0
20,25.9,0,0,20,26.9,0,0,20,24.7,0,0,20,26.4,0,0,20,24.1,0,0,20,26.3,0,0,20,23.8,0,0,20,24.5,0,0
20,26.6,0,0,20,27.2,0,0,20,25.3,0,0,20,26.8,0,0,20,24.9,0,0,20,26.9,0,0,20,24.6,0,0,20,25.3,0,0
20,26.8,0,0,20,27.3,0,0,20,25.5,0,0,20,26.9,0,0,20,25.1,0,0,20,27.1,0,0,20,24.9,0,0,20,25.4,0,0
20,26.9,0,0,20,27.2,0,0,20,25.6,0,0,20,26.9,0,0,20,25.3,0,0,20,27.1,0,0,20,25.1,0,0,20,25.3,0,0
20,26.9,0,0,20,27.2,0,0,20,25.6,0,0,20,26.9,0,0,20,25.3,0,0,20,27.2,0,0,20,25.2,0,0,20,25.4,0,0
20,26.9,0,0,20,27.3,0,0,20,25.7,0,0,20,27,0,0,20,25.5,0,0,20,27.2,0,0,20,25.2,0,0,20,25.4,0,0
20,27,0,0,20,27.3,0,0,20,25.9,0,0,20,27,0,0,20,25.5,0,0,20,27.2,0,0,20,25.3,0,0,20,25.5,0,0
20,27.2,0,0,20,27.3,0,0,20,26,0,0,20,27.1,0,0,20,25.6,0,0,20,27.2,0,0,20,25.3,0,0,20,25.6,0,0
20,27.3,0,0,20,27.4,0,0,20,26.1,0,0,20,27.1,0,0,20,25.7,0,0,20,27.3,0,0,20,25.4,0,0,20,25.8,0,0
20,27.3,0,0,20,27.4,0,0,20,26.2,0,0,20,27.1,0,0,20,25.9,0,0,20,27.3,0,0,20,25.6,0,0,20,25.9,0,0
20,27.4,0,0,20,27.4,0,0,20,26.3,0,0,20,27.2,0,0,20,26,0,0,20,27.4,0,0,20,25.7,0,0,20,26,0,0
20,27.5,0,0,20,27.5,0,0,20,26.5,0,0,20,27.2,0,0,20,26.2,0,0,20,27.4,0,0,20,25.8,0,0,20,26.1,0,0
20,27.7,0,0,20,27.6,0,0,20,26.8,0,0,20,27.2,0,0,20,26.3,0,0,20,27.5,0,0,20,26.1,0,0,20,26.2,0,0
20,25.9,24,24,20,26.5,24,24,20,25.1,24,24,20,25.9,24,24,20,24.6,24,24,20,26.4,24,24,20,24.7,24,24,20,24.5,24,24
20,22.8,60,60,20,24.8,60,60,20,22.1,60,60,20,24.1,60,60,20,21.5,60,60,20,24.2,60,60,20,22.1,60,60,20,20.8,60,60
20,22.3,60,60,20,24.4,60,60,20,21.6,60,60,20,23.5,60,60,20,21,60,60,20,23.2,60,60,20,21.2,60,60,20,19.9,60,37
20,22.5,60,60,20,24.3,60,60,20,21.7,60,60,20,23.7,60,60,20,21,60,60,20,23.2,60,60,20,21.2,60,60,20,20.5,60,60
20,22.6,60,60,20,24.1,60,60,20,21.4,60,60,20,23.4,60,60,20,20.7,60,60,20,23.1,60,60,20,21.1,60,60,20,20.4,60,60
20,22.3,60,60,20,23.9,60,60,20,21.2,60,60,20,23.2,60,60,20,20.5,60,60,20,22.9,60,60,20,21,60,60,20,20.3,60,60
20,22.2,60,60,20,24.1,60,60,20,21.3,60,60,20,23.4,60,60,20,20.5,60,60,20,22.9,60,60,20,21,60,60,20,20.3,60,60
20,22.1,60,60,20,24,60,60,20,21,60,60,20,23.2,60,60,20,20.3,60,60,20,22.7,60,60,20,20.6,60,60,20,19.6,60,35
20,22.1,60,60,20,23.7,60,60,20,20.8,60,60,20,22.9,60,60,20,19.9,60,60,20,22.4,60,60,20,20.6,60,60,20,19.9,60,13
20,21.9,28,28,20,23.7,28,28,20,20.6,28,28,20,22.9,28,28,20,19.9,28,28,20,22.4,28,28,20,20.5,28,28,20,20,28,8
20,24,0,0,20,24.8,0,0,20,22.6,0,0,20,24.2,0,0,20,21.9,0,0,20,24.5,0,0,20,22.2,0,0,20,23.1,0,0
20,25.2,0,0,20,25.6,0,0,20,23.7,0,0,20,25.3,0,0,20,23.2,0,0,20,25.3,0,0,20,23.3,0,0,20,24.2,0,0
20,25.7,0,0,20,26,0,0,20,24.5,0,0,20,25.6,0,0,20,23.8,0,0,20,25.7,0,0,20,23.8,0,0,20,24.5,0,0
20,25.9,0,0,20,26.2,0,0,20,24.7,0,0,20,25.8,0,0,20,24.2,0,0,20,25.9,0,0,20,24.2,0,0,20,24.6,0,0
20,26.1,0,0,20,26.2,0,0,20,24.8,0,0,20,25.9,0,0,20,24.4,0,0,20,26,0,0,20,24.4,0,0,20,24.7,0,0
20,26.2,0,0,20,26.3,0,0,20,25,0,0,20,26,0,0,20,24.5,0,0,20,26.1,0,0,20,24.5,0,0,20,24.8,0,0
20,26.3,0,0,20,26.4,0,0,20,25.1,0,0,20,26.1,0,0,20,24.5,0,0,20,26.2,0,0,20,24.7,0,0,20,24.8,0,0
20,26.4,0,0,20,26.5,0,0,20,25.3,0,0,20,26.2,0,0,20,24.7,0,0,20,26.2,0,0,20,24.8,0,0,20,24.9,0,0
20,26.5,0,0,20,26.6,0,0,20,25.3,0,0,20,26.2,0,0,20,24.8,0,0,20,26.3,0,0,20,24.9,0,0,20,25,0,0
20,26.6,0,0,20,26.6,0,0,20,25.5,0,0,20,26.2,0,0,20,24.9,0,0,20,26.4,0,0,20,25.1,0,0,20,25.1,0,0
20,26.7,0,0,20,26.7,0,0,20,25.6,0,0,20,26.2,0,0,20,25.1,0,0,20,26.5,0,0,20,25.2,0,0,20,25.2,0,0
20,26.7,0,0,20,26.7,0,0,20,25.7,0,0,20,26.3,0,0,20,25.2,0,0,20,26.5,0,0,20,25.3,0,0,20,25.2,0,0
20,26.9,0,0,20,26.8,0,0,20,25.8,0,0,20,26.4,0,0,20,25.3,0,0,20,26.6,0,0,20,25.3,0,0,20,25.3,0,0
20,27,0,0,20,26.9,0,0,20,26,0,0,20,26.4,0,0,20,25.4,0,0,20,26.7,0,0,20,25.4,0,0,20,25.4,0,0
20,27.2,0,0,20,26.9,0,0,20,26.1,0,0,20,26.5,0,0,20,25.5,0,0,20,26.8,0,0,20,25.5,0,0,20,25.5,0,0
20,27.2,0,0,20,27,0,0,20,26.2,0,0,20,26.5,0,0,20,25.7,0,0,20,26.8,0,0,20,25.5,0,0,20,25.6,0,0
20,27.3,0,0,20,27.1,0,0,20,26.2,0,0,20,26.6,0,0,20,25.7,0,0,20,26.9,0,0,20,25.6,0,0,20,25.7,0,0
20,27.3,0,0,20,27.1,0,0,20,26.2,0,0,20,26.7,0,0,20,25.8,0,0,20,27,0,0,20,25.7,0,0,20,25.8,0,0
20,27.4,0,0,20,27.2,0,0,20,26.3,0,0,20,26.8,0,0,20,25.9,0,0,20,27.1,0,0,20,25.8,0,0,20,25.9,0,0
20,27.4,0,0,20,27.2,0,0,20,26.3,0,0,20,26.8,0,0,20,26,0,0,20,27.1,0,0,20,25.9,0,0,20,26.1,0,0
20,27.4,0,0,20,27.2,0,0,20,26.3,0,0,20,26.8,0,0,20,26,0,0,20,27.2,0,0,20,26,0,0,20,26.1,0,0
20,27.4,0,0,20,27.3,0,0,20,26.3,0,0,20,26.9,0,0,20,26,0,0,20,27.2,0,0,20,26,0,0,20,26.1,0,0
20,27.4,0,0,20,27.3,0,0,20,26.2,0,0,20,27,0,0,20,26.1,0,0,20,27.2,0,0,20,26.1,0,0,20,26.2,0,0
20,27.3,0,0,20,27.3,0,0,20,26.2,0,0,20,27,0,0,20,26,0,0,20,27.2,0,0,20,26.1,0,0,20,26.2,0,0
20,27.3,0,0,20,27.3,0,0,20,26.1,0,0,20,27,0,0,20,25.9,0,0,20,27.3,0,0,20,26.2,0,0,20,26.2,0,0
20,27.3,0,0,20,27.3,0,0,20,26.1,0,0,20,27.1,0,0,20,25.9,0,0,20,27.3,0,0,20,26.2,0,0,20,26.1,0,0
20,27.3,0,0,20,27.3,0,0,20,26.1,0,0,20,27,0,0,20,25.9,0,0,20,27.2,0,0,20,26.2,0,0,20,26.2,0,0
20,27.4,0,0,20,27.3,0,0,20,26.1,0,0,20,27,0,0,20,25.9,0,0,20,27.2,0,0,20,26.2,0,0,20,26.2,0,0
20,27.4,0,0,20,27.2,0,0,20,26.2,0,0,20,26.9,0,0,20,25.9,0,0,20,27.2,0,0,20,26.2,0,0,20,26.2,0,0
20,27.4,0,0,20,27.3,0,0,20,26.2,0,0,20,27,0,0,20,25.9,0,0,20,27.3,0,0,20,26.2,0,0,20,26.2,0,0
20,27.4,0,0,20,27.3,0,0,20,26.3,0,0,20,27,0,0,20,26,0,0,20,27.3,0,0,20,26.2,0,0,20,26.2,0,0
20,27.5,0,0,20,27.3,0,0,20,26.3,0,0,20,27,0,0,20,26.1,0,0,20,27.3,0,0,20,26.3,0,0,20,26.2,0,0
20,27.5,0,0,20,27.4,0,0,20,26.4,0,0,20,27.1,0,0,20,26.2,0,0,20,27.4,0,0,20,26.3,0,0,20,26.3,0,0
20,27.6,0,0,20,27.4,0,0,20,26.5,0,0,20,27.1,0,0,20,26.2,0,0,20,27.4,0,0,20,26.3,0,0,20,26.3,0,0
20,27.6,0,0,20,27.4,0,0,20,26.5,0,0,20,27.1,0,0,20,26.2,0,0,20,27.4,0,0,20,26.4,0,0,20,26.4,0,0
20,27.7,0,0,20,27.4,0,0,20,26.5,0,0,20,27.1,0,0,20,26.2,0,0,20,27.5,0,0,20,26.4,0,0,20,26.4,0,0
20,27.7,0,0,20,27.5,0,0,20,26.6,0,0,20,27.2,0,0,20,26.3,0,0,20,27.5,0,0,20,26.5,0,0,20,26.4,0,0
20,27.9,0,0,20,27.6,0,0,20,26.8,0,0,20,27.2,0,0,20,26.4,0,0,20,27.7,0,0,20,26.6,0,0,20,26.6,0,0
20,26,25,25,20,25.9,25,25,20,25.3,25,25,20,25.4,25,25,20,24.8,25,25,20,25.9,25,25,20,24.5,25,25,20,24.9,25,25
20,22.8,60,60,20,25,60,60,20,22.6,60,60,20,24.7,60,60,20,22.3,60,60,20,25,60,60,20,22.9,60,60,20,22.5,60,60
20,22.9,60,60,20,24.9,60,60,20,22.9,60,60,20,24.8,60,60,20,22.4,60,60,20,24.9,60,60,20,22.8,60,60,20,22.6,60,60
20,23.8,60,60,20,25.6,60,60,20,23.5,60,60,20,25.4,60,60,20,22.7,60,60,20,25.3,60,60,20,23,60,60,20,22.8,60,60
20,23.8,60,60,20,25.4,60,60,20,23.6,60,60,20,25.2,60,60,20,22.7,60,60,20,25.1,60,60,20,22.7,60,60,20,22.7,60,60
20,23.7,60,60,20,25.7,60,60,20,23.7,60,60,20,25.5,60,60,20,22.7,60,60,20,25.3,60,60,20,22.9,60,60,20,22.9,60,60
20,24.1,60,60,20,26,60,60,20,24.2,60,60,20,25.7,60,60,20,23.1,60,60,20,25.7,60,60,20,23,60,60,20,23.1,60,60
20,24.2,60,60,20,26.3,60,60,20,24.4,60,60,20,25.8,60,60,20,23.1,60,60,20,25.7,60,60,20,23.1,60,60,20,23.1,60,60
20,24.4,60,60,20,26.4,60,60,20,24.6,60,60,20,25.7,60,60,20,23.3,60,60,20,25.8,60,60,20,23.2,60,60,20,23.1,60,60
20,24.2,59,59,20,26.2,59,59,20,24.4,59,59,20,25.8,59,59,20,23.1,59,59,20,25.6,59,59,20,23.2,59,59,20,23.1,59,59
20,25.5,0,0,20,25.8,0,0,20,23,0,0,20,24.4,0,0,20,21.8,0,0,20,23.9,0,0,20,25.1,23,23,20,25.5,23,23
20,25.3,0,0,20,25.3,0,0,20,23.2,0,0,20,24.1,0,0,20,21.8,0,0,20,23.7,0,0,20,24.7,42,42,20,25.2,42,42
20,25.8,0,0,20,26.2,0,0,20,24.5,0,0,20,26,0,0,20,23.9,0,0,20,25.8,0,0,20,25,0,0,20,25.3,0,0
20,26.7,0,0,20,26.8,0,0,20,25.3,0,0,20,26.7,0,0,20,24.9,0,0,20,26.6,0,0,20,25.2,0,0,20,25.5,0,0
20,26.9,0,0,20,27,0,0,20,25.5,0,0,20,26.9,0,0,20,25.3,0,0,20,27.1,0,0,20,25.3,0,0,20,25.8,0,0
20,27,0,0,20,27.2,0,0,20,25.6,0,0,20,27.1,0,0,20,25.4,0,0,20,27.2,0,0,20,25.5,0,0,20,25.9,0,0
20,27.1,0,0,20,27.2,0,0,20,25.8,0,0,20,27.1,0,0,20,25.5,0,0,20,27.2,0,0,20,25.6,0,0,20,25.9,0,0
20,27.1,0,0,20,27.3,0,0,20,25.9,0,0,20,27.2,0,0,20,25.6,0,0,20,27.3,0,0,20,25.8,0,0,20,25.9,0,0
20,27.2,0,0,20,27.5,0,0,20,26.1,0,0,20,27.2,0,0,20,25.8,0,0,20,27.4,0,0,20,25.8,0,0,20,26,0,0
20,27.2,0,0,20,27.5,0,0,20,26.2,0,0,20,27.2,0,0,20,26,0,0,20,27.4,0,0,20,25.9,0,0,20,26.1,0,0
20,27.3,0,0,20,27.6,0,0,20,26.3,0,0,20,27.2,0,0,20,26.1,0,0,20,27.5,0,0,20,26,0,0,20,26.2,0,0
20,27.4,0,0,20,27.6,0,0,20,26.4,0,0,20,27.3,0,0,20,26.2,0,0,20,27.6,0,0,20,26.1,0,0,20,26.2,0,0
20,27.5,0,0,20,27.7,0,0,20,26.6,0,0,20,27.3,0,0,20,26.3,0,0,20,27.6,0,0,20,26.2,0,0,20,26.3,0,0
20,25.8,29,29,20,26.6,29,29,20,25.1,29,29,20,26,29,29,20,24.5,29,29,20,26.6,29,29,20,24.8,29,29,20,24.6,29,29
20,24,60,60,20,25.8,60,60,20,23.9,60,60,20,24.9,60,60,20,23.3,60,60,20,25.6,60,60,20,23.8,60,60,20,23.3,60,60
20,23.3,60,60,20,25.2,60,60,20,23.3,60,60,20,24.4,60,60,20,22.8,60,60,20,24.9,60,60,20,23,60,60,20,22.6,60,60
20,23,60,60,20,25.2,60,60,20,23.3,60,60,20,24.5,60,60,20,22.6,60,60,20,24.7,60,60,20,22.5,60,60,20,22.5,60,60
20,23.5,60,60,20,25.6,60,60,20,23.7,60,60,20,24.8,60,60,20,22.8,60,60,20,24.9,60,60,20,22.5,60,60,20,22.5,60,60
20,23.6,60,60,20,25.4,60,60,20,23.6,60,60,20,24.8,60,60,20,22.6,60,60,20,24.7,60,60,20,22.2,60,60,20,22.3,60,60
20,23.4,60,60,20,25.5,60,60,20,23.6,60,60,20,24.7,60,60,20,22.7,60,60,20,24.8,60,60,20,22.1,60,60,20,22.2,60,60
20,23.5,60,60,20,25.6,60,60,20,23.7,60,60,20,24.8,60,60,20,22.9,60,60,20,24.9,60,60,20,22.2,60,60,20,22.4,60,60
20,23.8,60,60,20,25.7,60,60,20,23.8,60,60,20,25,60,60,20,23,60,60,20,24.9,60,60,20,22.2,60,60,20,22.4,60,60
20,23.8,60,60,20,25.7,60,60,20,23.7,60,60,20,24.9,60,60,20,22.9,60,60,20,24.9,60,60,20,22.3,60,60,20,22.4,60,60
20,23.7,59,59,20,25.6,59,59,20,23.5,59,59,20,24.8,59,59,20,22.8,59,59,20,24.8,59,59,20,22.1,59,59,20,22.3,59,59
20,23.3,0,0,20,25.3,0,0,20,22.8,0,0,20,24.4,0,0,20,22.1,0,0,20,24.4,0,0,20,21.8,0,0,20,21.8,0,0
20,25.8,0,0,20,26.8,0,0,20,24.8,0,0,20,26.2,0,0,20,24.2,0,0,20,26.2,0,0,20,23.7,0,0,20,24.5,0,0
20,26.5,0,0,20,27.1,0,0,20,25.4,0,0,20,26.7,0,0,20,25,0,0,20,26.7,0,0,20,24.7,0,0,20,25.3,0,0
20,26.9,0,0,20,27.2,0,0,20,25.6,0,0,20,26.9,0,0,20,25.3,0,0,20,27,0,0,20,25.1,0,0,20,25.4,0,0
20,26.9,0,0,20,27.2,0,0,20,25.7,0,0,20,26.9,0,0,20,25.4,0,0,20,27.1,0,0,20,25.2,0,0,20,25.5,0,0
20,27.1,0,0,20,27.3,0,0,20,26.1,0,0,20,26.9,0,0,20,25.5,0,0,20,27.2,0,0,20,25.4,0,0,20,25.6,0,0
20,27.1,0,0,20,27.3,0,0,20,26.1,0,0,20,27,0,0,20,25.5,0,0,20,27.2,0,0,20,25.5,0,0,20,25.6,0,0
20,27.2,0,0,20,27.4,0,0,20,26.1,0,0,20,27,0,0,20,25.6,0,0,20,27.2,0,0,20,25.6,0,0,20,25.8,0,0
20,27.2,0,0,20,27.4,0,0,20,26.1,0,0,20,27,0,0,20,25.7,0,0,20,27.2,0,0,20,25.7,0,0,20,25.9,0,0
20,27.3,0,0,20,27.4,0,0,20,26.2,0,0,20,27.1,0,0,20,25.9,0,0,20,27.3,0,0,20,25.9,0,0,20,26.1,0,0
20,27.4,0,0,20,27.5,0,0,20,26.3,0,0,20,27.1,0,0,20,25.9,0,0,20,27.3,0,0,20,25.9,0,0,20,26.1,0,0
20,27.5,0,0,20,27.5,0,0,20,26.4,0,0,20,27.2,0,0,20,26,0,0,20,27.4,0,0,20,26.1,0,0,20,26.1,0,0
20,27.6,0,0,20,27.6,0,0,20,26.4,0,0,20,27.2,0,0,20,26.1,0,0,20,27.4,0,0,20,26,0,0,20,26.2,0,0
20,26,21,21,20,26.5,21,21,20,25.3,21,21,20,25.9,21,21,20,24.7,21,21,20,26.5,21,21,20,24.9,21,21,20,24.8,21,21
20,24.1,60,60,20,25.8,60,60,20,24.1,60,60,20,25,60,60,20,23.2,60,60,20,25.7,60,60,20,23.7,60,60,20,23,60,60
20,23.1,60,60,20,25.3,60,60,20,23.2,60,60,20,24.8,60,60,20,22.5,60,60,20,24.9,60,60,20,22.6,60,60,20,22,60,60
20,22.8,60,60,20,25.1,60,60,20,23,60,60,20,24.5,60,60,20,22.2,60,60,20,24.5,60,60,20,22.2,60,60,20,21.5,60,60
20,23.3,60,60,20,25.5,60,60,20,23.3,60,60,20,24.9,60,60,20,22.4,60,60,20,24.6,60,60,20,22.2,60,60,20,21.8,60,60
20,23.2,60,60,20,25.4,60,60,20,23.2,60,60,20,24.4,60,60,20,22.3,60,60,20,24.5,60,60,20,21.9,60,60,20,21.7,60,60
20,23.2,60,60,20,25.3,60,60,20,23.1,60,60,20,24.3,60,60,20,22.1,60,60,20,24.3,60,60,20,21.8,60,60,20,21.6,60,60
20,23.4,60,60,20,25.4,60,60,20,23.2,60,60,20,24.3,60,60,20,22.3,60,60,20,24.6,60,60,20,21.8,60,60,20,21.6,60,60
20,23.6,60,60,20,25.6,60,60,20,23.3,60,60,20,24.5,60,60,20,22.4,60,60,20,24.7,60,60,20,21.9,60,60,20,21.8,60,60
20,23.6,60,60,20,25.6,60,60,20,23.4,60,60,20,24.7,60,60,20,22.4,60,60,20,24.8,60,60,20,22,60,60,20,21.7,60,60
20,23.2,59,59,20,25.2,59,59,20,23,59,59,20,24.6,59,59,20,21.9,59,59,20,24.3,59,59,20,21.8,59,59,20,21.4,59,59
20,23.9,0,0,20,25.6,0,0,20,23.3,0,0,20,24.8,0,0,20,22.2,0,0,20,25,0,0,20,22.2,0,0,20,21.8,0,0
20,26.2,0,0,20,26.8,0,0,20,24.9,0,0,20,26.3,0,0,20,24.5,0,0,20,26.5,0,0,20,24.5,0,0,20,24.6,0,0
20,26.5,0,0,20,27,0,0,20,25.3,0,0,20,26.5,0,0,20,24.7,0,0,20,26.6,0,0,20,24.7,0,0,20,24.9,0,0
20,26.6,0,0,20,27,0,0,20,25.3,0,0,20,26.6,0,0,20,25,0,0,20,26.6,0,0,20,24.8,0,0,20,25.1,0,0
20,26.6,0,0,20,27.1,0,0,20,25.4,0,0,20,26.6,0,0,20,25.1,0,0,20,26.7,0,0,20,25,0,0,20,25.2,0,0
20,26.7,0,0,20,27.1,0,0,20,25.6,0,0,20,26.7,0,0,20,25.2,0,0,20,26.8,0,0,20,25.2,0,0,20,25.3,0,0
20,26.8,0,0,20,27.2,0,0,20,25.6,0,0,20,26.7,0,0,20,25.3,0,0,20,26.9,0,0,20,25.3,0,0,20,25.3,0,0
20,26.9,0,0,20,27.2,0,0,20,25.7,0,0,20,26.7,0,0,20,25.4,0,0,20,27,0,0,20,25.4,0,0,20,25.4,0,0
20,27,0,0,20,27.2,0,0,20,25.8,0,0,20,26.8,0,0,20,25.5,0,0,20,27,0,0,20,25.4,0,0,20,25.6,0,0
20,27.1,0,0,20,27.2,0,0,20,26,0,0,20,26.8,0,0,20,25.6,0,0,20,27,0,0,20,25.5,0,0,20,25.6,0,0
20,27.2,0,0,20,27.2,0,0,20,26,0,0,20,26.8,0,0,20,25.7,0,0,20,27.1,0,0,20,25.6,0,0,20,25.7,0,0
20,27.2,0,0,20,27.2,0,0,20,26.2,0,0,20,26.8,0,0,20,25.8,0,0,20,27.1,0,0,20,25.7,0,0,20,25.8,0,0
20,27.2,0,0,20,27.2,0,0,20,26.2,0,0,20,26.8,0,0,20,25.9,0,0,20,27.1,0,0,20,25.7,0,0,20,25.8,0,0
20,25.7,23,23,20,26.1,23,23,20,24.9,23,23,20,25.6,23,23,20,24.4,23,23,20,26.1,23,23,20,24.6,23,23,20,24.3,23,23
20,23.9,60,60,20,25.5,60,60,20,23.7,60,60,20,24.7,60,60,20,22.9,60,60,20,25.3,60,60,20,23.4,60,60,20,22.8,60,60
20,23,60,60,20,24.9,60,60,20,22.6,60,60,20,24.2,60,60,20,22.1,60,60,20,24.5,60,60,20,22.1,60,60,20,21.6,60,60
20,23,60,60,20,24.9,60,60,20,22.7,60,60,20,24.2,60,60,20,21.7,60,60,20,24.1,60,60,20,21.4,60,60,20,21,60,60
20,23.4,60,60,20,25.3,60,60,20,23.2,60,60,20,24.5,60,60,20,21.9,60,60,20,24.6,60,60,20,21.6,60,60,20,21.2,60,60
20,23.3,60,60,20,25.3,60,60,20,23,60,60,20,24.2,60,60,20,21.7,60,60,20,24.3,60,60,20,21.3,60,60,20,21,60,60
20,23.1,60,60,20,25.2,60,60,20,22.8,60,60,20,24,60,60,20,21.5,60,60,20,24.2,60,60,20,21.2,60,60,20,20.8,60,60
20,23.1,60,60,20,25.1,60,60,20,22.9,60,60,20,24.2,60,60,20,21.8,60,60,20,24.4,60,60,20,21.4,60,60,20,21.2,60,60
20,23.1,60,60,20,25,60,60,20,23.1,60,60,20,24.4,60,60,20,21.9,60,60,20,24.3,60,60,20,21.5,60,60,20,21.3,60,60
20,23.4,60,60,20,25.3,60,60,20,23.4,60,60,20,24.6,60,60,20,22.1,60,60,20,24.4,60,60,20,21.6,60,60,20,21.3,60,60
20,23.2,59,59,20,25,59,59,20,23,59,59,20,24.4,59,59,20,21.8,59,59,20,24.1,59,59,20,21.2,59,59,20,20.9,59,59
20,22.7,0,0,20,24.6,0,0,20,22.2,0,0,20,23.8,0,0,20,21.3,0,0,20,23.7,0,0,20,20.9,0,0,20,20.4,0,0
20,25.3,0,0,20,26,0,0,20,24.1,0,0,20,25.7,0,0,20,23.4,0,0,20,25.8,0,0,20,23.5,0,0,20,23.7,0,0
20,26.1,0,0,20,26.4,0,0,20,24.8,0,0,20,26.2,0,0,20,24.2,0,0,20,26.2,0,0,20,24.2,0,0,20,24.4,0,0
20,26.3,0,0,20,26.6,0,0,20,25.1,0,0,20,26.3,0,0,20,24.7,0,0,20,26.3,0,0,20,24.5,0,0,20,24.5,0,0
20,26.4,0,0,20,26.7,0,0,20,25.3,0,0,20,26.4,0,0,20,24.8,0,0,20,26.4,0,0,20,24.7,0,0,20,24.7,0,0
20,26.4,0,0,20,26.8,0,0,20,25.3,0,0,20,26.4,0,0,20,25,0,0,20,26.5,0,0,20,24.9,0,0,20,24.9,0,0
20,26.5,0,0,20,26.8,0,0,20,25.3,0,0,20,26.4,0,0,20,25.1,0,0,20,26.6,0,0,20,25.1,0,0,20,25,0,0
