リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
20,26.6,0,0,20,26.9,0,0,20,25.4,0,0,20,26.4,0,0,20,25.2,0,0,20,26.6,0,0,20,25.1,0,0,20,25.1,0,0
20,26.7,0,0,20,26.9,0,0,20,25.6,0,0,20,26.5,0,0,20,25.3,0,0,20,26.7,0,0,20,25.2,0,0,20,25.2,0,0
20,26.8,0,0,20,27,0,0,20,25.7,0,0,20,26.5,0,0,20,25.3,0,0,20,26.8,0,0,20,25.3,0,0,20,25.3,0,0
20,26.9,0,0,20,27,0,0,20,25.7,0,0,20,26.5,0,0,20,25.4,0,0,20,26.8,0,0,20,25.3,0,0,20,25.3,0,0
20,27,0,0,20,27,0,0,20,26,0,0,20,26.6,0,0,20,25.5,0,0,20,26.9,0,0,20,25.4,0,0,20,25.4,0,0
20,27,0,0,20,27,0,0,20,26,0,0,20,26.6,0,0,20,25.5,0,0,20,26.9,0,0,20,25.5,0,0,20,25.4,0,0
20,25,31,31,20,25.8,31,31,20,24.4,31,31,20,25.2,31,31,20,23.7,31,31,20,25.8,31,31,20,24.1,31,31,20,23.7,31,31
20,23.5,60,60,20,25.2,60,60,20,23.4,60,60,20,24.4,60,60,20,22.6,60,60,20,25.1,60,60,20,23,60,60,20,22.4,60,60
20,22.8,60,60,20,24.8,60,60,20,22.7,60,60,20,24.2,60,60,20,21.9,60,60,20,24.4,60,60,20,22,60,60,20,21.4,60,60
20,22.6,60,60,20,24.6,60,60,20,22.7,60,60,20,24.1,60,60,20,21.7,60,60,20,24.1,60,60,20,21.5,60,60,20,20.9,60,60
20,22.9,60,60,20,24.9,60,60,20,23,60,60,20,24.5,60,60,20,22,60,60,20,24.3,60,60,20,21.5,60,60,20,21.2,60,60
20,22.9,60,60,20,24.7,60,60,20,22.8,60,60,20,24.2,60,60,20,21.9,60,60,20,24.1,60,60,20,21.2,60,60,20,21,60,60
20,22.7,60,60,20,24.7,60,60,20,22.9,60,60,20,24.4,60,60,20,21.9,60,60,20,24.1,60,60,20,21.2,60,60,20,21.1,60,60
20,22.7,60,60,20,24.8,60,60,20,23,60,60,20,24.3,60,60,20,22.1,60,60,20,24.3,60,60,20,21.4,60,60,20,21,60,60
20,22.7,60,60,20,24.8,60,60,20,23.1,60,60,20,24.4,60,60,20,22.1,60,60,20,24.4,60,60,20,21.5,60,60,20,21.2,60,60
20,23,60,60,20,25,60,60,20,23,60,60,20,24.4,60,60,20,22.1,60,60,20,24.5,60,60,20,21.5,60,60,20,21.1,60,60
20,22.6,60,60,20,24.6,60,60,20,22.5,60,60,20,24.2,60,60,20,21.8,60,60,20,24.1,60,60,20,21.3,60,60,20,20.9,60,60
20,22.3,0,0,20,24.1,0,0,20,21.8,0,0,20,23.7,0,0,20,21.1,0,0,20,23.7,0,0,20,21,0,0,20,20.4,0,0
20,25,0,0,20,25.3,0,0,20,23.8,0,0,20,25.4,0,0,20,23.3,0,0,20,25.7,0,0,20,23.4,0,0,20,23.4,0,0
20,26,0,0,20,26.2,0,0,20,24.8,0,0,20,26.1,0,0,20,24.4,0,0,20,26.2,0,0,20,24.3,0,0,20,24.4,0,0
20,26.1,0,0,20,26.2,0,0,20,25,0,0,20,26.2,0,0,20,24.6,0,0,20,26.2,0,0,20,24.4,0,0,20,24.4,0,0
20,26.2,0,0,20,26.4,0,0,20,25.1,0,0,20,26.2,0,0,20,24.7,0,0,20,26.3,0,0,20,24.5,0,0,20,24.5,0,0
20,26.3,0,0,20,26.5,0,0,20,25.2,0,0,20,26.2,0,0,20,24.9,0,0,20,26.4,0,0,20,24.7,0,0,20,24.6,0,0
20,26.3,0,0,20,26.6,0,0,20,25.3,0,0,20,26.2,0,0,20,25,0,0,20,26.5,0,0,20,24.8,0,0,20,24.7,0,0
20,26.4,0,0,20,26.6,0,0,20,25.4,0,0,20,26.3,0,0,20,25.1,0,0,20,26.5,0,0,20,24.9,0,0,20,24.8,0,0
20,26.6,0,0,20,26.7,0,0,20,25.5,0,0,20,26.3,0,0,20,25.3,0,0,20,26.7,0,0,20,25.1,0,0,20,25,0,0
20,26.6,0,0,20,26.7,0,0,20,25.6,0,0,20,26.3,0,0,20,25.3,0,0,20,26.6,0,0,20,25.1,0,0,20,25,0,0
20,26.7,0,0,20,26.7,0,0,20,25.6,0,0,20,26.4,0,0,20,25.4,0,0,20,26.7,0,0,20,25.3,0,0,20,25.2,0,0
20,26.8,0,0,20,26.8,0,0,20,25.7,0,0,20,26.4,0,0,20,25.4,0,0,20,26.8,0,0,20,25.3,0,0,20,25.3,0,0
20,26.8,0,0,20,26.8,0,0,20,25.8,0,0,20,26.4,0,0,20,25.5,0,0,20,26.8,0,0,20,25.3,0,0,20,25.3,0,0
20,26.8,0,0,20,26.8,0,0,20,25.9,0,0,20,26.4,0,0,20,25.5,0,0,20,26.8,0,0,20,25.3,0,0,20,25.3,0,0
20,26.6,6,6,20,26.3,6,6,20,25.4,6,6,20,26,6,6,20,25.2,6,6,20,26.4,6,6,20,25.1,6,6,20,25,6,6
20,23.4,60,60,20,24.6,60,60,20,22.5,60,60,20,24.2,60,60,20,22,60,60,20,24.5,60,60,20,22.3,60,60,20,21.4,60,60
20,22.1,60,60,20,23.6,60,60,20,21,60,60,20,23.1,60,60,20,20.6,60,60,20,23.1,60,60,20,20.7,60,60,20,20.1,60,60
20,21.9,60,60,20,23.4,60,60,20,20.8,60,60,20,22.8,60,60,20,20.4,60,60,20,22.7,60,60,20,20.5,60,60,20,19.9,60,60
20,21.7,60,60,20,23.2,60,60,20,20.5,60,60,20,22.6,60,60,20,20.3,60,60,20,22.5,60,60,20,20.4,60,60,20,19.9,60,19
20,21.5,60,60,20,23.1,60,60,20,20.3,60,60,20,22.5,60,60,20,20.3,60,60,20,22.5,60,60,20,20.3,60,60,20,20,60,60
20,21.5,60,60,20,23,60,60,20,20.3,60,60,20,22.5,60,60,20,20.4,60,60,20,22.5,60,60,20,20.5,60,60,20,20.1,60,42
20,21.3,60,60,20,22.8,60,60,20,20.2,60,60,20,22.4,60,60,20,20.4,60,60,20,22.4,60,60,20,20.2,60,60,20,20.2,60,60
20,20.7,60,60,20,22.6,60,60,20,19.8,60,60,20,22.2,60,60,20,20.3,60,60,20,22.3,60,60,20,19.9,60,60,20,20,60,60
20,20.5,15,15,20,22.5,15,15,20,19.9,15,15,20,22.2,15,15,20,20.4,15,15,20,22.5,15,15,20,20.2,15,15,20,20,15,15
20,23.7,0,0,20,24.5,0,0,20,22.6,0,0,20,24.2,0,0,20,22.3,0,0,20,24.7,0,0,20,22.2,0,0,20,22.8,0,0
20,24.8,0,0,20,25.1,0,0,20,23.6,0,0,20,24.9,0,0,20,23.3,0,0,20,25.3,0,0,20,23.2,0,0,20,23.7,0,0
20,25.3,0,0,20,25.3,0,0,20,24,0,0,20,25.2,0,0,20,23.8,0,0,20,25.5,0,0,20,23.7,0,0,20,24,0,0
20,25.4,0,0,20,25.5,0,0,20,24.3,0,0,20,25.3,0,0,20,24,0,0,20,25.7,0,0,20,23.8,0,0,20,24.1,0,0
20,25.6,0,0,20,25.5,0,0,20,24.4,0,0,20,25.3,0,0,20,24.2,0,0,20,25.8,0,0,20,24.1,0,0,20,24.2,0,0
20,25.7,0,0,20,25.6,0,0,20,24.5,0,0,20,25.3,0,0,20,24.2,0,0,20,25.8,0,0,20,24.3,0,0,20,24.2,0,0
20,25.7,0,0,20,25.7,0,0,20,24.5,0,0,20,25.4,0,0,20,24.4,0,0,20,25.9,0,0,20,24.4,0,0,20,24.3,0,0
20,25.8,0,0,20,25.7,0,0,20,24.6,0,0,20,25.4,0,0,20,24.5,0,0,20,25.9,0,0,20,24.5,0,0,20,24.5,0,0
20,25.9,0,0,20,25.8,0,0,20,24.8,0,0,20,25.5,0,0,20,24.6,0,0,20,26,0,0,20,24.5,0,0,20,24.5,0,0
20,26,0,0,20,25.9,0,0,20,24.9,0,0,20,25.5,0,0,20,24.7,0,0,20,26.1,0,0,20,24.5,0,0,20,24.5,0,0
20,26.1,0,0,20,26,0,0,20,25,0,0,20,25.6,0,0,20,24.8,0,0,20,26.2,0,0,20,24.6,0,0,20,24.6,0,0
20,26.1,0,0,20,26,0,0,20,25,0,0,20,25.6,0,0,20,24.8,0,0,20,26.2,0,0,20,24.8,0,0,20,24.7,0,0
20,26.2,0,0,20,26.1,0,0,20,25.2,0,0,20,25.6,0,0,20,24.9,0,0,20,26.2,0,0,20,24.8,0,0,20,24.8,0,0
20,26.2,0,0,20,26.1,0,0,20,25.2,0,0,20,25.7,0,0,20,25,0,0,20,26.2,0,0,20,24.8,0,0,20,24.8,0,0
20,26.3,0,0,20,26.2,0,0,20,25.3,0,0,20,25.8,0,0,20,25,0,0,20,26.2,0,0,20,24.9,0,0,20,24.9,0,0
20,26.4,0,0,20,26.2,0,0,20,25.5,0,0,20,25.9,0,0,20,25.3,0,0,20,26.4,0,0,20,25.2,0,0,20,25.1,0,0
20,26.7,0,0,20,26.5,0,0,20,25.8,0,0,20,26.1,0,0,20,25.5,0,0,20,26.7,0,0,20,25.4,0,0,20,25.3,0,0
20,26.8,0,0,20,26.6,0,0,20,26,0,0,20,26.2,0,0,20,25.7,0,0,20,26.8,0,0,20,25.5,0,0,20,25.5,0,0
20,26.9,0,0,20,26.6,0,0,20,26,0,0,20,26.2,0,0,20,25.7,0,0,20,26.8,0,0,20,25.5,0,0,20,25.5,0,0
20,26.9,0,0,20,26.6,0,0,20,25.8,0,0,20,26.2,0,0,20,25.7,0,0,20,26.8,0,0,20,25.5,0,0,20,25.5,0,0
20,26.9,0,0,20,26.6,0,0,20,25.8,0,0,20,26.2,0,0,20,25.6,0,0,20,26.8,0,0,20,25.5,0,0,20,25.5,0,0
20,26.9,0,0,20,26.6,0,0,20,25.8,0,0,20,26.2,0,0,20,25.6,0,0,20,26.7,0,0,20,25.5,0,0,20,25.6,0,0
20,27,0,0,20,26.6,0,0,20,25.7,0,0,20,26.3,0,0,20,25.6,0,0,20,26.8,0,0,20,25.5,0,0,20,25.6,0,0
20,26.9,0,0,20,26.6,0,0,20,25.6,0,0,20,26.3,0,0,20,25.4,0,0,20,26.8,0,0,20,25.5,0,0,20,25.6,0,0
20,26.8,0,0,20,26.6,0,0,20,25.6,0,0,20,26.3,0,0,20,25.3,0,0,20,26.8,0,0,20,25.6,0,0,20,25.6,0,0
20,26.9,0,0,20,26.7,0,0,20,25.6,0,0,20,26.3,0,0,20,25.4,0,0,20,26.9,0,0,20,25.6,0,0,20,25.6,0,0
20,26.8,0,0,20,26.7,0,0,20,25.6,0,0,20,26.3,0,0,20,25.3,0,0,20,26.8,0,0,20,25.6,0,0,20,25.6,0,0
20,26.8,0,0,20,26.7,0,0,20,25.7,0,0,20,26.3,0,0,20,25.5,0,0,20,26.8,0,0,20,25.6,0,0,20,25.6,0,0
20,26.9,0,0,20,26.7,0,0,20,25.8,0,0,20,26.3,0,0,20,25.5,0,0,20,26.8,0,0,20,25.6,0,0,20,25.6,0,0
20,26.9,0,0,20,26.7,0,0,20,25.8,0,0,20,26.3,0,0,20,25.5,0,0,20,26.8,0,0,20,25.6,0,0,20,25.6,0,0
20,26.9,0,0,20,26.7,0,0,20,25.9,0,0,20,26.3,0,0,20,25.6,0,0,20,26.8,0,0,20,25.7,0,0,20,25.6,0,0
20,26.9,0,0,20,26.7,0,0,20,25.9,0,0,20,26.3,0,0,20,25.6,0,0,20,26.9,0,0,20,25.7,0,0,20,25.6,0,0
20,27,0,0,20,26.7,0,0,20,26,0,0,20,26.4,0,0,20,25.6,0,0,20,26.9,0,0,20,25.7,0,0,20,25.6,0,0
20,27,0,0,20,26.7,0,0,20,26,0,0,20,26.4,0,0,20,25.6,0,0,20,26.9,0,0,20,25.7,0,0,20,25.7,0,0
20,27,0,0,20,26.7,0,0,20,26,0,0,20,26.4,0,0,20,25.7,0,0,20,26.9,0,0,20,25.7,0,0,20,25.7,0,0
20,27,0,0,20,26.8,0,0,20,26.1,0,0,20,26.5,0,0,20,25.8,0,0,20,26.9,0,0,20,25.8,0,0,20,25.8,0,0
20,27.1,0,0,20,26.8,0,0,20,26.2,0,0,20,26.5,0,0,20,25.8,0,0,20,27,0,0,20,25.9,0,0,20,25.8,0,0
20,27.2,0,0,20,26.9,0,0,20,26.2,0,0,20,26.6,0,0,20,25.9,0,0,20,27.1,0,0,20,25.9,0,0,20,26,0,0
20,25.6,24,24,20,26,24,24,20,24.8,24,24,20,25.6,24,24,20,24.4,24,24,20,26.1,24,24,20,24.6,24,24,20,24.3,24,24
20,22.3,60,60,20,24.4,60,60,20,21.7,60,60,20,23.8,60,60,20,21.5,60,60,20,24.3,60,60,20,22.2,60,60,20,21.4,60,60
20,21.6,60,60,20,23.7,60,60,20,21,60,60,20,23.1,60,60,20,20.5,60,60,20,23.4,60,60,20,21.5,60,60,20,20.5,60,60
20,21.5,60,60,20,23.7,60,60,20,21,60,60,20,23.4,60,60,20,20.6,60,60,20,23.3,60,60,20,21.5,60,60,20,20.9,60,60
20,21.5,60,60,20,23.5,60,60,20,20.9,60,60,20,23.1,60,60,20,20.9,60,60,20,23.3,60,60,20,21.4,60,60,20,20.7,60,60
20,21.3,60,60,20,23.4,60,60,20,20.9,60,60,20,23.3,60,60,20,21,60,60,20,23.4,60,60,20,21.3,60,60,20,20.9,60,60
20,21.5,60,60,20,23.2,60,60,20,21,60,60,20,23.2,60,60,20,20.9,60,60,20,23.3,60,60,20,21,60,60,20,20.7,60,60
20,21.7,60,60,20,23.3,60,60,20,21.2,60,60,20,23.3,60,60,20,20.8,60,60,20,23.2,60,60,20,20.8,60,60,20,20.7,60,60
20,22,60,60,20,23.3,60,60,20,21.4,60,60,20,23.1,60,60,20,20.4,60,60,20,23.2,60,60,20,20.6,60,60,20,20.2,60,60
20,21.4,60,60,20,23.2,60,60,20,20.5,60,60,20,22.6,60,60,20,19.9,60,58,20,22.6,60,60,20,20.4,60,60,20,19.9,60,27
20,20.8,0,0,20,22.8,0,0,20,19.9,0,0,20,22.1,0,0,20,19.5,0,0,20,22.3,0,0,20,20.3,0,0,20,20,0,0
20,24.3,0,0,20,24.9,0,0,20,22.9,0,0,20,24.5,0,0,20,22.6,0,0,20,24.9,0,0,20,22.8,0,0,20,23.4,0,0
20,25.3,0,0,20,25.5,0,0,20,23.9,0,0,20,25.3,0,0,20,23.5,0,0,20,25.4,0,0,20,23.7,0,0,20,24.1,0,0
20,25.7,0,0,20,25.8,0,0,20,24.4,0,0,20,25.4,0,0,20,23.9,0,0,20,25.5,0,0,20,23.9,0,0,20,24.2,0,0
20,25.9,0,0,20,25.9,0,0,20,24.5,0,0,20,25.5,0,0,20,24.1,0,0,20,25.7,0,0,20,24.1,0,0,20,24.4,0,0
20,26.1,0,0,20,26,0,0,20,24.6,0,0,20,25.6,0,0,20,24.2,0,0,20,25.8,0,0,20,24.3,0,0,20,24.5,0,0
20,26.2,0,0,20,26.1,0,0,20,24.8,0,0,20,25.7,0,0,20,24.4,0,0,20,25.9,0,0,20,24.5,0,0,20,24.7,0,0
20,26.2,0,0,20,26.1,0,0,20,24.9,0,0,20,25.8,0,0,20,24.5,0,0,20,26.1,0,0,20,24.6,0,0,20,24.8,0,0
20,26.3,0,0,20,26.2,0,0,20,25.1,0,0,20,25.8,0,0,20,24.6,0,0,20,26.2,0,0,20,24.7,0,0,20,24.9,0,0
20,26.4,0,0,20,26.2,0,0,20,25.2,0,0,20,25.9,0,0,20,24.7,0,0,20,26.2,0,0,20,24.8,0,0,20,25,0,0
20,26.4,0,0,20,26.3,0,0,20,25.3,0,0,20,26,0,0,20,24.8,0,0,20,26.2,0,0,20,24.9,0,0,20,25.1,0,0
20,26.5,0,0,20,26.3,0,0,20,25.3,0,0,20,26,0,0,20,24.8,0,0,20,26.2,0,0,20,24.9,0,0,20,25.1,0,0
20,26.7,0,0,20,26.4,0,0,20,25.4,0,0,20,26.1,0,0,20,25,0,0,20,26.4,0,0,20,25,0,0,20,25.2,0,0
20,24.5,30,30,20,25.3,30,30,20,23.6,30,30,20,24.7,30,30,20,23.1,30,30,20,25.3,30,30,20,23.4,30,30,20,23.3,30,30
20,21.9,60,60,20,24.1,60,60,20,21.6,60,60,20,23.4,60,60,20,21.2,60,60,20,24.1,60,60,20,21.4,60,60,20,21,60,60
20,21.6,60,60,20,23.7,60,60,20,21.6,60,60,20,23.2,60,60,20,20.9,60,60,20,23.5,60,60,20,21,60,60,20,20.7,60,60
20,22,60,60,20,24.1,60,60,20,22.2,60,60,20,23.5,60,60,20,21.1,60,60,20,23.6,60,60,20,21.1,60,60,20,20.8,60,60
20,22.7,60,60,20,24.6,60,60,20,22.8,60,60,20,24,60,60,20,21.5,60,60,20,23.9,60,60,20,21.2,60,60,20,21.1,60,60
20,22.7,60,60,20,24.6,60,60,20,22.6,60,60,20,23.8,60,60,20,21.5,60,60,20,23.8,60,60,20,21.1,60,60,20,21.1,60,60
20,22.9,60,60,20,24.7,60,60,20,22.8,60,60,20,24,60,60,20,21.5,60,60,20,23.7,60,60,20,21,60,60,20,21,60,60
20,23.2,60,60,20,25.1,60,60,20,23.1,60,60,20,24.3,60,60,20,21.8,60,60,20,24.2,60,60,20,21.3,60,60,20,21.3,60,60
20,23.4,60,60,20,25.2,60,60,20,23.3,60,60,20,24.4,60,60,20,22.1,60,60,20,24.5,60,60,20,21.4,60,60,20,21.3,60,60
20,23.3,60,60,20,25,60,60,20,23.2,60,60,20,24.2,60,60,20,22,60,60,20,24.3,60,60,20,21.5,60,60,20,21.3,60,60
20,23.1,60,60,20,24.6,60,60,20,22.9,60,60,20,23.9,60,60,20,21.8,60,60,20,24,60,60,20,21.2,60,60,20,21.2,60,60
20,22.8,0,0,20,24.4,0,0,20,22.4,0,0,20,23.7,0,0,20,21.3,0,0,20,23.7,0,0,20,20.9,0,0,20,20.8,0,0
20,25.1,0,0,20,25.8,0,0,20,23.8,0,0,20,25.3,0,0,20,23.2,0,0,20,25.4,0,0,20,23,0,0,20,23.7,0,0
20,25.9,0,0,20,26.2,0,0,20,24.5,0,0,20,25.9,0,0,20,24,0,0,20,26,0,0,20,24,0,0,20,24.4,0,0
20,26.2,0,0,20,26.4,0,0,20,24.8,0,0,20,26.2,0,0,20,24.5,0,0,20,26.2,0,0,20,24.3,0,0,20,24.5,0,0
20,26.2,0,0,20,26.5,0,0,20,24.9,0,0,20,26.1,0,0,20,24.5,0,0,20,26.2,0,0,20,24.4,0,0,20,24.6,0,0
20,26.2,0,0,20,26.5,0,0,20,25.1,0,0,20,26.1,0,0,20,24.6,0,0,20,26.2,0,0,20,24.5,0,0,20,24.6,0,0
20,26.2,0,0,20,26.5,0,0,20,25.2,0,0,20,26.2,0,0,20,24.7,0,0,20,26.3,0,0,20,24.6,0,0,20,24.7,0,0
20,26.4,0,0,20,26.5,0,0,20,25.2,0,0,20,26.2,0,0,20,24.8,0,0,20,26.3,0,0,20,24.8,0,0,20,24.8,0,0
20,26.4,0,0,20,26.5,0,0,20,25.3,0,0,20,26.2,0,0,20,24.8,0,0,20,26.4,0,0,20,24.8,0,0,20,24.9,0,0
20,26.5,0,0,20,26.6,0,0,20,25.3,0,0,20,26.2,0,0,20,24.9,0,0,20,26.4,0,0,20,24.9,0,0,20,25,0,0
20,26.7,0,0,20,26.6,0,0,20,25.3,0,0,20,26.3,0,0,20,25,0,0,20,26.5,0,0,20,25,0,0,20,25.1,0,0
20,26.7,0,0,20,26.7,0,0,20,25.5,0,0,20,26.2,0,0,20,25.1,0,0,20,26.5,0,0,20,25.1,0,0,20,25.2,0,0
20,26.7,0,0,20,26.7,0,0,20,25.5,0,0,20,26.2,0,0,20,25.1,0,0,20,26.6,0,0,20,25.2,0,0,20,25.3,0,0
20,25,30,30,20,25.6,30,30,20,24.2,30,30,20,25.1,30,30,20,23.6,30,30,20,25.5,30,30,20,24,30,30,20,23.9,30,30
20,23.3,60,60,20,24.9,60,60,20,23.1,60,60,20,24,60,60,20,22.2,60,60,20,24.7,60,60,20,22.8,60,60,20,22.6,60,60
20,22.5,60,60,20,24.5,60,60,20,22.5,60,60,20,23.9,60,60,20,21.7,60,60,20,24.2,60,60,20,22.2,60,60,20,22.4,60,60
20,22.4,60,60,20,24.4,60,60,20,22.8,60,60,20,24,60,60,20,22,60,60,20,24.2,60,60,20,22,60,60,20,22.2,60,60
20,22.9,60,60,20,25,60,60,20,23.4,60,60,20,24.5,60,60,20,22.3,60,60,20,24.6,60,60,20,22.2,60,60,20,22.4,60,60
20,22.8,60,60,20,24.9,60,60,20,23.2,60,60,20,24.1,60,60,20,22.2,60,60,20,24.3,60,60,20,21.9,60,60,20,22.3,60,60
20,22.8,60,60,20,25,60,60,20,23.2,60,60,20,24.3,60,60,20,22.1,60,60,20,24.2,60,60,20,21.9,60,60,20,22.3,60,60
20,23.3,60,60,20,25.3,60,60,20,23.6,60,60,20,24.5,60,60,20,22.3,60,60,20,24.3,60,60,20,22,60,60,20,22.4,60,60
20,23.6,60,60,20,25.5,60,60,20,23.9,60,60,20,24.7,60,60,20,22.4,60,60,20,24.5,60,60,20,22.2,60,60,20,22.3,60,60
20,23.7,60,60,20,25.4,60,60,20,23.9,60,60,20,24.5,60,60,20,22.3,60,60,20,24.3,60,60,20,22.1,60,60,20,22.3,60,60
20,23.6,60,60,20,25.1,60,60,20,23.6,60,60,20,24.4,60,60,20,22,60,60,20,24.1,60,60,20,21.8,60,60,20,22.2,60,60
20,23.2,0,0,20,24.9,0,0,20,23,0,0,20,24.4,0,0,20,21.7,0,0,20,23.8,0,0,20,21.6,0,0,20,21.8,0,0
20,25.4,0,0,20,26.2,0,0,20,24.2,0,0,20,25.8,0,0,20,23.5,0,0,20,25.8,0,0,20,23.6,0,0,20,24.2,0,0
20,26.1,0,0,20,26.6,0,0,20,24.8,0,0,20,26.2,0,0,20,24.3,0,0,20,26.2,0,0,20,24.3,0,0,20,24.7,0,0
20,26.3,0,0,20,26.7,0,0,20,25.2,0,0,20,26.3,0,0,20,24.6,0,0,20,26.3,0,0,20,24.5,0,0,20,24.9,0,0
20,26.4,0,0,20,26.7,0,0,20,25.5,0,0,20,26.4,0,0,20,24.8,0,0,20,26.3,0,0,20,24.7,0,0,20,25.1,0,0
20,26.6,0,0,20,26.7,0,0,20,25.5,0,0,20,26.3,0,0,20,24.9,0,0,20,26.4,0,0,20,24.9,0,0,20,25.2,0,0
20,26.7,0,0,20,26.8,0,0,20,25.6,0,0,20,26.4,0,0,20,25,0,0,20,26.5,0,0,20,25.1,0,0,20,25.3,0,0
20,26.7,0,0,20,26.7,0,0,20,25.7,0,0,20,26.5,0,0,20,25.1,0,0,20,26.6,0,0,20,25.1,0,0,20,25.3,0,0
20,26.8,0,0,20,26.8,0,0,20,25.8,0,0,20,26.5,0,0,20,25.2,0,0,20,26.7,0,0,20,25.2,0,0,20,25.3,0,0
20,26.9,0,0,20,26.9,0,0,20,25.9,0,0,20,26.6,0,0,20,25.3,0,0,20,26.7,0,0,20,25.3,0,0,20,25.4,0,0
20,27,0,0,20,26.9,0,0,20,26,0,0,20,26.6,0,0,20,25.3,0,0,20,26.8,0,0,20,25.3,0,0,20,25.4,0,0
20,27.1,0,0,20,27,0,0,20,26.1,0,0,20,26.6,0,0,20,25.3,0,0,20,26.8,0,0,20,25.4,0,0,20,25.5,0,0
20,27.1,0,0,20,27,0,0,20,26.1,0,0,20,26.7,0,0,20,25.4,0,0,20,26.9,0,0,20,25.5,0,0,20,25.6,0,0
20,25.7,23,23,20,26,23,23,20,24.9,23,23,20,25.6,23,23,20,24.3,23,23,20,26,23,23,20,24.6,23,23,20,24.5,23,23
20,23.6,60,60,20,25.3,60,60,20,23.5,60,60,20,24.4,60,60,20,22.6,60,60,20,25.1,60,60,20,23.2,60,60,20,22.9,60,60
20,22.7,60,60,20,24.8,60,60,20,22.9,60,60,20,24.1,60,60,20,22,60,60,20,24.3,60,60,20,22.2,60,60,20,22.1,60,60
20,22.9,60,60,20,25,60,60,20,23.3,60,60,20,24.4,60,60,20,22.2,60,60,20,24.4,60,60,20,22.1,60,60,20,22.3,60,60
20,23.6,60,60,20,25.5,60,60,20,23.8,60,60,20,24.9,60,60,20,22.6,60,60,20,24.8,60,60,20,22.2,60,60,20,22.5,60,60
20,23.4,60,60,20,25.3,60,60,20,23.5,60,60,20,24.7,60,60,20,22.3,60,60,20,24.5,60,60,20,21.9,60,60,20,22.3,60,60
20,23.3,60,60,20,25.2,60,60,20,23.5,60,60,20,24.6,60,60,20,22.1,60,60,20,24.4,60,60,20,21.7,60,60,20,22.1,60,60
20,23.7,60,60,20,25.7,60,60,20,23.8,60,60,20,24.9,60,60,20,22.3,60,60,20,24.7,60,60,20,21.9,60,60,20,22,60,60
20,23.8,60,60,20,25.7,60,60,20,23.8,60,60,20,24.9,60,60,20,22.2,60,60,20,24.6,60,60,20,21.7,60,60,20,21.9,60,60
20,23.8,60,60,20,25.4,60,60,20,23.7,60,60,20,24.7,60,60,20,22.1,60,60,20,24.4,60,60,20,21.7,60,60,20,21.8,60,60
20,23.3,60,60,20,24.9,60,60,20,23.1,60,60,20,24.2,60,60,20,21.7,60,60,20,23.9,60,60,20,21.3,60,60,20,21.5,60,60
20,22.8,0,0,20,24.6,0,0,20,22.5,0,0,20,23.8,0,0,20,21.4,0,0,20,23.5,0,0,20,21,0,0,20,21,0,0
20,25.4,0,0,20,26.2,0,0,20,24.2,0,0,20,25.7,0,0,20,23.4,0,0,20,25.5,0,0,20,23.2,0,0,20,24,0,0
20,26.2,0,0,20,26.6,0,0,20,25.1,0,0,20,26.2,0,0,20,24.2,0,0,20,26.2,0,0,20,24,0,0,20,24.7,0,0
20,26.6,0,0,20,26.8,0,0,20,25.3,0,0,20,26.4,0,0,20,24.6,0,0,20,26.2,0,0,20,24.4,0,0,20,24.8,0,0
20,26.6,0,0,20,26.8,0,0,20,25.4,0,0,20,26.5,0,0,20,24.8,0,0,20,26.3,0,0,20,24.6,0,0,20,25,0,0
20,26.6,0,0,20,26.9,0,0,20,25.6,0,0,20,26.5,0,0,20,24.8,0,0,20,26.4,0,0,20,24.7,0,0,20,25.1,0,0
20,26.7,0,0,20,26.9,0,0,20,25.6,0,0,20,26.6,0,0,20,24.9,0,0,20,26.4,0,0,20,24.8,0,0,20,25.2,0,0
20,26.7,0,0,20,26.9,0,0,20,25.6,0,0,20,26.6,0,0,20,25,0,0,20,26.5,0,0,20,24.9,0,0,20,25.3,0,0
20,26.8,0,0,20,27,0,0,20,25.7,0,0,20,26.6,0,0,20,25.1,0,0,20,26.6,0,0,20,25,0,0,20,25.3,0,0
20,26.9,0,0,20,27.1,0,0,20,25.8,0,0,20,26.6,0,0,20,25.2,0,0,20,26.6,0,0,20,25.1,0,0,20,25.3,0,0
20,27,0,0,20,27.1,0,0,20,26,0,0,20,26.7,0,0,20,25.2,0,0,20,26.7,0,0,20,25.2,0,0,20,25.4,0,0
20,27.2,0,0,20,27.1,0,0,20,26.1,0,0,20,26.7,0,0,20,25.3,0,0,20,26.8,0,0,20,25.3,0,0,20,25.5,0,0
