,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
4,inf,inf
6,inf,inf
8,inf,inf
12,inf,inf
15,90.14,9.4
21,61.7,26.76
28,inf,inf
29,0.96,16.88
31,inf,inf
34,inf,inf
36,16.26,4.69
40,inf,inf
44,inf,inf
45,inf,inf
46,298.15,3.83
47,29.74,13.2
49,5.52,35.27
51,inf,inf
56,31.7,25.43
59,inf,inf
60,71.25,14.2
65,22.83,52.9
69,43.12,39.14
71,0.07,38.3
77,34.51,8.62
78,35.69,24.14
79,183.99,34.92
82,52.74,21.23
84,77.63,3.62
90,46.56,11.66
93,5.52,59.77
96,93.71,76.8
103,46.08,29.6
106,3.99,4.72
107,45.8,36.32
109,5.9,7.33
128,15.32,21.15
130,3.45,13.49
135,12.91,20.97
136,30.8,60.29
138,7.95,38.27
140,43.76,52.56
141,76.87,40.97
143,114.16,106.73
149,45.71,48.19
156,inf,inf
160,45.83,17.1
169,13.16,19.68
172,34.08,58.25
177,38.18,1.68
180,inf,inf
181,45.06,14.06
184,14.77,0.24
188,29.73,12.29
192,25.15,63.68
194,53.5,7.43
203,inf,inf
204,inf,inf
205,inf,inf
206,inf,inf
208,423.18,57.5
209,inf,inf
213,inf,inf
219,167.77,248.46
221,74.5,6.51
224,106.53,47.48
225,138.84,18.75
233,inf,inf
234,inf,inf
237,82.24,17.61
243,inf,inf
247,inf,inf
248,inf,inf
251,62.65,6.36
255,71.03,55.7
256,128.52,3.76
259,inf,inf
267,44.77,21.43
271,44.13,36.52
278,28.8,48.82
280,48.18,27.58
282,60.02,26.51
288,44.92,1.68
289,51.22,5.57
291,1420.34,50.22
294,25.89,29.06
295,34.16,19.19
296,53.68,13.57
298,22.78,27.35
303,66.62,23.49
304,71.6,33.15
307,61.36,17.77
308,78.44,5.95
316,30.87,10.45
318,40.6,18.75
321,15.79,27.89
322,60.73,9.7
326,3.96,1.56
327,1921.07,236.7
328,6.68,40.05
330,162.76,15.79
341,14.73,15.01
342,691.51,20.18
344,91.28,54.53
346,18.63,72.28
348,123.92,41.31
351,72.69,8.43
352,322.54,18.39
361,178.52,64.91
363,200.97,77.41
