,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,46.14,42.34
8,22.38,6.82
9,98.3,42.85
10,61.4,28.76
13,781.72,105.66
14,10.1,43.02
15,595.04,81.2
16,35.57,22.07
17,5.33,22.54
29,138.3,71.23
33,501.48,1.78
34,310.35,5.95
36,124.62,11.83
37,388.43,23.06
44,39.55,12.69
49,177.72,36.91
52,74.72,88.25
56,73.81,55.29
58,3.07,21.46
59,11.06,26.39
61,32.4,37.74
65,36.71,5.35
69,47.35,33.64
71,314.42,15.67
72,28.59,1.5
73,4.42,35.98
78,27.66,15.85
82,60.78,0.21
87,7.47,43.39
92,4.65,40.79
98,29.47,14.98
99,141.81,11.12
100,42.64,36.85
104,15.3,12.13
106,30.97,137.89
107,30.75,32.96
112,38.51,37.55
114,30.09,33.31
116,10.64,7.76
118,68.71,61.07
121,88.44,39.42
123,4.9,0.75
127,20.5,25.9
129,2.46,5.55
130,29.66,34.5
132,48.96,38.25
133,48.78,56.16
134,6.17,0.85
135,37.18,81.25
137,57.65,1.28
144,3.63,10.91
145,58.08,66.39
151,12.34,2.54
154,39.12,9.02
163,11.88,23.14
170,52.18,45.7
178,29.72,65.45
180,5.13,53.71
181,10.39,29.71
190,22.27,20.48
191,115.55,90.89
192,79.28,80.39
193,29.07,27.91
208,6.86,5.18
211,62.06,33.36
212,717.8,13.87
213,1.17,15.62
214,5.86,7.71
220,23.33,21.86
221,63.78,35.04
228,43.71,0.11
232,6.79,26.81
234,6.62,5.72
235,34.23,35.44
238,31.41,23.9
242,47.56,6.0
243,43.34,1.79
244,38.2,2.9
245,55.37,26.51
246,24.47,22.46
248,7.4,18.71
255,4.96,5.35
257,20.07,6.2
259,34.7,3.38
262,12.97,5.94
263,17.54,6.09
268,130.04,154.89
269,18.68,52.81
270,40.63,31.1
275,1833.99,242.83
278,51.97,36.03
279,29.25,23.09
287,1.04,28.96
296,9.13,12.83
300,6.62,7.58
302,47.39,14.99
303,4.2,8.31
305,147.88,14.12
311,31.99,18.68
313,5.97,25.5
315,30.15,37.18
321,12.04,31.9
322,41.64,11.76
330,9.32,4.03
331,145.08,109.31
332,6.86,47.69
333,17.87,0.45
335,8.73,50.28
338,32.47,64.01
340,67.03,24.81
345,142.15,58.73
348,16.56,3.31
349,39.18,28.06
351,8.67,33.51
361,41.74,20.96
372,7.22,8.9
373,62.88,6.07
378,4.13,38.49
385,384.96,44.17
386,36.97,35.34
390,60.95,48.7
391,29.77,31.37
396,86.48,10.43
407,28.85,8.38
408,18.67,49.01
413,137.85,79.65
419,180.11,0.12
420,23.72,16.2
428,45.66,41.43
438,0.2,9.86
444,458.05,52.65
445,0.64,42.61
446,54.73,35.32
448,15.3,75.96
451,27.68,26.54
456,3.46,76.1
460,26.3,15.98
461,29.89,50.33
466,40.35,20.2
468,21.09,36.83
471,45.86,2.88
474,25.96,1.36
476,21.77,26.09
483,13.86,17.09
484,37.64,34.7
485,43.88,6.61
490,22.51,28.36
495,65.94,64.69
509,13.47,23.33
510,16.4,18.02
511,29.25,27.93
519,16.03,8.88
520,26.42,19.96
521,26.18,52.25
524,25.32,3.81
534,71.27,19.7
539,6.53,27.57
542,249.93,0.14
548,28.21,2.7
549,0.55,54.92
550,6.45,19.96
557,1187.33,195.0
561,36.44,28.24
573,493.12,32.26
574,93.82,37.05
578,68.47,10.16
580,72.08,32.57
582,267.66,80.57
583,644.86,51.4
595,14.15,35.98
596,491.83,29.08
605,65.09,25.18
610,8.24,5.8
611,26.18,24.1
613,22.42,39.28
615,161.3,33.48
619,147.95,32.74
622,8.06,3.21
623,31.38,15.43
625,1.0,5.41
633,10.43,14.54
647,34.12,4.57
648,41.67,21.37
652,39.77,15.97
653,58.28,14.24
655,19.4,22.95
656,7.26,6.74
658,65.48,16.77
660,26.95,5.51
661,144.08,58.13
667,70.6,0.59
670,28.95,17.67
671,93.36,46.23
675,32.89,16.25
677,4.97,1.21
678,217.48,51.08
680,14.24,5.35
682,157.85,9.59
683,56.92,73.71
684,32.72,23.91
685,72.23,5.71
694,71.18,32.15
696,21.47,12.82
697,5.61,1.23
699,3.1,30.97
701,23.54,5.57
702,29.71,1.18
704,67.24,8.14
709,304.45,62.23
710,17.31,17.92
712,41.48,23.17
714,24.11,18.76
717,29.43,19.26
718,50.22,8.03
721,55.28,34.84
722,34.63,27.59
726,30.49,17.83
727,309.1,101.67
728,6.22,29.03
