,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
4,inf,inf
6,inf,inf
14,inf,inf
17,inf,inf
18,53.28,92.88
19,14.55,13.68
22,21.71,55.36
26,inf,inf
28,inf,inf
30,inf,inf
31,inf,inf
32,inf,inf
37,inf,inf
38,inf,inf
39,43.45,25.85
45,inf,inf
48,28.93,66.11
49,16.37,7.29
53,81.45,28.4
58,inf,inf
59,inf,inf
66,inf,inf
67,90.94,22.9
71,6.25,6.32
74,14.32,9.34
75,27.61,6.68
77,38.83,9.22
81,2.19,9.41
84,80.51,12.35
85,7.71,7.0
91,38.04,7.6
96,90.71,50.89
104,5.44,4.79
105,25.7,5.1
116,18.98,4.5
117,46.1,34.05
118,45.21,38.94
120,3.91,19.91
121,202.79,221.08
126,11.39,6.97
127,2.42,8.96
129,37.92,18.98
130,27.04,1.02
137,94.07,77.77
139,14.38,4.38
140,37.2,45.05
143,123.61,111.53
144,28.07,58.21
155,129.65,12.54
157,inf,inf
158,368.95,128.22
159,187.58,132.12
160,6.76,17.14
161,28.21,20.99
168,41.71,41.92
169,16.8,32.24
179,inf,inf
181,23.37,21.85
183,179.09,109.98
185,16.49,26.45
186,40.33,6.02
196,19.33,39.61
208,342.11,139.49
209,inf,inf
210,inf,inf
211,inf,inf
214,18.23,69.99
216,inf,inf
217,58.32,3.9
218,12.1,117.28
221,71.9,8.02
226,inf,inf
233,inf,inf
234,inf,inf
248,inf,inf
250,43.58,5.78
254,8.01,26.19
256,19.02,22.42
257,2037.8,173.99
261,12.78,26.62
263,233.13,50.92
265,279.77,121.24
267,61.04,2.48
270,536.17,62.16
271,24.52,31.44
275,2363.65,268.75
276,2481.62,253.09
282,59.09,30.76
289,43.78,7.21
290,12.57,42.63
293,1248.36,119.88
295,3.08,7.58
296,45.23,14.36
301,29.1,13.44
303,59.95,30.48
304,61.28,37.43
305,9.04,38.91
314,104.49,12.44
320,65.34,9.16
321,40.66,54.8
325,46.33,14.41
326,11.21,14.96
327,2634.93,262.48
328,24.16,37.08
334,73.59,5.25
338,33.93,115.46
339,43.25,7.21
345,159.1,112.06
348,90.01,117.61
358,58.06,112.07
359,298.89,136.03
