óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 07:00:00,4,34,8.0,35,5.0,16.3,6,1.0
2022-07-01 08:00:00,4,34,3.9,38,3.9,11.5,6,1.0
2022-07-01 09:00:00,4,36,5.6,44,3.9,11.7,6,1.0
2022-07-01 10:00:00,4,37,4.4,51,5.1,12.1,6,1.0
2022-07-01 11:00:00,4,40,5.5,54,5.5,15.5,6,1.0
2022-07-01 12:00:00,4,40,5.6,50,7.3,17.1,6,1.0
2022-07-01 13:00:00,4,39,6.9,40,4.8,12.7,6,1.0
2022-07-01 14:00:00,4,38,5.2,56,6.9,16.4,6,1.0
2022-07-01 15:00:00,4,38,6.0,56,5.3,14.7,6,1.0
2022-07-01 16:00:00,4,35,4.5,55,4.7,11.2,6,1.0
2022-07-01 17:00:00,4,34,6.0,60,4.7,14.8,6,1.0
2022-07-02 20:00:00,5,29,6.8,29,2.0,5.6,2,0.3333333333333333
2022-07-02 21:00:00,5,30,5.9,41,3.5,11.7,2,0.3333333333333333
2022-07-03 09:00:00,6,32,7.0,55,4.8,15.7,6,1.0
2022-07-03 10:00:00,6,34,4.8,51,5.3,16.0,6,1.0
2022-07-03 11:00:00,6,34,5.1,60,7.0,21.3,4,0.6666666666666666
2022-07-03 12:00:00,6,34,4.1,60,6.7,18.9,4,0.6666666666666666
2022-07-03 13:00:00,6,33,5.4,60,5.6,18.2,4,0.6666666666666666
2022-07-03 14:00:00,6,33,3.3,60,6.2,17.6,2,0.3333333333333333
2022-07-03 15:00:00,6,33,4.8,60,4.9,14.3,2,0.3333333333333333
2022-07-03 16:00:00,6,32,6.0,60,4.3,14.8,2,0.3333333333333333
2022-07-03 17:00:00,6,30,5.7,60,3.9,13.6,2,0.3333333333333333
2022-07-04 08:00:00,0,27,6.8,60,3.2,15.4,2,0.3333333333333333
2022-07-04 09:00:00,0,27,7.3,60,3.1,13.4,2,0.3333333333333333
2022-07-04 10:00:00,0,28,7.8,60,2.7,12.5,2,0.3333333333333333
2022-07-04 11:00:00,0,28,7.0,60,3.2,12.8,2,0.3333333333333333
2022-07-04 12:00:00,0,30,7.0,60,3.2,13.8,2,0.3333333333333333
2022-07-04 13:00:00,0,30,7.0,60,2.9,12.7,2,0.3333333333333333
2022-07-04 14:00:00,0,31,4.5,60,4.6,15.1,2,0.3333333333333333
2022-07-04 15:00:00,0,30,6.9,60,3.2,12.9,2,0.3333333333333333
2022-07-04 16:00:00,0,31,6.6,60,4.2,15.8,4,0.6666666666666666
2022-07-04 17:00:00,0,30,3.7,45,4.0,12.4,4,0.6666666666666666
2022-07-04 18:00:00,0,29,5.7,43,2.1,8.5,2,0.3333333333333333
2022-07-04 19:00:00,0,28,5.7,60,3.0,12.9,2,0.3333333333333333
2022-07-05 07:00:00,1,28,8.0,37,1.6,7.5,2,0.3333333333333333
