óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 10:00:00,4,38,10.1,11,0.7,1.8,2,0.5
2022-07-01 11:00:00,4,39,4.1,60,7.2,17.8,3,0.75
2022-07-01 12:00:00,4,40,4.2,60,6.9,16.4,3,0.75
2022-07-01 13:00:00,4,40,1.9,60,3.4,4.0,3,0.75
2022-07-01 14:00:00,4,38,3.0,60,2.4,2.5,3,0.75
2022-07-01 15:00:00,4,37,1.6,60,2.4,2.2,3,0.75
2022-07-01 16:00:00,4,36,1.6,60,2.3,2.3,3,0.75
2022-07-01 17:00:00,4,34,-0.3,60,2.2,2.0,3,0.75
2022-07-01 18:00:00,4,32,-1.8,60,2.2,1.9,3,0.75
2022-07-01 19:00:00,4,30,-0.4,60,3.4,6.7,4,1.0
2022-07-01 20:00:00,4,29,3.9,60,3.0,7.5,4,1.0
2022-07-01 21:00:00,4,29,-0.1,60,1.4,2.3,3,0.75
2022-07-02 08:00:00,5,34,3.5,16,0.6,1.4,2,0.5
2022-07-02 09:00:00,5,35,7.3,60,3.0,8.5,2,0.5
2022-07-02 11:00:00,5,37,4.5,52,3.1,6.7,2,0.5
2022-07-02 12:00:00,5,37,1.4,60,2.3,2.2,2,0.5
2022-07-02 13:00:00,5,37,5.7,60,3.3,7.5,2,0.5
2022-07-02 14:00:00,5,37,6.8,60,3.8,9.4,2,0.5
2022-07-02 15:00:00,5,35,7.4,60,3.3,9.2,2,0.5
2022-07-02 16:00:00,5,35,7.4,60,3.2,9.0,2,0.5
2022-07-02 17:00:00,5,33,6.7,60,3.3,9.0,2,0.5
2022-07-02 18:00:00,5,31,3.8,60,2.2,5.3,2,0.5
2022-07-02 19:00:00,5,31,1.1,60,1.5,2.4,1,0.25
2022-07-02 20:00:00,5,30,0.2,60,1.4,2.3,1,0.25
2022-07-03 08:00:00,6,32,6.4,46,4.5,11.9,4,1.0
2022-07-03 09:00:00,6,32,7.2,60,3.2,9.7,4,1.0
2022-07-03 10:00:00,6,34,0.4,60,1.5,2.2,4,1.0
2022-07-03 11:00:00,6,35,3.3,60,2.3,4.7,4,1.0
2022-07-03 12:00:00,6,34,5.8,60,4.7,10.3,4,1.0
2022-07-03 13:00:00,6,33,7.4,60,2.7,6.7,4,1.0
2022-07-03 14:00:00,6,33,7.4,60,2.4,5.3,4,1.0
2022-07-03 15:00:00,6,31,7.6,60,2.8,6.4,4,1.0
2022-07-03 16:00:00,6,31,8.2,60,2.0,6.0,4,1.0
2022-07-03 17:00:00,6,30,7.3,30,0.8,2.1,4,1.0
2022-07-04 09:00:00,0,25,8.2,16,0.4,1.2,1,0.25
2022-07-04 11:00:00,0,28,-0.5,55,1.4,2.4,4,1.0
2022-07-04 12:00:00,0,28,1.2,60,1.8,3.7,4,1.0
2022-07-04 13:00:00,0,30,2.5,60,3.4,7.6,4,1.0
2022-07-04 14:00:00,0,31,7.4,60,2.7,7.9,4,1.0
2022-07-04 15:00:00,0,30,8.3,60,2.2,4.9,4,1.0
2022-07-04 17:00:00,0,30,8.3,60,2.3,8.2,4,1.0
2022-07-04 18:00:00,0,29,-1.5,60,3.0,5.1,4,1.0
2022-07-04 19:00:00,0,28,3.5,60,2.1,5.6,4,1.0
2022-07-04 20:00:00,0,28,1.2,60,1.5,2.5,3,0.75
2022-07-04 21:00:00,0,27,1.2,60,1.5,2.6,3,0.75
2022-07-05 10:00:00,1,32,0.6,39,1.0,1.6,1,0.25
2022-07-05 14:00:00,1,29,1.2,60,1.5,2.5,1,0.25
2022-07-05 15:00:00,1,28,-0.8,60,1.7,2.8,1,0.25
2022-07-05 16:00:00,1,27,0.0,60,1.4,2.4,3,0.75
2022-07-05 17:00:00,1,26,-0.9,60,1.4,2.3,3,0.75
2022-07-05 18:00:00,1,25,-1.3,60,1.4,2.2,3,0.75
2022-07-05 19:00:00,1,24,-1.5,60,1.4,2.2,1,0.25
2022-07-05 20:00:00,1,25,-1.2,60,1.4,2.2,1,0.25
2022-07-05 21:00:00,1,25,-0.6,60,1.4,2.4,1,0.25
2022-07-06 11:00:00,2,31,4.4,23,1.7,3.7,4,1.0
2022-07-06 12:00:00,2,33,7.9,60,2.8,7.9,4,1.0
2022-07-06 13:00:00,2,31,7.4,60,2.7,7.8,4,1.0
2022-07-06 14:00:00,2,29,7.5,60,3.5,10.4,4,1.0
2022-07-06 15:00:00,2,30,-1.2,60,1.6,2.8,3,0.75
2022-07-06 16:00:00,2,30,8.5,60,2.7,8.9,3,0.75
2022-07-06 17:00:00,2,28,9.3,60,2.6,8.7,3,0.75
2022-07-06 18:00:00,2,27,8.3,60,3.5,12.3,3,0.75
2022-07-06 19:00:00,2,26,-0.3,60,1.6,3.0,3,0.75
2022-07-06 20:00:00,2,25,-0.7,60,1.4,2.3,3,0.75
2022-07-06 21:00:00,2,25,-0.2,60,1.4,2.4,1,0.25
2022-07-07 10:00:00,3,27,7.5,60,2.2,7.2,2,0.5
2022-07-07 11:00:00,3,27,9.1,37,1.1,3.7,3,0.75
2022-07-07 15:00:00,3,30,8.0,53,2.3,7.0,3,0.75
2022-07-07 16:00:00,3,29,8.2,60,3.4,12.6,4,1.0
2022-07-07 17:00:00,3,29,7.7,60,5.3,17.8,4,1.0
2022-07-07 18:00:00,3,27,9.4,60,2.2,6.4,4,1.0
2022-07-07 19:00:00,3,26,8.5,60,2.3,6.8,4,1.0
2022-07-07 20:00:00,3,25,-2.7,60,1.3,2.0,1,0.25
2022-07-07 21:00:00,3,25,0.2,60,1.4,2.5,1,0.25
2022-07-08 10:00:00,4,29,9.0,38,0.9,3.1,3,0.75
2022-07-08 11:00:00,4,28,5.6,15,0.4,1.3,3,0.75
2022-07-08 12:00:00,4,31,7.5,60,2.1,6.9,3,0.75
2022-07-08 13:00:00,4,32,6.2,60,2.9,7.3,3,0.75
2022-07-08 14:00:00,4,33,7.4,60,2.4,6.1,3,0.75
2022-07-08 15:00:00,4,32,8.2,60,2.3,5.3,3,0.75
2022-07-08 16:00:00,4,30,8.4,60,2.2,5.3,3,0.75
2022-07-08 17:00:00,4,28,8.3,60,3.1,8.5,3,0.75
2022-07-08 18:00:00,4,27,9.6,60,3.1,12.6,3,0.75
2022-07-08 19:00:00,4,27,9.5,60,2.4,8.4,3,0.75
2022-07-08 20:00:00,4,26,6.4,29,1.5,4.3,3,0.75
2022-07-09 08:00:00,5,28,8.0,25,0.6,2.1,1,0.25
2022-07-09 09:00:00,5,30,8.7,60,1.5,5.1,1,0.25
2022-07-09 10:00:00,5,32,7.3,36,1.0,2.7,1,0.25
2022-07-09 11:00:00,5,32,7.6,51,1.6,4.7,1,0.25
2022-07-09 12:00:00,5,32,7.2,29,0.9,2.4,1,0.25
2022-07-09 13:00:00,5,32,5.2,23,0.7,1.8,1,0.25
2022-07-09 14:00:00,5,32,6.0,51,2.4,5.5,2,0.5
2022-07-09 15:00:00,5,32,7.9,60,2.5,7.0,2,0.5
2022-07-09 16:00:00,5,30,-0.6,60,1.4,2.2,2,0.5
2022-07-09 17:00:00,5,29,-0.6,60,1.4,2.2,2,0.5
2022-07-09 18:00:00,5,28,-1.1,60,1.4,2.2,2,0.5
2022-07-09 19:00:00,5,27,0.4,60,1.4,2.5,1,0.25
2022-07-09 20:00:00,5,27,0.5,60,1.5,2.5,1,0.25
2022-07-09 21:00:00,5,26,-2.7,26,0.8,1.4,1,0.25
2022-07-10 08:00:00,6,28,7.8,45,1.1,3.6,3,0.75
2022-07-10 11:00:00,6,31,7.2,19,0.6,1.8,4,1.0
2022-07-10 12:00:00,6,33,8.4,60,2.1,6.3,4,1.0
2022-07-10 13:00:00,6,33,7.3,60,2.3,6.0,4,1.0
2022-07-10 14:00:00,6,33,7.2,60,3.6,8.7,4,1.0
2022-07-10 15:00:00,6,32,8.6,60,2.3,5.6,4,1.0
2022-07-10 16:00:00,6,31,8.6,48,1.8,4.6,4,1.0
2022-07-10 19:00:00,6,28,-2.3,32,0.7,1.0,3,0.75
2022-07-10 20:00:00,6,27,-0.2,60,1.4,2.3,1,0.25
2022-07-11 09:00:00,0,30,7.3,19,0.7,2.2,1,0.25
2022-07-11 10:00:00,0,32,6.4,60,4.0,12.4,3,0.75
2022-07-11 11:00:00,0,35,7.4,60,3.7,11.5,3,0.75
2022-07-11 12:00:00,0,35,7.4,60,3.8,11.1,3,0.75
2022-07-11 13:00:00,0,35,8.3,60,3.0,8.5,3,0.75
2022-07-11 14:00:00,0,34,8.5,60,2.5,5.5,4,1.0
2022-07-11 15:00:00,0,34,6.1,60,3.9,8.7,4,1.0
