óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 05:00:00,4,29,10.7,11,1.2,5.0,8,1.0
2022-07-01 06:00:00,4,31,3.6,60,11.2,30.9,8,1.0
2022-07-01 07:00:00,4,32,5.0,60,5.8,18.1,8,1.0
2022-07-01 08:00:00,4,33,5.0,60,6.3,19.6,8,1.0
2022-07-01 09:00:00,4,34,4.6,60,8.2,24.7,8,1.0
2022-07-01 10:00:00,4,36,4.7,60,8.7,24.2,8,1.0
2022-07-01 11:00:00,4,37,4.8,60,8.8,23.6,8,1.0
2022-07-01 12:00:00,4,37,5.1,60,9.5,24.3,8,1.0
2022-07-01 13:00:00,4,37,3.9,60,10.9,26.6,8,1.0
2022-07-01 14:00:00,4,38,4.8,60,8.9,23.9,8,1.0
2022-07-01 15:00:00,4,36,4.9,60,9.9,25.9,8,1.0
2022-07-01 16:00:00,4,34,4.5,60,9.2,27.0,8,1.0
2022-07-01 17:00:00,4,33,4.8,60,9.2,25.3,8,1.0
2022-07-01 18:00:00,4,30,4.1,44,3.6,10.7,4,0.5
2022-07-01 19:00:00,4,30,4.3,60,5.2,15.5,4,0.5
2022-07-01 20:00:00,4,29,4.0,54,3.5,11.2,4,0.5
2022-07-01 21:00:00,4,28,3.2,9,0.4,1.0,2,0.25
2022-07-02 09:00:00,5,32,8.4,50,4.5,15.4,4,0.5
2022-07-02 10:00:00,5,35,7.0,60,5.0,15.5,4,0.5
2022-07-02 11:00:00,5,35,7.6,60,4.8,14.9,4,0.5
2022-07-02 12:00:00,5,36,7.8,60,4.5,13.6,4,0.5
2022-07-02 13:00:00,5,36,7.7,60,4.6,13.9,4,0.5
2022-07-02 14:00:00,5,35,6.7,57,3.8,9.8,4,0.5
2022-07-02 15:00:00,5,33,8.0,60,3.6,11.6,4,0.5
2022-07-02 16:00:00,5,32,7.3,60,3.6,11.2,4,0.5
2022-07-02 17:00:00,5,32,7.5,60,2.9,9.2,4,0.5
2022-07-02 18:00:00,5,31,5.0,39,1.9,5.0,2,0.25
2022-07-02 19:00:00,5,30,7.7,35,2.2,7.5,4,0.5
2022-07-03 09:00:00,6,30,8.6,56,3.6,13.8,8,1.0
2022-07-03 10:00:00,6,33,8.9,60,3.9,14.5,4,0.5
2022-07-03 11:00:00,6,34,7.6,60,5.0,16.3,4,0.5
2022-07-03 12:00:00,6,34,7.1,60,3.7,11.2,4,0.5
2022-07-03 13:00:00,6,32,6.9,57,3.6,10.6,2,0.25
2022-07-03 14:00:00,6,33,7.7,60,3.5,12.3,2,0.25
2022-07-03 15:00:00,6,32,8.4,60,3.0,10.5,2,0.25
2022-07-03 16:00:00,6,30,8.3,60,3.9,13.9,4,0.5
2022-07-03 17:00:00,6,30,7.6,60,4.7,15.8,4,0.5
2022-07-03 18:00:00,6,31,7.0,57,2.6,8.8,4,0.5
2022-07-03 19:00:00,6,30,7.2,57,2.6,7.9,4,0.5
2022-07-03 20:00:00,6,28,6.5,36,1.5,5.5,2,0.25
2022-07-03 21:00:00,6,27,7.0,35,1.3,5.2,2,0.25
2022-07-04 08:00:00,0,25,8.2,35,1.3,5.8,2,0.25
2022-07-04 09:00:00,0,25,9.5,60,2.5,11.9,6,0.75
2022-07-04 10:00:00,0,26,8.7,60,4.4,21.0,6,0.75
2022-07-04 11:00:00,0,27,7.8,60,5.1,22.4,6,0.75
2022-07-04 12:00:00,0,27,7.8,60,5.2,22.6,8,1.0
2022-07-04 13:00:00,0,29,8.2,60,5.0,20.8,8,1.0
2022-07-04 14:00:00,0,30,6.6,60,6.8,25.8,8,1.0
2022-07-04 15:00:00,0,29,7.9,60,6.2,23.4,8,1.0
2022-07-04 16:00:00,0,29,7.5,60,5.9,20.2,8,1.0
2022-07-04 17:00:00,0,29,8.2,60,5.6,21.8,8,1.0
2022-07-04 18:00:00,0,28,6.7,52,2.3,8.7,4,0.5
