óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 09:00:00,4,36,2.9,60,1.7,4.1,2,1.0
2022-07-01 10:00:00,4,37,3.9,60,2.0,5.1,2,1.0
2022-07-01 11:00:00,4,38,4.1,60,2.1,4.9,2,1.0
2022-07-01 12:00:00,4,39,4.0,60,2.2,5.1,2,1.0
2022-07-01 13:00:00,4,39,3.6,60,2.3,5.3,2,1.0
2022-07-01 14:00:00,4,38,3.3,60,2.3,5.4,2,1.0
2022-07-01 15:00:00,4,38,3.6,60,2.2,5.4,2,1.0
2022-07-01 16:00:00,4,37,2.7,60,2.2,5.7,2,1.0
2022-07-01 17:00:00,4,34,3.5,60,2.0,5.6,2,1.0
2022-07-03 11:00:00,6,36,0.2,6,0.2,0.5,2,1.0
2022-07-03 12:00:00,6,35,4.0,2,0.1,0.2,2,1.0
2022-07-04 08:00:00,0,28,5.5,56,1.2,4.4,2,1.0
2022-07-04 09:00:00,0,27,7.4,60,1.2,4.9,2,1.0
2022-07-04 10:00:00,0,29,7.3,60,1.2,4.8,2,1.0
2022-07-04 11:00:00,0,29,7.1,60,1.2,4.7,2,1.0
2022-07-04 12:00:00,0,30,7.0,60,1.3,4.7,2,1.0
2022-07-04 13:00:00,0,30,7.0,60,1.3,4.7,2,1.0
2022-07-04 14:00:00,0,32,6.2,60,1.4,4.8,2,1.0
2022-07-04 15:00:00,0,31,6.7,60,1.3,4.5,2,1.0
2022-07-04 16:00:00,0,31,5.7,60,1.4,4.8,2,1.0
2022-07-04 17:00:00,0,31,6.9,60,1.3,4.6,2,1.0
2022-07-05 08:00:00,1,33,0.5,56,1.2,3.4,2,1.0
2022-07-05 09:00:00,1,32,0.5,60,1.3,3.4,2,1.0
2022-07-05 10:00:00,1,32,1.0,60,1.4,3.4,2,1.0
2022-07-05 11:00:00,1,33,0.9,60,1.4,3.4,2,1.0
2022-07-05 12:00:00,1,33,1.2,60,1.4,3.4,2,1.0
2022-07-05 13:00:00,1,30,0.8,60,1.3,3.5,2,1.0
2022-07-05 14:00:00,1,30,1.0,60,1.3,3.5,2,1.0
2022-07-05 15:00:00,1,30,1.2,60,1.3,3.6,2,1.0
2022-07-05 16:00:00,1,28,5.5,60,1.4,4.9,2,1.0
2022-07-05 17:00:00,1,28,7.3,60,1.2,4.9,2,1.0
2022-07-06 12:00:00,2,34,7.2,55,1.2,4.1,2,1.0
2022-07-06 14:00:00,2,30,0.2,56,1.2,3.1,2,1.0
2022-07-06 16:00:00,2,31,7.1,55,1.2,4.2,2,1.0
2022-07-07 10:00:00,3,30,0.3,60,1.3,3.5,2,1.0
2022-07-07 11:00:00,3,31,0.3,60,1.4,3.4,2,1.0
2022-07-07 12:00:00,3,32,0.3,60,1.4,3.3,2,1.0
2022-07-07 13:00:00,3,33,0.5,60,1.4,3.3,2,1.0
2022-07-07 14:00:00,3,34,0.6,60,1.4,3.3,2,1.0
2022-07-07 16:00:00,3,33,0.5,60,1.4,3.3,2,1.0
2022-07-07 17:00:00,3,32,0.5,60,1.4,3.4,2,1.0
2022-07-08 12:00:00,4,32,0.2,56,1.3,3.1,2,1.0
2022-07-08 16:00:00,4,33,0.4,56,1.3,3.0,2,1.0
2022-07-11 08:00:00,0,31,2.1,56,1.2,3.7,2,1.0
2022-07-11 10:00:00,0,33,0.1,56,1.3,2.9,2,1.0
2022-07-11 12:00:00,0,34,0.3,56,1.3,3.0,2,1.0
2022-07-11 14:00:00,0,36,0.4,56,1.4,2.9,2,1.0
2022-07-11 16:00:00,0,33,3.9,56,1.7,5.2,2,1.0
2022-07-12 09:00:00,1,30,0.9,60,1.3,3.5,2,1.0
2022-07-12 10:00:00,1,31,1.1,60,1.4,3.5,2,1.0
2022-07-12 11:00:00,1,30,1.2,60,1.3,3.6,2,1.0
2022-07-12 12:00:00,1,30,0.8,60,1.3,3.5,2,1.0
2022-07-12 13:00:00,1,31,0.9,60,1.4,3.5,2,1.0
2022-07-12 14:00:00,1,30,1.2,60,1.3,3.6,2,1.0
2022-07-12 15:00:00,1,31,1.4,60,1.3,3.6,2,1.0
2022-07-12 16:00:00,1,29,5.8,60,1.4,4.9,2,1.0
2022-07-12 17:00:00,1,28,7.5,60,1.2,4.9,2,1.0
2022-07-18 08:00:00,0,31,1.1,55,1.2,3.2,2,1.0
2022-07-18 10:00:00,0,33,1.2,54,1.2,3.1,2,1.0
2022-07-18 12:00:00,0,35,0.5,55,1.3,2.9,2,1.0
2022-07-18 14:00:00,0,35,2.0,55,1.3,3.1,2,1.0
2022-07-18 16:00:00,0,34,1.4,55,1.3,3.1,2,1.0
2022-07-19 08:00:00,1,31,2.0,56,1.2,3.5,2,1.0
2022-07-19 09:00:00,1,31,2.4,60,1.3,3.7,2,1.0
2022-07-19 10:00:00,1,33,2.1,60,1.4,3.6,2,1.0
2022-07-19 11:00:00,1,32,2.1,60,1.4,3.6,2,1.0
2022-07-19 12:00:00,1,32,2.0,60,1.4,3.6,2,1.0
2022-07-19 13:00:00,1,31,2.3,60,1.4,3.7,2,1.0
2022-07-19 14:00:00,1,30,2.2,60,1.3,3.7,2,1.0
2022-07-19 15:00:00,1,30,2.3,60,1.3,3.8,2,1.0
2022-07-19 16:00:00,1,29,4.4,60,1.4,4.8,2,1.0
2022-07-19 17:00:00,1,28,2.2,60,1.2,3.8,2,1.0
2022-07-20 10:00:00,2,35,0.9,55,1.3,3.1,2,1.0
2022-07-20 12:00:00,2,34,5.9,55,1.4,4.0,2,1.0
2022-07-20 16:00:00,2,34,6.3,55,1.4,3.9,2,1.0
2022-07-21 08:00:00,3,31,0.2,56,1.3,3.1,2,1.0
2022-07-21 09:00:00,3,32,1.0,60,1.4,3.4,2,1.0
2022-07-21 11:00:00,3,34,0.9,60,1.4,3.5,2,1.0
2022-07-21 12:00:00,3,34,1.2,60,1.4,3.4,2,1.0
2022-07-21 13:00:00,3,35,1.7,60,1.5,3.4,2,1.0
2022-07-21 14:00:00,3,36,1.6,60,1.5,3.4,2,1.0
2022-07-21 15:00:00,3,33,1.8,60,1.4,3.5,2,1.0
2022-07-21 16:00:00,3,32,1.7,60,1.4,3.5,2,1.0
2022-07-21 17:00:00,3,30,2.4,60,1.3,3.7,2,1.0
2022-07-22 08:00:00,4,31,2.5,56,1.2,3.4,2,1.0
2022-07-22 10:00:00,4,30,7.0,55,1.2,4.7,2,1.0
2022-07-22 12:00:00,4,34,2.7,55,1.3,3.4,2,1.0
2022-07-22 14:00:00,4,35,2.3,55,1.4,3.4,2,1.0
2022-07-22 16:00:00,4,35,2.1,55,1.4,3.3,2,1.0
2022-07-25 08:00:00,0,33,1.6,56,1.2,3.4,2,1.0
2022-07-25 10:00:00,0,35,5.7,56,1.4,3.9,2,1.0
2022-07-25 12:00:00,0,35,1.3,56,1.4,3.1,2,1.0
2022-07-25 14:00:00,0,35,4.0,56,1.7,4.8,2,1.0
2022-07-25 16:00:00,0,33,2.9,56,1.4,4.0,2,1.0
2022-07-26 08:00:00,1,27,3.8,56,1.1,4.1,2,1.0
2022-07-26 09:00:00,1,27,6.7,60,1.4,5.6,2,1.0
2022-07-26 10:00:00,1,28,7.7,60,1.3,5.3,2,1.0
2022-07-26 11:00:00,1,27,4.4,60,1.6,6.3,2,1.0
2022-07-26 12:00:00,1,29,7.7,60,1.3,5.2,2,1.0
2022-07-26 13:00:00,1,30,6.6,60,1.5,5.6,2,1.0
2022-07-26 14:00:00,1,31,8.0,60,1.4,5.2,2,1.0
2022-07-26 15:00:00,1,31,6.6,60,1.5,5.5,2,1.0
2022-07-26 16:00:00,1,31,7.0,60,1.4,5.3,2,1.0
2022-07-26 17:00:00,1,31,6.2,60,1.5,5.7,2,1.0
2022-07-27 08:00:00,2,32,1.2,56,1.2,3.3,2,1.0
2022-07-27 10:00:00,2,34,8.0,56,1.3,4.3,2,1.0
2022-07-27 12:00:00,2,35,1.9,56,1.3,3.3,2,1.0
2022-07-27 14:00:00,2,35,5.6,56,1.6,4.7,2,1.0
2022-07-27 16:00:00,2,34,2.7,56,1.3,3.4,2,1.0
2022-07-28 08:00:00,3,33,2.2,56,1.2,3.4,2,1.0
2022-07-28 09:00:00,3,33,4.0,60,1.3,3.8,2,1.0
2022-07-28 10:00:00,3,34,4.0,60,1.4,3.7,2,1.0
2022-07-28 11:00:00,3,35,4.1,60,1.4,3.7,2,1.0
2022-07-28 12:00:00,3,35,4.2,60,1.4,3.7,2,1.0
2022-07-28 13:00:00,3,36,4.2,60,1.4,3.7,2,1.0
2022-07-28 14:00:00,3,36,4.3,60,1.4,3.7,2,1.0
2022-07-28 15:00:00,3,36,4.3,60,1.4,3.7,2,1.0
2022-07-28 16:00:00,3,35,6.5,60,1.6,4.9,2,1.0
2022-07-28 17:00:00,3,33,6.6,60,1.6,5.5,2,1.0
2022-07-29 08:00:00,4,31,0.2,56,1.2,3.0,2,1.0
2022-07-29 10:00:00,4,35,2.0,56,1.3,3.2,2,1.0
2022-07-29 12:00:00,4,35,5.9,56,1.6,4.5,2,1.0
2022-07-29 14:00:00,4,36,1.5,56,1.5,3.1,2,1.0
2022-07-29 16:00:00,4,35,5.4,56,1.6,4.5,2,1.0
