óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 08:00:00,4,34,1.3,55,1.4,3.4,2,1.0
2022-07-01 09:00:00,4,35,2.1,60,1.7,3.6,2,1.0
2022-07-01 10:00:00,4,36,-0.9,53,1.5,2.7,2,1.0
2022-07-01 11:00:00,4,36,-8.0,29,0.7,0.9,2,1.0
2022-07-01 12:00:00,4,37,-1.3,47,1.4,2.4,2,1.0
2022-07-01 13:00:00,4,37,2.5,60,1.8,3.6,2,1.0
2022-07-01 14:00:00,4,37,-0.3,52,1.5,2.9,2,1.0
2022-07-01 15:00:00,4,36,-2.3,42,1.1,2.0,2,1.0
2022-07-01 16:00:00,4,35,2.6,60,1.7,3.7,2,1.0
2022-07-01 17:00:00,4,34,-0.5,54,1.4,2.9,2,1.0
2022-07-03 09:00:00,6,32,1.0,9,0.2,0.5,2,1.0
2022-07-04 08:00:00,0,28,2.7,56,1.2,3.6,2,1.0
2022-07-04 09:00:00,0,28,3.0,60,1.3,4.0,2,1.0
2022-07-04 10:00:00,0,29,2.9,60,1.3,3.9,2,1.0
2022-07-04 11:00:00,0,29,-4.2,38,0.8,1.8,2,1.0
2022-07-04 12:00:00,0,28,-18.6,18,0.3,0.2,2,1.0
2022-07-04 13:00:00,0,29,-17.3,20,0.4,0.2,2,1.0
2022-07-04 14:00:00,0,31,-1.2,42,1.0,2.3,2,1.0
2022-07-04 15:00:00,0,32,2.8,60,1.4,3.8,2,1.0
2022-07-04 16:00:00,0,31,2.4,60,1.4,3.7,2,1.0
2022-07-04 17:00:00,0,30,-18.3,20,0.4,0.3,2,1.0
2022-07-05 08:00:00,1,33,1.4,56,1.3,3.2,2,1.0
2022-07-05 09:00:00,1,33,2.9,60,1.4,3.7,2,1.0
2022-07-05 10:00:00,1,33,-15.2,21,0.4,0.4,2,1.0
2022-07-05 11:00:00,1,31,-16.9,21,0.4,0.3,2,1.0
2022-07-05 12:00:00,1,31,-16.6,19,0.4,0.5,2,1.0
2022-07-05 13:00:00,1,28,-17.1,23,0.4,0.3,2,1.0
2022-07-05 14:00:00,1,30,2.5,60,1.3,3.8,2,1.0
2022-07-05 15:00:00,1,29,2.4,60,1.2,3.8,2,1.0
2022-07-05 16:00:00,1,29,-5.3,32,0.7,1.7,2,1.0
2022-07-05 17:00:00,1,28,-6.9,38,0.8,1.6,2,1.0
2022-07-06 08:00:00,2,30,1.2,56,1.2,3.4,2,1.0
2022-07-06 10:00:00,2,34,1.1,55,1.3,3.1,2,1.0
2022-07-06 12:00:00,2,33,1.3,55,1.3,3.1,2,1.0
2022-07-06 14:00:00,2,32,1.2,56,1.2,3.2,2,1.0
2022-07-06 16:00:00,2,32,1.1,55,1.3,3.2,2,1.0
2022-07-07 08:00:00,3,30,0.6,56,1.2,3.3,2,1.0
2022-07-07 09:00:00,3,29,-0.9,37,0.8,2.0,2,1.0
2022-07-07 10:00:00,3,28,-19.3,16,0.3,0.5,2,1.0
2022-07-07 11:00:00,3,27,-20.5,11,0.2,0.1,2,1.0
2022-07-07 12:00:00,3,31,-4.9,38,0.8,1.8,2,1.0
2022-07-07 13:00:00,3,32,1.8,60,1.4,3.6,2,1.0
2022-07-07 14:00:00,3,32,-7.5,20,0.4,0.7,2,1.0
2022-07-07 15:00:00,3,31,-3.5,45,1.0,2.1,2,1.0
2022-07-07 16:00:00,3,31,1.8,60,1.3,3.6,2,1.0
2022-07-07 17:00:00,3,32,-11.9,22,0.5,0.7,2,1.0
2022-07-08 10:00:00,4,32,0.1,56,1.3,3.1,2,1.0
2022-07-08 12:00:00,4,33,0.4,56,1.3,3.1,2,1.0
2022-07-08 14:00:00,4,34,0.8,56,1.3,3.1,2,1.0
2022-07-08 16:00:00,4,32,0.6,56,1.3,3.1,2,1.0
2022-07-11 08:00:00,0,32,2.0,56,1.2,3.4,2,1.0
2022-07-11 10:00:00,0,32,-14.3,21,0.4,0.3,2,1.0
2022-07-11 12:00:00,0,33,1.8,56,1.3,3.3,2,1.0
2022-07-11 14:00:00,0,35,1.6,56,1.4,3.2,2,1.0
2022-07-11 16:00:00,0,33,1.6,56,1.3,3.3,2,1.0
2022-07-12 08:00:00,1,31,1.4,56,1.2,3.2,2,1.0
2022-07-12 09:00:00,1,30,2.5,60,1.3,3.8,2,1.0
2022-07-12 10:00:00,1,30,-1.5,52,1.1,2.8,2,1.0
2022-07-12 11:00:00,1,29,2.5,60,1.3,3.8,2,1.0
2022-07-12 12:00:00,1,30,-0.4,49,1.0,2.7,2,1.0
