óÒ1,ójì˙,äOãCâ∑ìx,ó‚î}â∑ìx,â^ì]éûä‘,ìdóÕè¡îÔó ,êœéZó‚ñ[î\óÕ,é∫ì‡ã@â“ì≠ë‰êî,é∫ì‡ã@â“ì≠ó¶
2022-07-01 07:00:00,4,32,1.1,26,4.6,10.1,4,1.0
2022-07-01 08:00:00,4,34,-2.6,60,12.9,24.8,4,1.0
2022-07-01 09:00:00,4,36,-1.9,60,13.2,25.0,4,1.0
2022-07-01 10:00:00,4,37,-0.9,60,13.2,25.1,4,1.0
2022-07-01 11:00:00,4,38,-0.1,60,13.2,24.8,4,1.0
2022-07-01 12:00:00,4,39,0.0,60,13.4,24.3,4,1.0
2022-07-01 13:00:00,4,39,0.0,60,13.4,24.2,4,1.0
2022-07-01 14:00:00,4,37,0.0,60,13.1,24.8,4,1.0
2022-07-01 15:00:00,4,37,0.0,60,12.7,24.0,4,1.0
2022-07-01 16:00:00,4,36,0.0,60,11.9,23.5,4,1.0
2022-07-01 17:00:00,4,34,0.0,60,11.4,24.3,4,1.0
2022-07-02 08:00:00,5,32,7.5,8,0.5,1.7,4,1.0
2022-07-02 09:00:00,5,34,-0.6,60,12.1,25.0,4,1.0
2022-07-02 10:00:00,5,35,-1.4,60,12.9,25.1,4,1.0
2022-07-02 11:00:00,5,37,-0.9,60,13.1,25.4,4,1.0
2022-07-02 12:00:00,5,37,-0.9,60,13.2,25.2,4,1.0
2022-07-02 13:00:00,5,37,-0.8,60,13.2,25.2,4,1.0
2022-07-02 14:00:00,5,37,-0.9,60,13.1,25.1,4,1.0
2022-07-02 15:00:00,5,35,-1.6,60,12.9,24.9,4,1.0
2022-07-02 16:00:00,5,35,-2.0,60,12.4,23.8,4,1.0
2022-07-02 17:00:00,5,33,-2.7,51,10.6,20.4,4,1.0
2022-07-03 08:00:00,6,33,3.0,29,4.9,10.7,4,1.0
2022-07-03 11:00:00,6,35,3.4,24,4.0,8.7,4,1.0
2022-07-04 08:00:00,0,25,6.1,22,1.7,6.7,4,1.0
2022-07-04 09:00:00,0,26,-3.1,60,10.9,25.1,4,1.0
2022-07-04 10:00:00,0,27,-3.8,60,11.8,25.5,4,1.0
2022-07-04 11:00:00,0,28,3.3,60,5.9,19.4,4,1.0
2022-07-04 12:00:00,0,29,-2.5,60,11.5,24.9,4,1.0
2022-07-04 13:00:00,0,30,-3.1,60,12.3,25.5,4,1.0
2022-07-04 14:00:00,0,30,-2.9,60,12.4,25.6,4,1.0
2022-07-04 15:00:00,0,30,-2.7,60,12.5,25.7,4,1.0
2022-07-04 16:00:00,0,30,-2.7,60,12.1,24.7,4,1.0
2022-07-04 17:00:00,0,30,-3.5,60,12.3,24.8,4,1.0
2022-07-05 07:00:00,1,28,0.6,25,3.4,8.7,4,1.0
2022-07-05 08:00:00,1,29,8.8,60,3.7,13.5,4,1.0
2022-07-05 09:00:00,1,31,3.8,60,5.9,18.4,4,1.0
2022-07-05 10:00:00,1,31,3.6,60,6.2,19.1,4,1.0
2022-07-05 11:00:00,1,32,7.9,60,4.8,14.5,4,1.0
2022-07-05 12:00:00,1,32,-0.9,60,11.4,24.7,4,1.0
2022-07-05 13:00:00,1,29,-3.5,60,12.0,25.3,4,1.0
2022-07-05 14:00:00,1,29,-3.3,60,12.0,25.7,4,1.0
2022-07-05 15:00:00,1,28,-3.6,60,11.9,25.5,4,1.0
2022-07-05 16:00:00,1,27,-3.5,60,11.8,25.8,4,1.0
2022-07-05 17:00:00,1,26,-3.7,60,11.6,25.9,4,1.0
2022-07-06 07:00:00,2,26,9.0,26,1.5,6.7,4,1.0
2022-07-06 08:00:00,2,27,7.9,60,3.8,15.6,4,1.0
2022-07-06 09:00:00,2,29,3.1,60,5.7,19.1,4,1.0
2022-07-06 10:00:00,2,31,3.2,60,6.0,19.0,4,1.0
2022-07-06 11:00:00,2,31,7.6,60,4.8,14.8,4,1.0
2022-07-06 12:00:00,2,33,-0.9,60,11.6,24.0,4,1.0
2022-07-06 13:00:00,2,31,-3.3,60,12.2,25.1,4,1.0
2022-07-06 14:00:00,2,29,-3.2,60,12.0,25.7,4,1.0
2022-07-06 15:00:00,2,30,-3.0,60,12.1,25.7,4,1.0
2022-07-06 16:00:00,2,30,-3.0,60,12.2,25.6,4,1.0
2022-07-06 17:00:00,2,28,-3.5,60,11.9,25.4,4,1.0
2022-07-07 07:00:00,3,25,9.2,25,1.3,5.8,4,1.0
2022-07-07 08:00:00,3,26,6.9,60,4.3,15.3,4,1.0
2022-07-07 09:00:00,3,26,8.4,60,3.3,13.4,4,1.0
2022-07-07 10:00:00,3,27,7.8,60,3.9,14.6,4,1.0
2022-07-07 11:00:00,3,29,8.7,60,3.8,14.2,4,1.0
2022-07-07 12:00:00,3,30,-1.7,60,11.1,24.2,4,1.0
2022-07-07 13:00:00,3,31,-3.2,60,12.3,25.1,4,1.0
2022-07-07 14:00:00,3,31,-2.9,60,12.4,25.3,4,1.0
2022-07-07 15:00:00,3,31,-3.0,60,12.3,25.3,4,1.0
2022-07-07 16:00:00,3,30,-3.4,60,12.2,25.1,4,1.0
2022-07-07 17:00:00,3,29,-3.6,60,12.0,25.2,4,1.0
2022-07-08 07:00:00,4,25,9.3,17,0.8,3.8,4,1.0
2022-07-08 08:00:00,4,27,7.3,60,4.2,14.7,4,1.0
