,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
0,inf,inf,inf,inf
2,95.46,94.33,4.49,11.8
7,55.86,45.46,17.08,22.69
8,inf,inf,inf,inf
9,54.67,52.96,24.66,24.15
13,76.84,54.54,109.24,124.71
19,inf,inf,inf,inf
20,inf,inf,inf,inf
28,inf,inf,inf,inf
29,102.44,98.66,6.82,2.88
35,94.86,70.85,78.88,96.61
41,54.66,85.5,79.91,62.29
42,inf,inf,inf,inf
43,inf,inf,inf,inf
44,inf,inf,inf,inf
48,inf,inf,inf,inf
59,9.05,18.8,7.5,5.06
61,1.46,2.62,0.96,2.3
63,73.19,79.36,85.12,107.5
64,39.29,43.29,38.88,38.53
70,inf,inf,inf,inf
71,inf,inf,inf,inf
72,inf,inf,inf,inf
73,inf,inf,inf,inf
76,inf,inf,inf,inf
87,32.67,35.95,34.43,24.47
93,inf,inf,inf,inf
95,inf,inf,inf,inf
100,inf,inf,inf,inf
101,inf,inf,inf,inf
103,inf,inf,inf,inf
105,inf,inf,inf,inf
108,inf,inf,inf,inf
110,inf,inf,inf,inf
121,88.15,88.61,8.99,13.34
124,inf,inf,inf,inf
128,inf,inf,inf,inf
133,inf,inf,inf,inf
134,inf,inf,inf,inf
136,inf,inf,inf,inf
137,43.42,24.95,63.98,49.13
138,inf,inf,inf,inf
143,inf,inf,inf,inf
145,inf,inf,inf,inf
149,inf,inf,inf,inf
152,23.93,25.62,34.54,30.74
170,inf,inf,inf,inf
171,93.85,93.5,5.31,4.67
172,inf,inf,inf,inf
175,4.31,4.93,7.48,6.97
178,23.24,24.58,13.39,5.86
179,27.0,26.31,19.03,22.07
181,15.21,6.35,14.24,8.68
182,55.73,42.72,34.92,37.33
183,15.1,16.0,8.63,7.09
192,inf,inf,inf,inf
196,inf,inf,inf,inf
198,inf,inf,inf,inf
209,21.94,17.09,6.83,6.23
214,inf,inf,inf,inf
216,inf,inf,inf,inf
218,94.93,90.18,4.74,7.57
222,inf,inf,inf,inf
223,14.61,5.73,16.2,9.23
229,4.22,8.32,2.88,2.35
236,inf,inf,inf,inf
239,93.11,92.0,15.58,9.38
245,inf,inf,inf,inf
246,inf,inf,inf,inf
249,30.1,31.9,35.13,38.97
253,5.27,10.41,15.42,21.09
254,15.13,27.49,26.46,30.45
256,24.03,27.19,12.31,7.35
257,6.33,37.66,85.38,86.37
258,63.91,72.84,68.05,73.48
259,inf,inf,inf,inf
260,inf,inf,inf,inf
262,inf,inf,inf,inf
274,inf,inf,inf,inf
278,38.56,41.4,13.68,11.06
283,inf,inf,inf,inf
284,inf,inf,inf,inf
286,82.1,92.72,19.66,2.56
289,inf,inf,inf,inf
290,inf,inf,inf,inf
299,inf,inf,inf,inf
308,inf,inf,inf,inf
313,inf,inf,inf,inf
322,49.28,50.18,48.05,47.36
323,1.57,2.86,8.42,8.82
324,3.46,0.13,13.66,17.9
327,26.65,34.68,26.81,24.55
335,inf,inf,inf,inf
338,inf,inf,inf,inf
339,inf,inf,inf,inf
343,16.08,27.52,21.81,20.76
344,4.64,15.96,21.24,15.14
347,24.98,33.34,25.7,31.58
351,58.14,71.66,62.21,77.12
352,10.02,11.7,13.2,22.0
355,inf,inf,inf,inf
358,inf,inf,inf,inf
363,inf,inf,inf,inf
365,inf,inf,inf,inf
366,inf,inf,inf,inf
369,20.97,30.95,5.71,8.42
371,30.23,34.39,27.23,27.6
377,42.27,51.07,32.66,35.03
378,inf,inf,inf,inf
379,inf,inf,inf,inf
387,inf,inf,inf,inf
389,91.13,87.93,9.81,2.19
395,20.64,45.86,37.48,31.48
396,20.28,33.32,24.64,24.12
398,0.46,10.1,14.06,17.42
400,38.3,38.54,38.07,33.66
401,25.15,72.66,54.28,76.62
402,inf,inf,inf,inf
407,88.26,85.3,15.58,0.17
414,inf,inf,inf,inf
417,39.05,22.62,10.94,8.08
427,inf,inf,inf,inf
432,94.55,91.18,0.3,17.67
433,inf,inf,inf,inf
434,inf,inf,inf,inf
435,inf,inf,inf,inf
437,inf,inf,inf,inf
439,inf,inf,inf,inf
441,inf,inf,inf,inf
443,inf,inf,inf,inf
445,inf,inf,inf,inf
446,inf,inf,inf,inf
448,52.94,60.54,47.7,45.72
450,inf,inf,inf,inf
463,inf,inf,inf,inf
465,inf,inf,inf,inf
466,inf,inf,inf,inf
472,24.21,54.02,81.68,64.01
473,inf,inf,inf,inf
474,inf,inf,inf,inf
479,inf,inf,inf,inf
487,41.78,44.55,27.77,23.52
489,7.29,3.48,18.03,18.63
497,43.28,45.36,43.13,45.07
500,inf,inf,inf,inf
503,inf,inf,inf,inf
505,inf,inf,inf,inf
506,inf,inf,inf,inf
