“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2018/5/15,24.84722222,25,24.59481481,24.59481481,24.59481481,24.59481481,22.85,24.9375,25.10416667,25.89583333,25.75,24.66666667,24.2,20,20,26.09722222,26.72916667,26.72916667,26.16666667
2018/5/16,24.80555556,25,24.58480324,24.58480324,24.58480324,24.58480324,23.85,25,24.9375,25.5,25.75,24.66666667,24.2,20,20,26.63888889,27,27,26.125
2018/5/17,24.86111111,25,24.64844907,24.64844907,24.64844907,24.64844907,24.78333333,24.86458333,25.23958333,25.5,25.75,24.66666667,24.09166667,20,20,27.02777778,26.83333333,27,26
2018/5/18,24.82638889,25,24.75394476,24.75394476,24.75394476,24.75394476,24.9,24.71875,25.54166667,25.5,25.75,24.66666667,24.30833333,20,20,26.54166667,27.25,27,26
2018/5/19,24.83333333,25,24.8643287,24.8643287,24.8643287,24.8643287,25.125,24.8125,25.57291667,25.5,25.75,24.66666667,25,20,20,25.77777778,28,27,27
2018/5/20,24.83333333,25,24.82680556,24.82680556,24.82680556,24.82680556,24.11666667,25.10416667,25.77083333,25.5,25.75,24.66666667,25,20,20,25.66666667,27.5625,26.25,27
2018/5/21,24.90277778,25,24.77542824,24.77542824,24.77542824,24.77542824,23.6,24.85416667,26.47916667,25.1875,25.75,24.66666667,24.76666667,20,20,25.66666667,27,26.25,26.41666667
2018/5/22,24.98611111,25,24.76517361,24.76517361,24.76517361,24.76517361,23.6,25.02083333,26.33333333,25.58333333,25.75,24.66666667,24.6,20,20,25.66666667,27,27,26.5
2018/5/23,25,25,24.83805556,24.83805556,24.83805556,24.83805556,23.6,25,26.3125,26,25.75,24.66666667,24.41666667,20,20,25.66666667,27,27,26.5
2018/5/24,24.85416667,25,24.77327546,24.77327546,24.77327546,24.77327546,23.93333333,25.14583333,26.23958333,25.77083333,25.75,24.66666667,24.2,20,20,25.66666667,26.5,26.375,26.375
