“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2020/1/18,15,1,2,2,1,1,105,77,52,38,5,3,4,9,20,39,72,71,43
2020/1/19,3,1,1,1,1,2,71,63,104,3,30,0,5,2,5,13,68,54,20
2020/1/20,31,1,26,7,0,15,26,50,79,31,28,9,4,16,33,33,32,38,2
2020/1/21,31,2,29,7,1,15,18,55,65,14,29,0,4,15,37,10,32,51,7
2020/1/22,37,1,34,15,1,17,73,68,86,34,34,15,4,17,34,9,41,31,26
2020/1/23,33,1,32,15,1,15,69,35,68,30,40,8,5,15,41,43,38,41,20
2020/1/24,18,1,23,5,1,16,13,6,77,11,4,1,4,20,74,11,29,38,20
2020/1/25,20,2,2,1,0,1,78,34,51,34,41,0,4,11,17,49,61,42,1
2020/1/26,13,1,2,1,1,1,100,92,88,46,15,0,4,2,5,30,55,47,33
2020/1/27,32,1,33,15,1,17,40,30,91,48,14,17,5,17,43,61,36,38,7
2020/1/28,35,1,35,16,1,15,30,33,83,49,18,12,36,15,38,61,57,54,1
2020/1/29,24,2,15,3,0,7,46,17,69,16,5,0,15,24,57,3,27,66,16
2020/1/30,23,1,17,2,1,8,50,44,79,7,4,0,12,26,64,5,3,41,27
2020/1/31,28,1,27,6,0,16,10,23,84,10,5,0,13,18,31,4,34,38,2
2020/2/1,13,1,2,1,1,1,64,31,49,33,5,0,4,11,15,3,13,84,11
2020/2/2,14,1,2,1,1,2,34,71,97,14,34,0,4,2,4,7,50,39,13
2020/2/3,27,2,24,5,1,15,23,27,78,27,14,0,45,16,45,15,30,31,1
2020/2/4,21,1,28,5,1,15,50,41,80,19,15,0,41,21,56,37,3,38,1
2020/2/5,26,1,23,4,0,15,53,40,76,10,7,0,38,24,45,31,18,32,11
2020/2/6,35,1,36,16,1,18,40,106,115,39,14,0,23,18,41,17,43,76,1
2020/2/7,35,2,35,12,1,18,56,75,133,30,48,2,53,18,30,43,39,77,16
2020/2/8,22,1,2,1,1,1,77,25,46,26,11,0,4,6,17,27,50,56,11
2020/2/9,20,1,2,1,1,1,84,60,110,2,70,0,4,3,4,11,30,59,6
2020/2/10,34,2,33,16,0,16,42,71,119,45,20,0,67,14,25,27,49,73,12
2020/2/11,3,1,1,1,1,1,33,3,91,41,10,0,5,14,22,14,53,104,33
2020/2/12,28,1,28,5,1,16,17,38,88,44,17,0,48,16,35,3,31,43,5
2020/2/13,26,1,18,6,1,9,33,5,93,26,13,0,33,25,52,3,25,42,18
2020/2/14,19,1,20,2,1,7,18,19,83,16,6,0,5,27,57,3,2,33,1
2020/2/15,11,2,2,1,0,2,46,14,52,3,5,0,4,17,27,3,7,44,1
2020/2/16,4,1,2,1,0,1,60,37,89,3,29,0,4,2,4,40,26,38,21
2020/2/17,25,1,23,6,0,15,15,11,85,17,11,0,4,24,51,3,24,29,2
2020/2/18,18,1,27,5,1,15,15,24,46,20,11,0,4,17,40,4,3,47,20
2020/2/19,21,2,27,5,0,15,19,7,87,25,7,0,4,18,41,3,31,38,5
2020/2/20,25,1,25,6,1,16,58,12,81,18,5,0,4,17,50,7,32,45,1
2020/2/21,19,1,24,3,1,15,27,52,83,17,4,0,4,20,55,3,29,13,2
2020/2/22,13,1,2,2,0,1,69,3,48,21,5,0,4,13,53,8,11,47,2
2020/2/23,3,1,1,1,1,2,25,43,80,3,5,0,4,2,4,3,13,45,2
2020/2/24,4,2,2,1,0,1,37,3,87,24,4,0,4,10,25,8,41,25,1
2020/2/25,22,1,22,3,1,15,13,26,65,29,14,0,4,18,44,3,2,34,1
2020/2/26,25,1,28,6,1,15,63,24,66,41,5,0,4,13,70,4,35,40,23
2020/2/27,28,1,29,6,0,15,56,45,82,41,12,0,4,16,42,3,33,46,1
2020/2/28,25,2,28,6,1,16,55,50,73,20,14,0,4,16,43,3,34,45,1
2020/2/29,10,1,2,1,1,2,48,16,48,3,4,0,4,6,31,3,27,3,1
2020/3/1,4,1,2,1,1,1,44,53,83,3,43,0,4,2,4,7,30,47,1
2020/3/2,29,1,30,8,0,15,14,10,89,44,18,0,4,21,38,4,22,41,21
2020/3/3,21,1,17,2,1,10,6,33,70,17,5,0,4,27,53,3,3,40,2
2020/3/4,24,2,27,3,1,15,64,37,67,34,4,0,4,26,43,16,2,41,4
2020/3/5,25,1,25,3,1,15,60,22,70,29,5,0,4,18,36,3,7,39,1
2020/3/6,22,1,23,4,0,15,53,43,69,5,5,0,4,20,32,3,19,49,1
2020/3/7,17,1,1,1,1,2,13,66,65,36,6,0,4,6,22,29,2,13,25
2020/3/8,8,2,2,1,1,1,71,63,86,3,54,0,4,2,4,32,35,60,20
2020/3/9,24,1,14,4,0,7,53,29,60,18,5,0,4,24,46,3,33,37,12
2020/3/10,18,1,13,2,1,5,6,18,40,15,5,0,4,34,83,3,8,37,1
2020/3/11,15,1,7,1,0,2,20,35,51,3,4,0,4,31,80,3,2,2,1
2020/3/12,22,1,15,3,1,10,49,7,77,3,5,0,4,27,62,4,5,38,1
2020/3/13,15,2,11,2,0,5,41,28,81,2,4,0,5,32,81,3,8,37,2
2020/3/14,14,1,2,1,1,1,5,38,89,30,5,0,4,6,39,42,37,49,19
2020/3/15,3,1,2,2,0,2,47,51,86,6,4,0,4,3,5,3,2,47,19
2020/3/16,25,1,26,6,1,15,64,41,87,39,5,0,4,17,25,3,39,51,12
2020/3/17,30,2,28,7,1,15,45,41,52,41,4,0,4,13,27,4,36,52,3
2020/3/18,18,1,11,3,0,7,46,48,75,3,5,0,4,25,53,3,28,41,1
2020/3/19,13,1,9,3,1,14,10,3,64,2,4,0,17,31,71,3,30,30,1
2020/3/20,3,1,1,1,0,2,6,3,70,8,5,0,4,15,45,10,24,25,1
2020/3/21,9,1,2,1,1,1,5,20,58,3,4,0,4,15,48,4,22,34,1
2020/3/22,3,1,1,1,0,1,5,31,66,3,5,0,4,2,4,3,2,2,11
2020/3/23,16,2,24,3,1,6,32,18,66,31,4,0,4,25,54,3,10,37,7
2020/3/24,20,1,26,3,1,15,8,31,35,38,5,0,8,25,31,3,2,37,22
2020/3/25,17,1,18,2,1,12,37,44,67,29,4,0,4,22,47,3,32,43,3
2020/3/26,16,1,8,2,0,5,27,24,67,21,5,0,11,32,77,3,21,34,1
2020/3/27,10,1,6,2,1,2,6,21,62,2,5,0,16,37,98,4,9,30,1
2020/3/28,6,2,1,1,0,1,41,3,54,8,4,0,4,23,70,9,13,21,19
2020/3/29,12,1,2,1,0,2,159,32,119,19,5,0,4,3,4,39,44,55,30
2020/3/30,27,1,28,11,1,15,25,38,83,35,4,0,4,16,34,3,40,53,1
2020/3/31,20,1,26,6,1,15,40,49,52,27,5,0,4,28,33,3,28,45,1
2020/4/1,16,2,22,3,1,8,72,16,60,3,4,0,4,21,51,3,23,40,1
2020/4/2,15,1,5,2,0,4,56,17,43,25,5,0,4,29,65,3,3,26,1
2020/4/3,16,1,8,2,1,4,61,7,61,16,4,0,4,31,75,4,2,2,1
2020/4/4,11,1,2,2,0,1,21,35,50,3,5,0,4,18,57,8,16,31,1
2020/4/5,3,1,2,1,1,1,112,49,73,2,4,0,4,2,4,33,3,27,18
2020/4/6,15,2,8,3,1,4,28,28,66,3,5,0,4,30,62,3,2,29,1
2020/4/7,12,1,9,2,1,2,27,16,68,3,5,0,4,30,81,3,3,28,1
2020/4/8,13,1,6,2,0,3,35,32,67,2,4,0,4,33,79,3,2,24,1
2020/4/9,11,1,2,1,1,3,24,34,58,3,5,0,4,33,70,3,3,29,7
2020/4/10,10,1,10,3,0,6,25,17,76,3,4,0,4,28,36,4,25,34,21
2020/4/11,9,2,1,1,1,1,62,56,50,2,5,0,4,24,4,10,23,28,15
2020/4/12,3,1,2,1,1,2,131,50,79,3,5,0,4,2,4,11,28,37,12
2020/4/13,22,1,27,15,1,3,61,61,65,24,4,0,9,19,53,3,3,44,28
2020/4/14,16,1,11,5,0,8,32,60,34,2,5,0,36,19,23,4,2,67,12
2020/4/15,16,1,6,4,1,2,24,39,64,3,8,0,4,31,70,3,3,2,2
2020/4/16,10,2,11,3,0,8,40,56,79,3,7,0,14,26,49,3,2,3,1
2020/4/17,14,1,10,4,1,3,37,42,58,2,12,0,4,30,48,3,2,6,1
2020/4/18,10,1,2,1,0,1,108,28,47,3,4,0,5,14,44,21,15,38,1
2020/4/19,7,1,1,2,0,2,31,43,53,3,5,0,4,2,5,4,2,20,1
2020/4/20,17,1,25,14,1,14,49,35,69,2,4,0,4,10,21,3,3,17,1
2020/4/21,7,1,4,2,0,1,4,35,33,3,5,0,5,34,73,3,2,5,0
2020/4/22,11,2,6,2,1,1,39,43,76,3,4,0,4,24,50,3,3,2,0
2020/4/23,12,1,8,3,0,4,41,33,64,2,5,0,4,30,49,4,2,3,0
2020/4/24,12,1,7,3,1,4,42,46,44,3,4,0,5,27,55,3,3,2,0
2020/4/25,10,1,2,1,0,1,117,43,32,3,4,0,4,8,40,3,2,2,0
2020/4/26,3,1,1,1,0,2,15,9,35,2,5,0,4,2,4,3,2,2,0
2020/4/27,8,2,8,2,0,1,32,38,64,3,4,0,19,27,53,3,3,3,0
2020/4/28,7,1,11,2,1,1,14,34,27,3,5,0,17,26,57,4,2,2,0
2020/4/29,3,1,2,1,0,1,39,11,38,2,4,0,62,3,55,3,3,2,0
2020/4/30,5,1,2,1,0,1,4,3,53,3,5,0,23,40,97,3,2,2,0
2020/5/1,5,1,1,2,0,2,4,12,41,3,4,0,31,51,148,3,3,3,0
2020/5/2,3,1,2,1,0,1,13,3,25,8,4,0,107,2,199,3,2,2,0
2020/5/3,3,1,2,1,0,1,30,4,27,3,5,0,3,2,4,4,3,2,0
2020/5/4,3,2,1,1,0,1,28,9,27,2,4,0,4,43,142,3,2,2,0
2020/5/5,3,1,2,1,0,1,4,3,30,4,5,13,42,53,201,3,3,2,1
2020/5/6,3,1,1,1,1,1,32,23,29,3,4,0,4,37,78,3,2,3,0
2020/5/7,4,1,2,2,0,2,4,3,27,2,5,0,4,38,87,3,2,2,0
2020/5/8,6,1,2,1,0,1,23,15,27,2,4,0,4,39,99,3,3,2,0
2020/5/9,3,1,1,1,0,1,4,4,27,3,4,0,16,3,121,4,2,2,0
2020/5/10,4,1,2,1,0,1,26,3,26,2,5,0,4,2,4,3,3,2,0
2020/5/11,27,2,8,1,4,1,25,12,28,4,25,19,78,80,223,14,26,4,8
2020/5/12,8,1,1,1,0,2,15,3,30,10,25,15,65,65,217,3,2,2,11
2020/5/13,10,1,6,1,3,1,30,3,33,21,21,5,93,57,217,3,2,2,8
2020/5/14,9,1,3,2,0,1,16,3,28,8,23,6,27,57,209,3,2,2,9
2020/5/15,10,1,5,1,1,1,24,3,29,6,26,0,76,63,234,3,2,2,17
2020/5/16,3,1,2,1,0,1,14,6,29,3,4,0,8,3,146,2,3,2,0
2020/5/17,3,1,1,1,0,2,24,3,41,2,9,0,4,2,5,3,2,2,0
2020/5/18,7,1,2,1,1,1,5,3,41,3,16,0,49,55,152,3,2,2,14
2020/5/19,6,2,1,1,0,1,9,28,34,2,23,0,34,57,169,3,2,2,0
2020/5/20,4,1,2,2,0,1,25,33,63,2,20,0,4,35,90,3,2,2,0
2020/5/21,3,1,1,1,1,3,19,43,66,3,14,0,4,34,65,3,3,2,0
2020/5/22,3,1,2,2,0,1,13,25,34,2,9,0,8,42,86,3,2,2,0
2020/5/23,3,1,1,1,0,2,16,3,26,3,4,0,13,27,100,3,2,2,0
2020/5/24,3,1,1,1,0,1,5,3,27,2,4,0,4,2,5,3,2,2,0
2020/5/25,8,2,2,1,0,1,4,3,27,3,17,0,64,62,191,3,2,2,7
2020/5/26,9,1,1,1,0,1,10,4,26,2,39,10,61,66,217,3,9,2,0
2020/5/27,8,1,3,1,0,1,9,3,31,3,31,11,70,67,219,3,15,2,16
2020/5/28,9,1,1,2,0,2,5,3,31,4,20,15,38,54,204,3,2,2,2
2020/5/29,9,1,6,1,1,1,15,5,28,4,25,3,66,55,204,3,2,2,12
2020/5/30,3,1,1,1,0,1,22,12,29,2,10,25,31,57,200,3,2,1,8
2020/5/31,6,1,2,1,0,1,5,6,26,3,9,0,4,2,4,3,3,2,9
2020/6/1,9,1,1,1,0,1,4,6,37,7,32,16,37,49,182,3,28,2,0
2020/6/2,10,2,5,1,2,2,11,3,40,7,32,28,56,73,231,44,29,2,7
2020/6/3,13,1,9,2,7,1,47,12,41,10,35,38,86,65,244,51,42,2,14
2020/6/4,11,1,7,1,5,1,18,17,42,11,42,10,108,63,241,46,38,2,13
2020/6/5,14,1,11,1,9,1,25,26,54,23,62,21,175,66,247,39,58,2,12
2020/6/6,4,1,2,1,0,1,48,19,44,26,20,23,136,70,220,38,42,2,0
2020/6/7,4,1,1,1,0,2,27,10,33,3,4,0,4,3,5,3,14,14,23
2020/6/8,13,1,7,1,4,1,22,14,40,25,49,43,124,58,220,44,51,2,9
2020/6/9,16,2,15,2,9,1,27,27,44,46,40,58,168,85,248,56,54,17,10
2020/6/10,17,1,14,1,10,1,107,26,48,38,64,46,227,85,249,35,58,24,30
2020/6/11,14,1,14,1,10,1,27,17,53,27,77,35,185,82,243,67,60,29,20
2020/6/12,17,1,15,1,12,2,32,29,66,36,71,17,199,86,247,69,65,24,35
2020/6/13,5,1,1,1,0,1,32,6,42,2,22,13,46,40,157,3,8,5,5
2020/6/14,4,1,2,1,0,1,14,11,37,3,14,0,4,3,4,3,2,2,21
2020/6/15,18,1,20,1,11,1,33,11,59,38,59,19,99,85,231,52,32,14,16
2020/6/16,15,1,13,2,9,1,24,30,65,36,55,15,105,83,246,57,53,26,10
2020/6/17,15,1,10,1,6,2,20,8,49,25,48,13,75,70,242,40,40,16,12
2020/6/18,13,2,6,1,0,1,22,8,40,24,37,12,73,64,226,47,34,11,7
2020/6/19,10,1,1,1,1,1,4,4,42,16,25,13,43,55,181,23,7,2,13
2020/6/20,4,1,1,1,0,1,40,26,38,14,13,11,52,48,211,3,2,2,25
2020/6/21,3,1,2,1,0,1,17,6,29,2,12,0,4,2,4,4,2,2,0
2020/6/22,10,1,1,2,0,2,4,3,36,13,29,13,43,46,173,36,2,2,10
2020/6/23,10,1,6,1,2,1,23,15,48,21,40,24,53,69,222,32,29,2,8
2020/6/24,12,1,5,1,0,1,44,6,37,18,36,19,58,61,215,43,15,2,14
2020/6/25,8,2,2,1,0,1,13,3,37,13,32,11,42,55,181,35,3,2,7
2020/6/26,20,1,9,1,8,1,34,17,47,23,53,16,80,73,233,50,26,11,25
2020/6/27,8,1,1,1,0,2,60,32,47,25,17,14,87,46,204,21,2,2,19
2020/6/28,3,1,2,2,0,1,35,8,44,2,20,0,4,2,4,3,3,2,0
2020/6/29,15,1,11,1,7,1,27,5,43,29,50,17,80,72,224,45,35,8,14
2020/6/30,13,1,11,1,5,1,20,7,40,28,43,17,71,63,236,44,39,8,14
2020/7/1,14,1,11,1,6,1,23,6,47,38,43,17,82,64,236,43,37,5,22
2020/7/2,20,1,18,1,10,2,30,11,57,33,63,21,95,70,250,56,53,12,20
2020/7/3,14,2,12,1,7,1,26,13,49,28,59,19,64,74,233,46,51,10,8
2020/7/4,14,1,1,2,0,1,65,5,46,3,24,9,60,41,202,3,2,2,14
2020/7/5,8,1,2,1,0,1,40,15,47,12,19,0,4,2,5,17,35,2,17
2020/7/6,13,1,8,1,7,1,23,18,49,25,57,22,78,58,217,40,46,3,11
2020/7/7,16,1,16,1,12,2,32,20,47,34,63,22,107,87,246,68,72,7,17
2020/7/8,18,1,12,1,9,1,21,16,54,24,72,20,94,77,223,47,34,6,21
2020/7/9,12,1,7,1,1,1,19,3,56,10,54,14,91,63,217,41,16,3,5
2020/7/10,15,1,9,2,7,1,35,4,52,14,50,15,101,58,221,52,28,6,13
2020/7/11,11,2,1,1,0,1,122,47,51,27,31,16,96,80,215,37,36,3,37
2020/7/12,10,1,2,1,0,2,93,63,59,4,53,3,25,6,9,56,48,2,12
2020/7/13,13,1,1,1,0,1,13,9,49,21,42,17,63,57,195,31,26,5,12
2020/7/14,11,1,2,1,0,1,34,34,35,18,44,14,66,57,216,33,22,3,8
2020/7/15,11,1,1,1,0,1,25,12,36,13,29,13,60,50,187,32,7,2,10
2020/7/16,11,1,2,1,0,1,28,23,43,12,31,6,58,60,201,32,14,2,9
2020/7/17,9,1,1,1,0,2,17,6,36,14,22,9,57,54,162,26,2,2,4
2020/7/18,4,2,1,1,0,1,20,9,34,5,4,17,19,31,125,5,3,1,6
2020/7/19,3,1,2,0,0,1,67,13,27,3,11,0,4,2,5,5,3,3,23
2020/7/20,18,1,19,1,13,1,39,28,52,33,59,25,115,64,232,60,60,13,32
2020/7/21,12,1,13,1,12,1,61,32,54,26,52,24,83,66,241,54,70,8,21
2020/7/22,16,1,15,1,13,2,60,37,53,31,59,26,102,67,246,54,54,14,21
2020/7/23,3,1,1,1,0,1,40,19,35,5,32,13,53,49,184,3,17,2,39
2020/7/24,3,1,2,1,1,1,55,20,49,6,34,12,61,55,214,17,43,15,19
2020/7/25,6,1,1,1,1,1,51,28,37,9,8,13,63,52,208,3,14,2,29
2020/7/26,11,1,2,1,1,1,87,27,50,4,39,0,4,2,5,25,3,27,25
2020/7/27,16,2,16,1,13,2,40,44,54,25,65,23,99,77,225,47,44,18,16
2020/7/28,15,1,15,1,13,1,62,47,56,32,58,24,121,66,245,44,53,38,32
2020/7/29,13,1,2,1,1,1,42,33,34,20,42,17,68,59,228,36,19,12,16
2020/7/30,13,1,5,1,4,1,42,32,43,20,42,23,68,61,228,41,28,13,18
2020/7/31,15,1,9,1,7,1,45,39,47,27,53,25,77,63,236,45,30,23,34
2020/8/1,30,1,1,1,1,2,53,35,45,22,27,26,79,58,225,37,2,2,9
2020/8/2,6,1,1,1,1,1,64,33,47,2,27,0,33,3,5,34,64,19,17
2020/8/3,41,1,25,1,13,1,45,44,62,42,65,40,115,88,229,74,73,49,21
2020/8/4,29,1,25,1,18,1,48,28,54,57,77,41,139,100,250,81,82,33,36
2020/8/5,48,1,36,1,20,1,55,59,89,42,81,43,165,103,251,75,86,73,39
2020/8/6,47,1,35,1,19,1,54,52,53,51,87,43,172,105,250,112,82,83,31
2020/8/7,30,1,12,0,6,2,55,37,69,66,98,41,178,106,259,94,83,79,28
2020/8/8,32,2,1,1,1,1,48,36,55,18,55,21,129,71,231,22,56,35,49
2020/8/9,39,1,2,1,1,1,67,46,41,29,36,0,23,2,4,57,84,51,42
2020/8/10,37,1,1,1,1,1,63,79,90,48,51,55,184,82,230,45,76,57,47
2020/8/11,51,1,42,1,24,1,57,60,66,51,95,47,236,108,260,138,96,109,74
2020/8/12,49,1,35,1,20,1,34,46,87,47,92,35,176,91,220,111,80,102,67
2020/8/13,49,1,40,1,20,2,84,33,72,41,85,34,196,92,254,108,75,77,65
2020/8/14,47,1,39,1,19,1,81,25,98,54,89,38,198,95,254,123,78,57,65
2020/8/15,43,1,1,1,1,1,216,74,84,52,51,38,188,86,228,49,40,15,60
2020/8/16,31,1,1,1,1,1,158,109,83,2,101,0,59,3,4,42,69,37,73
2020/8/17,54,1,42,1,21,1,56,69,124,69,82,64,233,112,229,133,94,70,27
2020/8/18,46,1,38,1,19,1,73,32,82,66,103,48,211,115,257,93,95,84,63
2020/8/19,45,1,39,1,17,2,56,44,70,71,78,48,168,93,259,69,99,39,42
2020/8/20,50,1,38,1,19,1,66,32,65,52,89,57,206,96,255,90,88,66,36
2020/8/21,51,1,41,0,20,1,62,73,77,63,95,57,212,110,260,93,93,48,48
2020/8/22,34,1,1,1,1,1,127,36,56,19,69,49,186,75,231,80,2,2,77
2020/8/23,30,1,1,1,1,1,69,14,57,13,52,0,4,3,4,82,37,15,20
2020/8/24,44,2,34,1,16,1,46,48,62,40,85,42,156,96,229,49,76,30,44
2020/8/25,38,1,36,1,16,2,33,33,59,42,83,41,135,102,250,65,80,26,24
2020/8/26,45,1,37,1,18,1,64,58,67,57,69,40,153,91,256,71,82,32,50
2020/8/27,46,1,39,1,20,1,70,62,81,53,85,53,170,106,256,90,80,57,51
2020/8/28,46,1,39,1,21,1,62,56,72,62,67,43,173,109,258,81,72,72,35
2020/8/29,40,1,1,1,0,1,64,90,61,37,57,45,192,82,233,47,56,30,41
2020/8/30,37,1,1,1,1,1,170,51,80,3,97,0,3,3,4,14,91,24,75
2020/8/31,44,1,35,1,18,2,28,41,65,44,90,47,169,104,228,106,68,41,33
2020/9/1,35,1,11,1,10,1,35,32,46,32,60,27,104,75,240,85,57,13,20
2020/9/2,41,1,28,1,18,1,44,52,58,40,71,31,124,94,247,60,73,45,32
2020/9/3,44,1,37,1,19,1,58,53,61,50,74,44,147,101,253,64,64,35,35
2020/9/4,51,1,41,1,23,1,88,50,92,60,81,40,185,110,314,94,90,28,43
2020/9/5,39,1,1,0,0,2,96,55,56,20,68,32,90,75,229,24,32,2,47
2020/9/6,31,1,2,1,1,1,59,41,50,14,34,11,45,2,4,3,47,25,46
2020/9/7,40,1,30,1,20,1,34,29,60,38,68,32,116,82,262,68,77,8,17
2020/9/8,44,2,38,1,18,1,34,40,59,60,67,44,159,110,296,81,70,16,20
2020/9/9,44,1,38,1,16,1,41,35,65,54,61,30,173,118,260,79,72,33,34
2020/9/10,39,1,35,1,17,2,36,42,54,41,82,39,151,109,287,67,67,33,24
2020/9/11,53,1,37,1,18,1,50,46,61,38,88,41,167,96,299,77,70,34,18
2020/9/12,33,1,1,1,1,1,57,27,31,23,25,17,80,58,201,24,2,2,11
2020/9/13,21,1,2,1,1,1,47,28,45,13,22,0,4,3,4,24,19,9,7
2020/9/14,32,1,8,1,5,1,21,20,48,19,47,29,96,70,219,46,38,10,12
2020/9/15,31,1,8,1,7,1,27,25,55,25,46,23,88,64,238,43,39,3,17
2020/9/16,30,1,7,1,5,2,19,24,37,31,51,23,85,63,270,45,33,5,16
2020/9/17,30,1,10,1,8,1,24,28,34,30,44,23,118,87,266,33,47,6,15
2020/9/18,20,1,33,1,17,1,45,40,67,36,79,33,174,75,291,49,63,10,29
2020/9/19,12,1,1,1,1,1,35,29,45,15,33,23,94,51,202,3,2,2,5
2020/9/20,11,1,1,1,1,1,33,4,28,3,17,14,37,28,54,18,2,2,5
2020/9/21,7,1,2,0,1,1,24,9,27,3,15,19,47,40,88,7,4,2,3
2020/9/22,7,2,1,1,1,1,23,11,32,3,20,15,42,44,89,32,4,2,8
2020/9/23,11,1,2,1,1,1,18,16,33,15,25,15,55,43,92,38,3,2,11
2020/9/24,10,1,1,1,1,1,16,4,36,9,25,15,46,36,98,14,2,2,5
2020/9/25,9,1,2,1,1,1,4,3,38,8,34,15,47,43,104,4,2,2,17
2020/9/26,5,1,1,1,1,1,12,3,36,3,4,10,33,29,60,3,2,2,0
2020/9/27,4,1,1,1,1,1,17,5,31,3,4,0,4,2,4,3,3,2,0
2020/9/28,12,1,5,1,1,1,14,4,28,6,37,21,56,43,91,19,2,2,4
2020/9/29,9,1,2,1,1,1,14,8,36,10,36,17,42,38,92,6,2,2,3
2020/9/30,10,1,1,1,1,1,18,5,28,14,14,17,50,39,93,3,2,2,11
2020/10/1,11,2,2,1,1,1,12,15,31,12,25,17,52,40,96,17,3,2,5
2020/10/2,11,1,2,1,1,1,18,7,30,17,30,20,58,43,126,15,8,1,0
2020/10/3,5,1,2,1,0,1,31,13,26,4,4,18,54,30,170,12,16,2,1
2020/10/4,3,1,1,1,1,1,23,7,27,5,19,0,4,3,4,3,2,2,2
2020/10/5,12,1,2,1,1,1,14,12,27,16,34,16,50,38,190,29,23,2,2
2020/10/6,11,1,1,1,1,1,14,3,30,10,26,14,64,38,186,3,11,2,9
2020/10/7,10,1,2,1,1,1,5,7,33,10,26,17,46,36,151,3,2,2,3
2020/10/8,4,1,1,1,1,1,23,3,44,4,10,0,30,31,151,3,2,2,2
2020/10/9,5,2,2,1,1,1,34,3,61,3,8,7,25,31,136,3,2,2,0
2020/10/10,3,1,1,1,1,1,5,3,31,2,4,0,15,23,63,3,17,11,1
2020/10/11,3,1,1,1,1,1,12,3,38,3,5,0,4,3,4,3,3,2,1
2020/10/12,11,1,2,1,1,1,13,3,27,4,24,7,42,32,173,3,2,3,7
2020/10/13,10,1,1,1,1,1,11,3,30,9,22,13,54,42,190,23,5,2,11
2020/10/14,10,1,2,1,1,1,14,3,26,9,28,11,43,37,170,3,2,2,4
2020/10/15,6,1,1,1,1,1,4,12,55,7,20,7,32,33,129,3,3,2,7
2020/10/16,6,1,2,1,1,1,15,26,53,2,6,9,35,29,91,3,2,2,0
2020/10/17,3,2,1,1,1,1,67,23,60,3,4,0,22,14,51,3,2,3,0
2020/10/18,3,1,1,1,1,1,14,46,52,2,4,0,4,3,5,8,19,2,0
2020/10/19,4,1,2,1,1,7,11,41,64,3,8,4,6,23,66,3,2,2,0
2020/10/20,3,1,1,2,1,1,8,3,30,2,10,6,26,29,77,3,3,2,1
2020/10/21,4,1,2,1,1,1,5,23,63,3,7,0,39,22,68,3,2,2,0
2020/10/22,4,1,1,1,1,2,18,19,54,3,6,7,22,26,78,4,3,19,1
2020/10/23,4,2,2,1,1,1,17,18,60,2,12,0,37,32,94,3,2,2,0
2020/10/24,6,1,1,1,1,1,15,40,33,3,4,0,12,16,44,3,3,3,0
2020/10/25,3,1,2,2,1,1,17,51,52,2,19,0,8,3,4,3,2,2,2
2020/10/26,6,1,1,1,1,1,4,6,49,3,15,0,24,28,85,3,3,2,9
2020/10/27,4,1,2,1,1,2,7,16,33,2,13,1,44,28,88,4,2,2,0
2020/10/28,5,1,1,1,1,1,23,23,57,3,17,0,39,26,91,3,2,2,0
2020/10/29,6,1,2,1,1,1,11,30,47,3,11,0,45,28,80,3,3,3,0
2020/10/30,4,2,1,2,1,1,19,26,66,3,10,0,35,16,72,3,2,2,0
2020/10/31,4,1,1,1,1,2,21,42,75,2,4,13,4,15,43,3,10,22,0
2020/11/1,3,1,2,1,1,1,55,52,54,3,18,0,4,2,4,4,25,2,0
2020/11/2,5,1,1,1,1,1,28,18,60,2,7,2,33,16,68,3,3,2,0
2020/11/3,3,1,2,1,1,1,5,34,52,3,4,0,4,3,52,3,2,2,0
2020/11/4,3,1,4,2,2,5,8,32,54,2,11,3,33,15,53,3,3,2,3
2020/11/5,7,1,5,2,1,6,5,39,59,3,6,0,39,16,61,4,2,19,0
2020/11/6,8,2,12,2,2,7,21,33,70,2,4,0,23,14,47,3,2,2,0
2020/11/7,5,1,2,1,1,1,52,37,54,3,7,0,4,2,52,17,6,5,0
2020/11/8,3,1,1,1,1,1,26,23,53,2,17,0,4,3,4,3,2,2,0
2020/11/9,9,1,4,2,1,5,4,42,68,3,11,0,24,14,67,3,5,5,0
2020/11/10,9,1,14,2,5,9,23,30,42,2,5,0,4,14,41,4,3,2,0
2020/11/11,9,1,14,2,4,14,24,50,72,3,4,0,17,14,49,3,4,2,0
2020/11/12,17,2,23,5,12,15,38,53,74,2,10,0,4,14,49,3,31,31,0
2020/11/13,13,1,11,3,4,6,29,43,62,3,11,0,4,15,79,3,3,3,0
2020/11/14,7,1,1,1,2,1,36,26,57,2,9,0,4,13,11,3,22,2,0
2020/11/15,3,1,2,1,1,1,63,54,53,3,5,0,4,2,5,4,3,2,0
2020/11/16,10,1,6,2,2,4,37,37,57,2,14,0,4,15,62,3,16,2,0
2020/11/17,5,1,2,2,2,1,19,33,34,3,5,0,4,17,85,3,3,2,0
2020/11/18,9,2,3,1,1,3,4,33,59,2,4,0,4,17,104,3,2,3,4
2020/11/19,5,1,2,2,1,1,4,10,47,3,9,0,4,21,147,3,3,2,1
2020/11/20,5,1,2,1,1,1,5,3,26,9,11,11,56,25,164,4,2,2,1
