“úŽž,EHPK-1,EHPK-2,GHEX-1,GHEX-2,GHEX-3,GHEX-4,EHP1-1,EHP1-2,EHP1-3,EHP2-3,EHP2-4,EHP3-1,EHP3-2,EHP3-3,EHP3-4,EHP4-1,EHP4-3,EHP4-5,EHP4-6
2019/3/16,4,2,2,1,1,2,4,3,53,26,5,0,4,2,36,3,3,69,9
2019/3/17,3,1,2,1,1,1,39,51,60,2,46,0,4,2,4,10,2,20,5
2019/3/18,15,2,23,10,9,15,16,35,64,29,5,0,5,24,58,7,24,39,3
2019/3/19,10,1,13,6,4,6,4,44,52,3,4,0,4,33,87,3,2,28,1
2019/3/20,9,2,8,4,3,5,19,27,40,3,11,0,4,35,81,3,3,3,1
2019/3/21,3,1,2,1,1,1,4,16,52,2,19,0,4,34,76,3,2,6,1
2019/3/22,5,1,1,1,1,1,16,4,53,3,5,0,4,36,80,3,2,8,1
2019/3/23,3,2,2,1,1,1,18,45,43,42,5,0,5,3,41,11,3,47,20
2019/3/24,3,1,2,1,1,2,37,51,61,6,51,0,4,2,4,3,2,40,5
2019/3/25,19,2,22,9,7,15,13,35,64,15,5,0,4,26,57,3,3,2,1
2019/3/26,10,1,22,9,7,13,5,24,28,2,4,0,4,29,66,4,2,3,1
2019/3/27,12,2,6,3,3,4,30,31,47,3,5,0,5,32,81,3,2,2,2
2019/3/28,7,1,8,3,2,6,35,74,75,2,4,0,4,34,75,3,3,8,1
2019/3/29,13,1,27,15,16,15,74,7,78,16,5,0,4,31,79,3,2,69,1
2019/3/30,4,2,2,1,1,1,30,3,58,46,4,0,4,2,48,3,14,35,1
2019/3/31,3,1,1,2,1,1,44,56,65,2,15,0,5,3,4,3,2,2,1
2019/4/1,14,2,23,13,13,15,12,34,62,3,5,0,4,29,66,4,2,2,1
2019/4/2,18,1,26,15,16,16,4,46,41,35,29,0,4,29,71,3,13,3,1
2019/4/3,21,2,24,15,16,15,57,24,49,22,9,0,4,27,66,3,19,46,1
2019/4/4,12,1,13,7,7,10,49,41,60,3,11,0,4,27,79,3,24,23,1
2019/4/5,8,1,5,3,3,3,30,3,53,3,5,0,5,37,90,3,6,2,2
2019/4/6,3,2,1,1,1,1,16,3,39,2,4,0,4,27,60,3,15,3,1
2019/4/7,4,1,2,2,1,2,6,30,45,3,21,0,4,2,4,4,2,4,1
2019/4/8,7,2,25,11,8,14,10,34,62,2,5,0,4,29,100,3,17,2,1
2019/4/9,12,1,13,6,5,9,6,8,35,3,5,0,5,33,80,3,22,11,3
2019/4/10,24,2,30,15,18,15,68,76,84,44,4,0,4,27,78,3,3,79,11
2019/4/11,20,1,16,8,8,15,53,17,65,21,12,0,4,29,75,3,24,2,4
2019/4/12,14,1,23,15,12,16,55,7,60,26,9,0,4,31,85,4,25,27,1
2019/4/13,7,2,2,1,1,1,26,53,60,34,5,0,5,14,30,3,12,16,1
2019/4/14,3,1,1,1,1,1,48,45,60,2,12,0,4,3,4,3,2,8,10
2019/4/15,6,2,3,1,1,2,4,14,53,3,8,0,4,36,97,3,2,2,8
2019/4/16,5,1,4,3,3,3,4,40,35,3,13,0,4,37,97,3,3,2,1
2019/4/17,3,1,1,1,1,1,32,3,54,2,4,0,4,38,103,3,2,2,1
2019/4/18,4,2,2,1,1,2,16,8,31,3,5,0,21,44,127,3,3,2,1
2019/4/19,6,1,2,1,1,1,7,3,32,2,5,0,40,45,159,4,2,2,1
2019/4/20,3,2,1,2,1,1,8,3,31,3,4,0,27,30,73,3,2,3,1
2019/4/21,4,1,2,1,2,1,4,17,48,3,4,0,4,2,4,3,3,2,1
2019/4/22,7,1,2,1,1,1,13,3,30,2,5,10,51,49,187,3,2,2,1
2019/4/23,7,2,1,1,1,2,4,21,31,3,10,2,45,48,161,3,3,4,1
2019/4/24,6,1,2,1,1,1,19,3,33,2,17,0,45,49,168,3,2,2,1
2019/4/25,8,1,1,1,1,1,5,8,34,3,33,5,48,51,197,3,7,3,15
2019/4/26,3,2,15,2,2,1,4,17,63,3,18,0,30,39,125,4,2,2,8
2019/4/27,3,1,2,1,1,1,40,3,42,3,4,0,25,30,61,3,2,2,0
2019/4/28,3,2,2,1,1,2,24,15,47,3,4,0,4,3,5,3,2,2,0
2019/4/29,3,1,1,1,1,1,23,3,29,3,4,0,4,2,4,3,3,2,0
2019/4/30,3,2,2,1,1,1,4,4,30,17,5,0,14,36,107,3,29,3,0
2019/5/1,3,1,2,2,1,1,14,3,28,3,4,0,4,3,4,3,2,2,0
2019/5/2,4,1,1,1,2,1,16,3,57,3,5,0,24,43,127,4,18,2,0
2019/5/3,3,2,2,1,1,2,4,3,26,2,4,0,25,42,128,12,4,2,0
2019/5/4,3,1,1,1,1,1,5,3,29,3,4,0,35,30,89,3,2,2,0
2019/5/5,3,1,2,1,1,1,4,3,28,2,4,0,4,2,5,2,3,2,0
2019/5/6,3,2,2,1,1,1,4,4,29,3,4,0,3,3,4,3,2,2,0
2019/5/7,3,1,1,1,1,1,5,3,31,3,8,0,36,38,108,3,2,2,0
2019/5/8,3,2,2,2,1,2,4,3,34,2,4,0,28,40,115,3,3,2,0
2019/5/9,6,1,2,1,2,1,4,3,29,3,17,0,29,41,134,3,2,2,0
2019/5/10,3,1,1,1,1,1,20,3,30,2,14,0,54,55,175,3,12,4,2
2019/5/11,10,2,2,1,1,1,16,9,31,3,5,7,44,44,141,3,2,2,0
2019/5/12,7,1,1,1,1,1,5,5,32,3,19,0,6,2,4,15,2,2,0
2019/5/13,5,1,2,1,1,2,4,3,31,2,13,2,50,46,134,2,2,2,0
2019/5/14,3,2,2,2,1,1,4,3,37,3,22,7,37,46,164,5,3,2,2
2019/5/15,3,1,1,1,2,1,4,4,32,2,22,7,46,61,191,2,15,2,3
2019/5/16,6,2,2,1,1,1,14,6,40,4,26,7,42,64,180,20,20,3,0
2019/5/17,13,1,2,1,1,1,8,3,39,12,28,10,50,55,213,3,12,6,3
2019/5/18,9,1,1,1,1,2,16,14,35,3,17,15,43,43,141,3,2,2,2
2019/5/19,3,2,2,1,1,1,5,17,32,4,25,0,18,3,4,5,19,8,23
2019/5/20,14,1,1,2,1,1,4,3,34,13,26,12,50,53,161,3,18,14,0
2019/5/21,11,1,2,1,2,1,12,3,39,5,25,0,46,48,155,17,12,4,5
2019/5/22,12,2,2,1,1,1,13,8,34,11,17,7,49,52,156,3,11,3,10
2019/5/23,10,1,1,1,1,2,13,6,39,13,19,11,48,56,199,3,16,6,2
2019/5/24,12,1,2,1,1,1,30,14,44,15,33,11,62,57,210,3,24,14,16
2019/5/25,4,2,2,1,1,1,42,23,50,17,34,14,63,48,186,22,2,3,6
2019/5/26,7,1,1,2,1,1,46,26,59,4,13,0,4,2,35,24,15,2,6
2019/5/27,20,1,2,1,1,1,37,3,71,28,47,21,85,66,232,52,43,22,16
2019/5/28,14,2,1,1,2,2,24,20,47,17,45,12,78,53,216,40,40,2,3
2019/5/29,15,1,2,1,1,1,22,9,41,12,40,7,67,49,199,28,30,1,9
2019/5/30,11,2,2,1,1,1,12,4,47,11,35,19,51,46,199,29,33,6,7
2019/5/31,10,1,1,1,1,1,12,7,39,12,34,17,64,46,199,29,25,6,10
2019/6/1,3,1,2,2,1,1,30,21,34,6,18,10,45,38,167,18,2,3,0
2019/6/2,3,2,1,1,1,2,26,21,50,3,19,0,11,2,4,21,2,1,0
2019/6/3,10,1,2,1,1,1,27,12,43,13,41,15,77,52,211,38,24,5,4
2019/6/4,11,1,2,1,2,1,15,13,49,18,43,13,75,56,210,37,34,6,4
2019/6/5,9,2,1,1,1,1,37,4,59,17,36,7,70,51,202,21,29,7,17
2019/6/6,13,1,2,1,1,1,18,21,69,24,51,18,99,64,230,46,36,13,9
2019/6/7,9,1,2,2,1,2,15,10,51,18,39,9,54,45,179,34,27,13,6
2019/6/8,4,2,1,1,1,1,31,21,41,3,14,4,32,42,156,18,2,24,0
2019/6/9,3,1,2,1,1,1,15,7,38,10,14,0,4,2,4,3,3,2,2
2019/6/10,4,2,1,1,2,1,7,3,35,8,26,0,47,38,144,15,2,2,1
2019/6/11,6,1,2,1,1,1,13,7,32,9,26,10,44,42,153,18,2,2,3
2019/6/12,6,1,2,2,1,2,16,3,33,11,21,0,38,40,139,22,8,3,3
2019/6/13,10,2,1,1,1,1,12,3,41,13,35,2,50,50,193,30,22,2,6
2019/6/14,11,1,2,1,1,1,10,11,39,16,45,9,52,53,208,27,32,7,7
2019/6/15,3,1,2,1,1,1,15,3,36,2,10,4,16,32,125,5,2,1,1
2019/6/16,3,2,1,1,1,1,38,20,43,3,30,0,4,3,4,23,2,2,10
2019/6/17,10,1,2,1,2,2,17,11,44,12,41,4,67,47,186,36,22,4,3
2019/6/18,13,1,1,2,1,1,28,11,43,15,41,0,62,54,215,26,37,9,10
2019/6/19,10,2,2,1,1,1,56,19,46,14,54,0,64,55,218,27,37,12,20
2019/6/20,12,1,2,1,1,1,23,15,53,19,46,7,77,56,215,39,44,13,13
2019/6/21,12,2,1,1,1,1,16,17,51,21,44,0,81,56,211,44,38,14,9
2019/6/22,32,2,2,2,1,3,33,24,48,13,12,14,37,40,167,17,13,2,14
2019/6/23,21,1,1,0,2,1,33,12,50,3,25,0,4,2,4,20,9,2,4
2019/6/24,7,1,2,1,1,1,17,12,36,10,32,1,47,40,150,32,5,2,4
2019/6/25,11,1,7,3,1,2,20,11,48,17,50,13,51,51,203,35,15,7,11
2019/6/26,14,1,10,8,5,3,55,20,52,22,54,12,65,59,222,32,34,8,14
2019/6/27,14,1,13,10,7,5,21,21,49,23,55,0,68,61,223,43,35,8,5
2019/6/28,15,1,15,10,11,6,24,32,47,24,60,16,69,61,230,49,33,14,14
2019/6/29,4,2,2,1,1,0,28,10,42,13,18,0,45,36,128,21,12,11,5
2019/6/30,3,1,1,1,1,1,29,12,47,2,34,0,4,2,4,17,3,3,7
2019/7/1,12,1,2,1,1,1,22,8,54,17,43,0,51,52,167,30,19,4,8
2019/7/2,12,1,8,6,2,3,18,13,52,20,52,12,74,57,194,31,20,7,13
2019/7/3,13,1,12,6,4,3,23,12,62,19,63,13,55,57,213,39,30,7,16
2019/7/4,12,1,4,1,2,3,20,12,50,19,42,3,59,45,191,40,28,4,8
2019/7/5,11,1,2,1,1,2,16,14,43,15,56,20,53,51,190,36,25,2,8
2019/7/6,8,2,1,1,1,1,23,23,42,12,18,0,33,40,156,7,3,2,11
2019/7/7,3,1,2,1,0,1,33,10,40,3,21,0,10,3,4,3,10,8,9
2019/7/8,13,1,1,1,1,1,20,9,39,14,34,10,56,44,160,28,14,3,5
2019/7/9,8,1,2,1,2,1,14,8,35,11,42,3,42,40,141,32,13,2,6
2019/7/10,10,1,1,1,0,1,16,13,45,16,38,13,42,44,157,26,21,8,3
2019/7/11,10,1,2,1,2,1,15,9,37,22,25,0,51,44,167,26,15,4,5
2019/7/12,8,2,1,1,0,1,14,6,38,18,29,13,39,41,140,29,12,9,8
2019/7/13,12,1,1,1,1,1,18,21,50,13,25,4,33,38,146,4,17,3,11
2019/7/14,3,1,2,1,1,1,47,8,32,7,4,0,4,3,4,7,3,2,9
2019/7/15,3,1,1,1,1,1,6,3,48,3,31,0,31,37,146,11,7,2,8
2019/7/16,11,1,2,1,1,1,19,8,35,11,32,19,48,37,150,27,4,4,3
2019/7/17,13,1,7,1,1,2,30,14,46,18,43,14,58,45,192,31,19,5,12
2019/7/18,16,1,11,7,6,3,43,14,56,19,54,0,84,51,220,39,38,20,11
2019/7/19,17,2,15,9,9,5,56,37,87,26,54,17,74,60,224,52,38,26,26
2019/7/20,6,1,2,1,1,1,37,33,63,6,21,18,42,46,200,18,25,7,16
2019/7/21,3,1,1,1,1,1,27,31,39,3,49,0,4,2,4,3,25,2,26
2019/7/22,13,1,2,1,1,1,28,14,51,19,51,15,58,51,182,25,26,6,10
2019/7/23,12,1,7,5,5,3,44,22,43,26,46,11,72,51,214,35,18,7,19
2019/7/24,17,1,18,11,11,5,62,21,76,32,46,19,75,70,232,43,39,14,23
2019/7/25,19,1,30,13,15,11,61,28,99,36,52,0,108,79,238,46,39,22,29
2019/7/26,19,1,31,13,16,10,70,35,95,41,54,26,97,80,236,58,56,23,27
2019/7/27,7,1,1,1,1,1,65,42,79,25,38,16,87,56,219,19,34,20,28
2019/7/28,3,2,1,1,0,1,78,31,95,3,34,0,4,2,5,27,54,6,48
2019/7/29,23,1,38,19,20,14,69,44,102,41,59,28,119,82,229,63,50,20,30
2019/7/30,22,1,39,19,21,15,81,54,72,35,76,33,124,64,243,82,59,30,28
2019/7/31,25,1,40,20,21,14,55,22,109,39,71,33,128,86,239,65,61,55,42
2019/8/1,25,1,40,19,23,15,55,51,112,42,79,32,131,89,242,67,65,64,30
2019/8/2,42,1,42,20,25,16,22,30,105,43,70,30,136,87,242,81,57,48,20
2019/8/3,36,1,1,1,0,1,85,53,85,29,54,26,134,68,230,48,41,34,34
2019/8/4,33,1,1,1,1,1,64,35,96,21,52,0,4,2,5,45,39,31,41
2019/8/5,46,1,40,22,19,13,49,40,107,32,80,45,131,84,231,66,59,42,33
2019/8/6,46,1,39,20,20,13,60,19,80,46,69,44,151,88,241,76,67,54,32
2019/8/7,49,2,42,24,20,12,57,21,107,47,72,44,147,86,239,68,64,47,33
2019/8/8,47,1,39,23,19,13,64,22,100,50,70,38,131,84,238,72,67,42,23
2019/8/9,49,1,40,24,18,13,58,25,93,49,76,39,156,87,240,76,60,62,20
2019/8/10,34,1,1,1,1,1,36,22,56,33,53,25,136,78,226,61,45,37,0
2019/8/11,32,1,2,1,0,1,63,35,101,2,46,0,3,2,5,45,36,30,31
2019/8/12,33,1,1,1,0,1,48,35,70,12,41,0,18,2,4,42,46,37,24
2019/8/13,42,1,37,17,17,13,29,38,84,43,67,41,123,79,242,70,46,39,19
2019/8/14,45,1,35,18,17,13,49,22,77,39,59,36,102,76,237,69,42,38,18
2019/8/15,45,1,36,22,17,11,44,30,84,36,48,36,103,74,233,71,41,19,20
2019/8/16,44,1,33,21,15,11,45,32,82,24,59,32,96,74,241,64,38,33,16
2019/8/17,35,2,2,1,0,1,44,64,94,33,40,21,103,73,232,34,36,35,24
2019/8/18,32,1,1,1,0,1,64,53,109,10,43,0,29,2,4,32,58,17,31
2019/8/19,43,1,35,21,16,10,33,37,82,36,57,0,128,74,229,66,57,23,18
2019/8/20,38,1,21,16,16,11,38,35,70,17,60,31,79,68,230,51,42,27,16
2019/8/21,40,1,27,18,15,9,46,18,80,23,51,32,84,62,235,57,50,15,17
2019/8/22,36,1,13,12,11,10,46,24,82,14,49,25,74,55,229,45,44,18,15
2019/8/23,34,1,13,9,11,12,30,32,76,14,44,25,61,54,223,36,38,20,22
2019/8/24,30,1,1,1,0,1,49,19,64,3,40,23,86,45,209,27,27,17,5
2019/8/25,26,2,2,1,0,1,45,29,73,3,24,0,4,2,4,51,27,3,16
2019/8/26,35,1,11,10,10,10,25,20,68,20,37,24,82,53,226,58,42,21,10
2019/8/27,35,1,14,9,10,11,23,20,64,16,48,28,70,58,228,51,39,28,15
2019/8/28,35,1,16,14,11,12,31,15,58,16,39,24,73,56,222,36,34,21,13
2019/8/29,41,1,17,14,16,13,61,23,91,25,54,34,85,77,236,50,47,34,19
2019/8/30,36,1,11,10,8,11,32,10,65,17,48,20,60,57,224,44,33,18,15
2019/8/31,30,1,1,1,0,1,61,41,65,6,41,19,73,48,215,34,22,20,20
2019/9/1,28,1,1,1,0,1,39,37,76,2,45,0,16,2,5,3,41,14,34
2019/9/2,40,2,35,19,15,12,39,31,84,32,63,30,106,74,230,51,50,29,27
2019/9/3,37,1,16,16,12,12,33,24,50,24,45,2,82,68,230,35,51,19,11
2019/9/4,15,1,6,2,3,6,27,14,74,21,46,11,61,48,208,31,33,18,11
2019/9/5,34,1,15,11,7,11,34,17,62,19,49,19,61,53,228,42,41,11,14
2019/9/6,39,1,33,15,15,12,46,32,60,24,73,27,96,63,237,62,44,18,18
2019/9/7,30,1,2,1,0,1,52,54,95,9,33,14,81,57,223,41,29,15,1
2019/9/8,30,1,1,1,0,1,47,33,83,19,35,0,4,2,4,11,36,15,46
2019/9/9,45,1,39,17,19,8,37,41,57,35,67,45,145,81,233,74,57,19,27
2019/9/10,43,1,38,19,19,12,32,29,54,30,74,46,146,63,241,78,64,28,33
2019/9/11,40,2,37,21,18,11,42,25,70,32,65,30,103,58,233,65,55,39,4
2019/9/12,36,1,12,10,11,11,40,23,56,25,58,29,78,62,227,52,36,22,13
2019/9/13,30,1,3,1,2,1,19,13,45,22,43,22,55,35,221,36,29,22,12
2019/9/14,23,1,2,1,0,1,30,15,33,3,22,10,48,35,147,5,12,9,7
2019/9/15,25,1,1,1,1,1,40,19,63,15,20,0,4,2,4,19,23,6,18
2019/9/16,21,1,1,1,1,1,30,20,30,2,20,0,73,38,187,8,17,3,13
2019/9/17,37,1,21,10,11,4,41,17,58,21,51,33,81,55,256,61,35,8,15
2019/9/18,27,1,3,1,1,1,19,23,37,14,40,24,50,40,218,32,27,7,11
2019/9/19,28,2,7,2,1,3,32,13,30,14,34,24,60,49,230,41,23,8,7
2019/9/20,25,1,6,1,2,2,29,16,31,13,38,0,72,42,193,39,30,11,10
2019/9/21,22,1,1,0,0,1,24,10,30,3,13,18,31,34,160,17,2,2,2
2019/9/22,24,1,1,0,1,1,36,11,43,11,6,0,4,3,4,6,2,2,16
2019/9/23,29,1,2,1,0,1,39,7,59,3,31,31,77,46,219,16,19,10,25
2019/9/24,32,1,13,12,10,4,27,37,33,22,39,27,67,45,227,52,34,8,3
2019/9/25,30,1,10,4,6,4,23,21,33,19,42,22,72,45,221,45,31,12,15
2019/9/26,28,1,7,1,4,3,35,17,31,22,40,19,66,54,271,46,34,7,6
2019/9/27,31,1,8,1,7,3,33,17,31,26,43,20,69,48,278,38,33,7,10
2019/9/28,25,2,1,1,0,1,27,12,37,6,18,19,58,39,198,30,2,2,10
2019/9/29,25,1,1,1,0,1,40,23,39,12,28,0,4,3,4,5,34,3,20
2019/9/30,33,1,13,7,9,3,26,17,31,33,47,15,78,45,222,53,37,13,6
2019/10/1,31,1,11,6,7,4,31,23,32,25,47,24,77,46,229,56,35,18,8
2019/10/2,30,1,9,5,7,4,27,14,34,16,45,21,80,46,222,45,29,10,15
2019/10/3,32,1,9,1,5,4,36,31,33,17,44,7,69,51,258,45,22,8,8
2019/10/4,15,1,10,7,8,5,35,29,33,25,46,27,69,50,226,46,28,10,16
2019/10/5,10,1,1,1,0,1,50,38,54,16,21,33,71,46,201,36,2,3,28
2019/10/6,6,2,2,1,0,1,24,11,46,2,21,0,4,2,4,4,15,2,5
2019/10/7,11,1,2,1,0,1,23,24,32,14,31,17,51,40,189,23,17,8,4
2019/10/8,12,1,5,1,1,2,25,14,36,11,47,17,53,44,196,33,28,5,6
2019/10/9,11,1,2,1,1,1,19,9,33,16,19,18,57,39,176,31,10,3,6
2019/10/10,11,1,1,1,0,1,17,17,31,14,31,13,46,40,178,35,12,3,7
2019/10/11,9,1,2,1,1,1,20,20,30,13,36,15,47,37,176,17,22,2,7
2019/10/12,3,2,1,1,0,1,4,3,29,2,4,0,4,3,5,3,2,2,0
2019/10/13,3,1,1,1,0,1,4,8,29,3,25,0,4,2,4,46,2,2,0
2019/10/14,3,1,2,1,0,1,14,3,32,3,4,13,24,31,133,6,3,2,5
2019/10/15,10,1,1,1,0,1,17,16,31,4,29,2,52,34,147,19,2,1,11
2019/10/16,5,1,2,1,0,1,12,9,32,4,16,2,35,30,120,10,2,2,1
2019/10/17,3,1,1,1,1,1,8,6,30,2,21,3,35,32,84,12,3,2,2
2019/10/18,4,1,1,1,0,1,12,6,32,3,17,0,44,33,79,11,2,2,1
2019/10/19,3,2,2,1,0,1,13,7,28,2,4,7,19,33,55,4,2,2,0
2019/10/20,3,1,1,1,0,1,20,19,28,3,7,0,4,2,4,11,2,2,6
2019/10/21,6,1,2,1,0,1,12,12,31,2,16,10,31,35,76,3,3,2,8
2019/10/22,3,1,1,1,1,1,22,3,29,3,20,0,4,2,4,3,2,2,0
2019/10/23,5,1,2,1,0,1,16,6,29,2,31,5,52,40,90,15,2,2,9
2019/10/24,4,1,1,1,0,1,10,5,30,3,21,0,41,35,80,11,2,2,2
2019/10/25,4,2,2,1,1,1,8,18,31,2,11,0,31,33,74,12,3,2,0
2019/10/26,3,1,1,1,0,1,30,5,28,3,4,13,38,29,60,14,2,2,0
2019/10/27,4,1,1,1,0,1,15,7,29,2,12,0,4,3,4,3,2,2,2
2019/10/28,4,1,2,1,0,1,11,5,30,3,16,0,47,33,72,3,2,2,10
2019/10/29,3,1,1,1,0,1,18,9,30,2,13,0,34,30,75,3,3,2,5
2019/10/30,4,1,2,1,1,1,6,4,27,3,11,7,48,34,115,9,2,2,5
2019/10/31,6,2,1,1,0,1,4,3,29,2,17,0,39,34,113,3,2,1,0
2019/11/1,4,1,2,1,0,1,4,4,29,2,15,0,56,35,140,3,3,2,5
2019/11/2,3,1,1,1,0,1,4,8,30,3,4,10,34,22,72,6,2,2,0
2019/11/3,4,1,1,1,0,1,13,3,29,2,12,0,4,2,4,8,2,2,0
2019/11/4,3,1,2,1,0,1,4,5,41,3,4,0,23,28,85,15,2,2,3
2019/11/5,3,1,1,1,1,1,8,3,50,2,11,0,37,29,81,2,3,6,10
2019/11/6,3,2,2,1,1,1,20,3,55,3,18,0,44,30,73,3,3,2,4
2019/11/7,3,1,1,1,0,1,11,4,30,2,10,0,42,33,106,3,2,3,1
2019/11/8,4,1,2,1,1,1,11,5,41,3,12,0,38,30,98,3,2,2,0
2019/11/9,3,1,1,1,0,1,9,5,27,2,4,16,22,19,31,3,2,16,0
2019/11/10,3,1,1,1,0,1,5,3,57,2,14,0,4,2,4,17,3,11,0
2019/11/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/11/12,5,1,1,1,1,1,4,3,39,2,7,0,39,30,56,3,2,2,0
2019/11/13,3,1,2,1,0,1,17,29,66,3,5,0,24,28,58,3,2,2,0
2019/11/14,3,1,1,1,1,1,8,3,53,2,4,0,29,30,65,3,3,3,0
2019/11/15,4,1,2,1,1,1,16,3,55,3,5,0,26,27,61,3,2,30,0
2019/11/16,3,2,1,1,0,1,5,21,30,2,4,0,4,14,44,3,2,24,0
2019/11/17,3,1,2,1,0,1,36,4,47,2,4,0,4,3,4,3,2,20,16
2019/11/18,3,1,1,1,1,1,12,22,51,3,5,0,34,27,58,3,2,2,1
2019/11/19,3,1,2,1,0,2,4,3,31,2,4,0,42,32,65,3,3,2,1
2019/11/20,4,1,1,1,0,1,40,11,53,3,5,0,28,26,56,3,2,9,1
2019/11/21,3,1,1,1,1,1,39,3,58,14,4,0,16,26,53,3,2,18,1
2019/11/22,8,2,24,1,1,12,54,23,80,29,5,0,4,24,50,3,13,42,1
2019/11/23,7,1,1,1,0,1,15,7,27,34,7,0,7,6,24,5,36,37,18
2019/11/24,4,1,2,1,0,2,27,12,57,26,4,2,10,5,6,3,2,9,1
2019/11/25,3,1,2,1,0,1,7,24,49,2,5,0,27,32,66,4,3,9,1
2019/11/26,10,1,27,2,1,15,11,3,53,30,4,0,4,26,52,3,2,25,1
2019/11/27,15,2,25,4,0,14,54,3,78,2,5,0,8,27,45,3,3,21,4
2019/11/28,15,1,25,1,1,15,60,7,82,19,4,0,5,27,52,3,2,26,1
2019/11/29,14,1,29,6,0,15,54,58,79,15,5,0,9,25,45,4,3,44,1
2019/11/30,18,1,2,2,1,2,8,63,63,32,5,0,4,15,27,7,2,33,1
2019/12/1,3,2,1,1,1,1,55,34,78,31,4,0,4,2,4,3,57,37,1
2019/12/2,23,1,27,8,1,15,30,22,68,18,6,0,3,22,42,3,20,42,20
2019/12/3,12,1,19,2,0,9,4,41,34,3,6,0,4,25,47,3,24,21,2
2019/12/4,17,1,20,2,1,15,56,39,76,2,6,0,13,24,49,4,24,28,9
2019/12/5,20,1,22,4,1,16,44,33,90,3,9,0,10,25,49,3,3,32,1
2019/12/6,29,2,27,6,1,15,53,51,95,38,12,0,5,25,48,3,23,35,12
2019/12/7,21,1,2,1,0,1,51,29,54,38,4,0,4,14,18,32,52,65,27
2019/12/8,3,1,1,1,1,1,46,3,57,3,69,0,4,2,4,4,61,45,6
2019/12/9,27,1,32,16,1,16,26,69,75,37,25,0,4,19,33,3,28,35,15
2019/12/10,24,2,24,4,1,15,17,62,85,19,4,0,4,24,42,9,6,32,8
2019/12/11,18,1,21,4,0,11,10,23,65,3,5,0,4,27,57,3,31,26,21
2019/12/12,13,1,14,2,1,7,60,9,75,3,4,0,4,27,56,14,9,17,1
2019/12/13,19,1,29,7,0,15,65,52,86,3,5,0,4,23,40,44,33,48,2
2019/12/14,14,2,1,2,1,2,15,3,55,47,5,0,4,16,32,3,44,48,3
2019/12/15,4,1,2,1,1,1,44,41,83,35,5,0,4,3,4,4,71,36,11
2019/12/16,28,1,29,6,0,15,28,47,73,28,6,0,4,21,38,3,35,39,2
2019/12/17,27,1,28,9,1,16,62,51,44,3,10,0,4,23,38,41,23,32,5
2019/12/18,19,1,20,4,1,15,47,36,67,4,8,0,4,26,44,3,22,31,5
2019/12/19,29,2,27,4,0,15,71,43,72,15,5,2,4,24,48,3,3,35,5
2019/12/20,26,1,22,3,1,15,18,41,72,2,7,0,4,26,50,4,26,30,4
2019/12/21,27,1,1,2,1,2,16,4,54,48,5,0,4,15,23,34,64,55,23
2019/12/22,7,1,2,1,0,1,21,25,48,3,8,0,4,2,4,36,79,37,31
2019/12/23,28,1,28,8,1,15,32,15,86,43,5,7,3,18,34,26,51,29,3
2019/12/24,25,2,2,1,0,1,45,68,68,35,4,0,4,19,43,17,29,39,20
2019/12/25,27,1,31,15,1,16,60,47,68,40,5,0,10,12,32,34,64,48,15
2019/12/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/12/27,22,1,24,5,1,15,39,32,78,27,5,0,4,24,40,13,47,41,16
2019/12/28,12,2,2,1,0,1,42,8,55,45,4,0,5,21,4,53,70,53,2
2019/12/29,3,1,2,1,1,1,5,4,23,3,5,0,4,2,4,4,53,57,8
2019/12/30,4,1,1,1,1,1,4,3,22,3,4,0,4,2,4,22,38,44,1
2019/12/31,3,1,2,1,0,2,4,3,22,2,5,0,5,3,4,4,12,50,1
2020/1/1,3,2,2,2,1,1,5,3,21,3,4,0,4,2,4,3,2,3,1
2020/1/2,4,1,1,1,1,1,4,3,21,3,5,0,4,2,5,3,2,2,2
2020/1/3,3,1,33,18,1,17,5,3,20,2,4,0,4,2,4,3,3,2,1
2020/1/4,21,1,2,1,0,1,96,69,47,3,66,0,5,3,4,60,49,75,36
2020/1/5,3,2,1,1,1,1,79,36,92,31,59,0,4,2,4,23,86,77,2
2020/1/6,31,1,30,15,1,17,19,36,87,64,42,31,4,4,5,68,81,58,26
2020/1/7,29,1,32,15,1,15,79,63,89,50,31,25,5,13,16,53,35,53,1
2020/1/8,30,1,32,15,0,16,93,77,99,46,31,22,4,15,26,43,55,43,23
2020/1/9,23,2,22,4,1,14,4,35,84,23,4,0,4,19,35,15,41,27,15
2020/1/10,20,1,27,7,1,15,26,72,69,29,5,0,4,21,40,36,27,29,1
2020/1/11,21,1,1,1,1,1,97,33,40,32,16,0,5,10,22,43,31,35,23
2020/1/12,3,1,2,1,0,2,55,52,97,2,5,0,4,2,4,11,69,61,22
2020/1/13,4,2,2,1,1,1,58,44,88,37,5,0,4,3,24,9,55,40,30
2020/1/14,22,1,27,7,1,15,11,60,33,36,4,5,4,21,40,49,32,38,13
2020/1/15,29,1,29,9,1,15,77,16,66,12,19,8,5,21,37,39,36,38,9
2020/1/16,31,1,30,8,0,15,69,45,104,25,6,0,4,20,50,39,7,42,4
2020/1/17,32,2,29,6,1,15,15,20,99,25,5,0,4,18,48,28,28,63,1
