,ì˙ï ,é¿ê—
1,0.2928693303340203,0.0
2,-0.22276242073379487,0.0
6,2.7392945364702017,0.0
7,1.5157206523998692,1.0
9,5.051459964976285,0.0
16,2.5235039705995113,0.0
17,3.1493352172112217,0.0
18,3.0328877198229227,4.0
19,4.626590378484523,3.0
26,1.5438248754399677,0.0
29,2.995451470828748,2.0
30,0.27352335286050244,0.0
31,1.2723676565565518,0.0
32,1.663221830551611,0.0
38,12.617852595085411,0.0
41,4.15299574349412,2.0
44,7.410560914127146,0.0
45,3.7231212584735442,0.0
54,8.608003172408742,12.0
55,8.48593774280802,12.0
56,6.697243186469667,5.0
59,7.544442845607257,0.0
61,7.916299858496734,7.0
66,11.140727177609136,0.0
68,18.22849511406231,28.0
72,12.966877136741342,18.0
73,13.129484851429325,28.0
79,11.908008863090007,4.0
84,14.291200323722048,8.0
91,10.615086206111181,18.0
98,14.932961733494107,18.0
99,14.826614109800325,19.0
100,20.227244280130904,67.0
101,16.594354184747328,53.0
103,18.048537630930085,37.0
105,21.18334713711637,27.0
107,37.02482528227481,61.0
119,40.812971190159324,39.0
120,24.475256484116144,27.0
122,41.38980616556816,44.0
124,41.00031547365607,36.0
129,19.37924494339781,32.0
130,24.446641394479418,31.0
138,15.118777466576608,16.0
140,36.80660597249626,29.0
141,40.538110524105846,24.0
142,41.40527881010891,14.0
144,22.317255899274375,24.0
146,40.881433821134934,42.0
151,41.090647496077395,51.0
153,5.998128538361813,7.0
154,4.679753856406182,4.0
155,4.631337211934211,3.0
163,15.662104352836193,22.0
166,14.624588647512653,6.0
171,14.836329364114368,20.0
178,2.907606297758823,2.0
180,7.435713466845209,0.0
181,8.85525311621023,14.0
185,9.811575111580508,14.0
186,14.044356594411784,10.0
190,13.82562591169689,10.0
192,10.711049223366421,12.0
202,3.3177601992079127,3.0
209,5.288095984240819,0.0
212,1.9522721911340266,0.0
213,2.740209209189181,0.0
215,2.1464281234361637,0.0
217,1.7928740914042258,3.0
221,2.4950493588563125,11.0
235,3.901092335743518,7.0
239,4.0421951268712855,1.0
240,5.4500522647126886,1.0
243,3.159877655206702,0.0
249,3.8275928212459234,0.0
251,8.306271577693407,18.0
254,4.119949105706087,6.0
255,2.6669935061454213,21.0
266,4.600657174823681,8.0
269,20.92341608003023,20.0
272,16.70818820749338,59.0
274,18.457379473841364,2.0
275,27.505704524550726,1.0
276,27.505704524550726,1.0
280,25.20220097379739,45.0
282,17.365946803458673,52.0
283,14.430301694074343,47.0
286,24.99951781435746,16.0
287,17.005613599397392,10.0
288,26.040661079534363,35.0
292,24.99951781435746,8.0
296,18.035214595152436,30.0
298,11.866386113333043,16.0
301,14.484895919288888,16.0
307,14.215209436423038,15.0
309,26.24334423897429,1.0
312,15.701207835222165,31.0
314,15.301577108597204,7.0
328,17.536724342700268,22.0
329,15.227760238556908,11.0
332,12.468446739423666,1.0
333,10.207495310374458,1.0
339,3.0282880773919643,8.0
343,1.9689443954973607,16.0
344,2.1962045086634943,1.0
346,0.7235616941589402,2.0
350,2.8127716183756246,1.0
353,3.7692052511833882,1.0
357,3.4009732546680165,1.0
358,2.082317714585339,1.0
363,2.2310685446390455,1.0
