,“ú•Ê
1,inf
2,inf
3,inf
5,inf
6,inf
7,62.24
9,inf
10,inf
11,inf
12,inf
15,81.14
16,inf
17,inf
18,3.17
20,3.53
21,28.95
23,inf
24,inf
25,inf
26,inf
27,25.29
28,inf
29,24.38
30,inf
31,inf
32,inf
34,inf
35,52.45
36,3.21
37,inf
38,inf
42,35.52
44,inf
46,184.37
48,11.01
52,inf
54,22.29
55,37.75
57,8.25
59,inf
60,23.07
61,29.99
63,25.51
64,26.52
65,14.21
66,inf
67,31.61
69,37.9
70,2.63
72,27.01
76,22.11
77,22.57
78,17.95
79,83.65
80,2.42
82,15.04
83,21.01
84,60.13
86,62.59
87,8.04
88,13.01
90,14.6
91,26.56
92,146.17
94,33.48
97,52.98
98,2.01
99,15.12
100,27.82
101,26.36
102,11.33
103,23.52
104,16.79
105,14.74
106,21.33
107,17.64
109,3.75
110,16.57
111,5.51
112,21.26
113,36.02
114,5.66
118,32.04
120,5.03
121,211.59
122,8.0
123,15.68
124,1.67
125,1.31
126,9.36
127,5.83
129,14.84
130,2.96
131,13.17
133,62.82
134,19.6
136,5.76
138,13.92
139,3.34
140,28.67
141,46.37
144,28.42
145,36.14
146,14.73
147,26.67
148,23.02
149,34.63
150,6.42
154,25.18
155,64.45
156,inf
158,295.61
159,26.47
160,16.24
163,16.5
164,103.21
168,0.7
170,64.76
171,29.9
172,1.33
173,1.99
174,2.55
175,91.41
178,127.92
179,inf
182,31.92
185,10.2
186,19.99
187,1.99
189,5.28
190,39.93
191,20.02
192,4.88
193,10.8
194,10.29
195,505.17
196,6.27
199,4.9
200,87.94
201,61.7
204,inf
205,inf
206,inf
207,inf
209,inf
211,inf
214,11.29
215,inf
216,inf
217,75.63
220,110.33
221,41.0
223,198.79
224,26.98
225,31.73
226,inf
227,inf
228,12.99
230,inf
231,inf
232,inf
234,inf
235,32.16
236,161.75
237,53.98
238,24.53
240,6.21
241,122.32
242,inf
243,inf
244,95.05
245,inf
246,inf
248,inf
249,inf
251,40.06
252,162.47
253,128.87
254,36.76
255,63.78
256,28.1
257,912.9
259,inf
260,45.37
262,1617.49
263,104.09
265,190.79
266,0.24
267,4.31
270,209.11
271,15.68
272,65.22
273,166.32
274,706.83
276,2432.04
278,51.41
279,23.18
280,35.26
282,36.26
283,37.36
284,36.22
285,29.01
286,40.67
288,26.16
289,11.82
290,18.29
291,1254.2
292,194.03
293,1014.18
294,7.7
295,4.28
296,7.39
297,22.47
298,2.38
299,11.7
300,75.26
301,3.99
302,227.33
303,40.07
304,38.82
306,29.1
307,26.71
308,67.39
309,1308.42
310,1821.39
313,29.77
314,107.87
316,29.03
322,43.0
323,34.25
325,27.7
326,11.21
328,6.93
330,107.6
331,765.06
334,5.9
337,48.5
338,112.33
340,85.07
343,39.05
345,7.81
347,158.45
348,38.71
350,235.93
352,289.71
354,67.66
355,98.9
356,704.66
357,12.04
358,68.47
359,123.23
360,58.4
361,225.66
363,173.89
