,“ú•Ê
1,inf
2,inf
6,inf
7,51.57
9,inf
16,inf
17,inf
18,24.18
19,54.22
26,inf
29,49.77
30,inf
31,inf
32,inf
38,inf
41,107.65
44,inf
45,inf
54,28.27
55,29.28
56,33.94
59,inf
61,13.09
66,inf
68,34.9
72,27.96
73,53.11
79,197.7
84,78.64
91,41.03
98,17.04
99,21.97
100,69.81
101,68.69
103,51.22
105,21.54
107,39.3
119,4.65
120,9.35
122,5.93
124,13.89
129,39.44
130,21.14
138,5.51
140,26.92
141,68.91
142,195.75
144,7.01
146,2.66
151,19.43
153,14.31
154,16.99
155,54.38
163,28.81
166,143.74
171,25.82
178,45.38
180,inf
181,36.75
185,29.92
186,40.44
190,38.26
192,10.74
202,10.59
209,inf
212,inf
213,inf
215,inf
217,40.24
221,77.32
235,44.27
239,304.22
240,445.01
243,inf
249,inf
251,53.85
254,31.33
255,87.3
266,42.49
269,4.62
272,71.68
274,822.87
275,2650.57
276,2650.57
280,44.0
282,66.6
283,69.3
286,56.25
287,70.06
288,25.6
292,212.49
296,39.88
298,25.84
301,9.47
307,5.23
309,2524.33
312,49.35
314,118.59
328,20.29
329,38.43
332,1146.84
333,920.75
339,62.15
343,87.69
344,119.62
346,63.82
350,181.28
353,276.92
357,240.1
358,108.23
363,123.11
