,“ú•Ê
0,inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,68.0
9,inf
10,inf
11,inf
13,25.66
14,inf
15,0.83
16,inf
17,inf
18,26.81
19,22.35
20,3.4
21,20.83
22,45.01
24,inf
25,inf
27,60.86
30,inf
31,inf
32,inf
34,inf
36,49.82
38,inf
39,23.46
40,inf
41,212.69
42,31.03
43,18.06
44,inf
45,inf
46,151.27
48,16.91
49,38.16
50,4.89
51,inf
55,34.85
56,56.16
58,inf
59,inf
60,47.9
62,37.54
64,11.91
65,0.47
66,inf
68,10.23
69,26.74
71,4.92
72,21.57
73,5.94
75,34.65
76,8.93
78,19.5
79,94.0
82,31.66
83,18.86
84,70.51
85,2.78
87,22.49
89,8.45
90,32.4
91,36.78
92,118.72
93,5.49
94,45.94
97,74.26
98,8.23
99,5.47
100,43.55
101,37.05
102,3.02
103,25.65
105,2.75
106,7.82
107,37.29
109,23.29
110,33.51
111,14.76
112,6.42
114,24.0
115,6.65
116,16.04
117,29.64
120,6.15
121,199.2
122,21.59
123,13.98
124,4.16
125,9.34
126,0.27
128,4.95
129,20.52
131,8.55
132,11.47
134,1.52
136,23.93
137,91.37
138,4.34
140,18.97
141,38.24
144,15.58
145,61.86
146,17.34
150,13.63
152,2.96
153,0.98
156,inf
157,inf
158,195.74
159,130.81
160,17.65
161,33.18
162,28.68
164,111.02
165,98.81
167,37.16
168,48.92
170,44.18
171,34.74
172,0.49
174,12.75
175,87.14
177,38.57
180,inf
181,27.98
182,43.65
184,34.68
187,10.59
188,27.19
190,37.81
191,26.89
192,6.9
193,7.7
194,19.49
195,586.07
198,5.58
199,41.03
202,2.22
203,inf
204,inf
205,inf
206,inf
207,inf
208,180.11
209,inf
210,inf
211,inf
213,inf
214,81.43
215,inf
219,255.75
220,12.71
223,135.76
224,29.83
225,44.28
228,49.66
229,10.58
230,inf
231,inf
232,inf
235,9.77
236,77.75
237,63.51
240,211.84
244,174.67
245,inf
247,inf
248,inf
249,inf
250,39.7
254,29.63
255,58.15
256,23.69
260,34.81
262,1613.7
263,138.63
264,206.26
265,176.36
267,28.93
268,57.14
269,10.18
270,276.65
271,26.62
277,1746.95
279,18.89
280,36.31
282,42.64
283,41.55
284,47.08
285,74.86
286,45.62
288,21.52
289,16.97
293,1115.95
295,0.42
296,11.63
297,31.13
298,21.16
299,23.91
301,33.81
302,234.86
303,45.22
305,1.71
306,4.72
307,5.71
309,1979.56
310,2120.7
311,34.79
313,30.31
314,78.1
315,143.0
316,34.91
317,34.79
319,19.62
320,29.6
321,3.79
322,45.07
323,35.4
326,15.05
328,9.18
330,123.03
331,389.32
332,378.73
333,350.44
334,23.15
335,223.48
337,14.34
339,27.54
340,242.1
341,2.59
342,232.19
343,44.66
344,117.16
346,31.27
347,270.96
348,250.91
349,180.1
350,352.03
351,47.5
352,138.82
353,47.09
355,169.63
356,1172.97
357,75.53
358,60.72
360,19.67
363,30.27
364,120.35
