,“ú•Ê
0,inf
1,inf
2,inf
4,inf
5,inf
7,102.86
8,inf
9,inf
10,inf
13,9.94
15,41.01
16,inf
17,inf
21,33.53
22,59.64
25,inf
26,inf
27,0.53
28,inf
30,inf
32,inf
33,inf
34,inf
35,4.3
36,22.17
38,inf
41,176.52
42,25.3
45,inf
46,139.0
47,31.76
48,23.83
49,22.05
50,25.03
52,inf
53,28.83
54,30.91
55,15.68
56,7.4
57,5.78
61,9.35
62,25.88
64,5.68
65,5.02
66,inf
68,14.15
69,11.67
70,25.13
71,15.21
72,7.8
73,33.45
75,27.46
76,11.13
77,13.68
78,15.97
80,0.98
82,20.53
84,43.79
86,81.87
87,7.56
90,20.48
91,26.27
93,16.01
94,33.39
96,51.28
98,9.56
102,6.41
103,28.24
104,9.63
105,19.41
106,6.06
107,33.21
108,3.19
110,31.91
111,11.19
112,8.98
114,23.64
116,3.69
118,35.8
119,0.99
121,240.72
122,18.91
123,5.66
124,0.49
127,17.65
128,2.61
129,1.97
131,14.29
133,56.14
134,10.41
137,70.49
138,21.6
139,31.54
140,20.83
141,45.11
142,144.95
143,81.2
144,1.41
146,15.86
148,23.44
149,48.02
151,20.51
153,2.87
154,0.26
155,25.95
156,inf
157,inf
158,159.06
159,184.29
162,12.04
164,79.83
166,85.88
167,30.81
168,23.78
169,11.97
171,18.83
172,6.65
173,1.9
174,1.07
175,46.82
176,5.73
178,52.19
179,inf
180,inf
181,6.84
183,117.36
184,34.88
187,42.13
189,11.53
191,22.76
192,14.72
193,7.05
194,34.88
195,504.24
196,16.13
197,43.93
198,22.26
199,20.7
201,101.2
202,28.32
204,inf
205,inf
207,inf
208,125.19
209,inf
210,inf
211,inf
212,inf
213,inf
215,inf
218,29.73
220,93.04
221,59.84
222,inf
224,44.47
225,10.31
226,inf
228,3.77
230,inf
231,inf
232,inf
234,inf
235,47.92
236,31.53
237,59.56
239,241.54
240,126.37
241,311.16
242,inf
243,inf
244,20.63
245,inf
246,inf
247,inf
248,inf
251,37.25
252,30.95
253,353.22
257,1582.43
259,inf
260,41.57
261,10.88
263,204.64
264,122.41
265,400.49
266,19.75
267,41.95
268,55.26
269,6.31
270,333.87
271,3.74
272,52.79
275,1995.44
276,1944.32
277,1369.46
278,3.66
279,31.73
280,34.01
282,43.5
283,50.27
284,38.26
286,24.96
287,30.73
288,32.03
289,32.97
290,19.88
291,1437.78
292,151.53
293,918.95
294,1.45
297,28.21
299,36.07
301,0.85
302,228.09
303,47.96
304,50.28
305,2.56
308,77.91
314,127.88
315,185.24
316,22.66
317,18.54
318,31.11
319,1.87
320,31.63
321,2.84
323,41.88
325,21.95
326,11.71
328,13.68
330,145.08
331,393.65
332,267.84
335,103.1
336,2.77
337,1.54
339,22.78
342,392.94
343,43.55
344,16.0
345,6.16
347,158.49
348,75.63
349,262.09
352,172.83
353,124.93
354,97.51
355,168.73
357,327.22
358,4.94
360,3.89
361,206.92
362,389.99
364,293.86
