,“ú•Ê
3,inf
6,inf
11,inf
12,inf
14,inf
18,55.86
19,6.83
20,16.74
23,inf
24,inf
29,137.64
31,inf
37,inf
39,46.52
40,inf
43,35.42
44,inf
51,inf
58,inf
59,inf
60,63.14
63,0.57
67,103.46
74,36.53
79,95.35
81,0.66
83,31.44
85,25.96
88,7.75
89,7.11
92,165.44
95,12.88
97,65.81
99,13.05
100,58.2
101,60.55
109,21.44
113,50.34
115,2.73
117,44.26
120,31.45
125,12.03
126,4.18
130,9.62
132,4.73
135,45.51
136,40.77
145,79.32
147,21.52
150,19.47
152,16.43
160,35.96
161,18.07
163,24.68
165,78.41
170,22.36
177,58.97
182,83.33
185,5.81
186,55.4
188,71.98
190,72.44
200,80.89
203,inf
206,inf
214,99.57
216,inf
217,41.37
219,17.23
223,126.56
227,inf
229,55.05
233,inf
238,50.02
249,inf
250,70.54
254,25.13
255,87.88
256,66.62
258,316.74
262,1939.23
273,536.69
274,1200.76
281,19.26
285,77.52
295,11.89
296,27.39
298,13.39
300,150.49
306,31.65
307,28.85
309,2232.54
310,2205.48
311,31.69
312,43.25
313,17.08
322,47.17
324,5.1
327,1799.0
329,82.51
333,745.62
334,131.96
338,216.06
340,374.16
341,38.84
346,43.87
350,321.02
351,39.4
356,1911.19
359,127.18
363,418.76
