,“ú•Ê
0,inf
3,inf
4,inf
5,inf
8,inf
10,inf
11,inf
12,inf
13,19.64
14,inf
15,20.83
20,33.13
21,29.38
22,7.44
23,inf
24,inf
25,inf
27,42.41
28,inf
33,inf
34,inf
35,12.54
36,25.35
37,inf
39,21.91
40,inf
42,43.94
43,15.46
46,315.35
47,14.83
48,20.71
49,30.48
50,24.19
51,inf
52,inf
53,25.79
57,7.31
58,inf
60,44.81
62,21.0
63,14.33
64,5.96
65,2.32
67,57.0
69,1.69
70,7.91
71,2.88
74,6.19
75,29.92
76,4.08
77,6.81
78,18.85
80,3.61
81,3.37
82,23.69
83,9.1
85,7.79
86,51.82
87,5.72
88,1.71
89,9.97
90,24.85
92,109.63
93,1.31
94,40.95
95,8.24
96,30.8
97,16.76
102,11.48
104,10.95
106,10.52
108,2.57
109,19.29
110,30.05
111,9.87
112,15.39
113,47.59
114,20.37
115,1.42
116,4.61
117,44.07
118,35.41
121,233.83
123,17.14
125,6.82
126,2.5
127,11.94
128,17.72
131,36.97
132,9.37
133,26.68
134,6.37
135,15.35
136,32.56
137,71.72
139,4.48
143,107.03
145,27.59
147,31.88
148,13.58
149,46.92
150,5.9
152,20.3
156,inf
157,inf
158,199.53
159,277.69
160,26.32
161,10.52
162,33.35
164,75.16
165,50.44
167,34.57
168,30.95
169,35.29
170,9.19
172,2.53
173,4.92
174,7.12
175,17.19
176,12.77
177,30.64
179,inf
182,53.13
183,133.77
184,0.56
187,18.43
188,42.65
189,35.91
191,35.42
193,10.18
194,31.64
195,494.3
196,12.96
197,41.12
198,5.1
199,39.29
200,27.06
201,58.11
203,inf
204,inf
205,inf
206,inf
207,inf
208,319.44
210,inf
211,inf
214,0.3
216,inf
218,50.73
219,40.88
220,58.71
222,inf
223,144.39
224,42.32
225,27.53
226,inf
227,inf
228,29.68
229,41.25
230,inf
231,inf
232,inf
233,inf
234,inf
236,169.9
237,64.16
238,46.75
241,431.11
242,inf
244,143.02
245,inf
246,inf
247,inf
248,inf
250,52.37
252,156.03
253,258.33
256,3.1
257,1611.11
258,164.44
259,inf
260,40.66
261,8.95
262,848.8
263,17.86
264,47.0
265,284.78
267,5.69
268,65.68
270,320.44
271,15.91
273,93.04
277,1140.34
278,0.19
279,15.99
281,9.35
284,37.88
285,69.39
289,38.24
290,15.11
291,1312.6
293,1149.98
294,10.72
295,3.55
297,33.71
299,25.0
300,137.14
302,122.2
303,43.96
304,47.21
305,4.16
306,10.76
308,116.74
310,2650.57
311,23.6
313,13.79
315,150.0
316,26.91
317,28.73
318,33.71
319,13.79
320,45.87
321,5.68
322,55.65
323,36.29
324,16.16
325,24.98
326,10.42
327,1422.78
330,123.47
331,1059.32
334,24.74
335,127.99
336,9.21
337,32.23
338,35.08
340,152.38
341,10.69
342,107.84
345,123.75
347,242.95
348,167.69
349,136.5
351,44.61
352,306.44
354,64.92
355,56.54
356,542.64
359,239.81
360,44.75
361,160.55
362,220.68
364,100.04
