,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
5,32.63,45.77
8,130.99,46.62
16,98.52,96.66
18,15.22,18.42
19,4.03,2.88
27,1.36,2.78
29,0.27,22.4
30,33.17,187.7
32,0.72,1.76
37,394.6,44.76
39,86.69,15.0
43,75.79,20.11
44,89.37,1.12
47,155.49,40.18
48,35.09,30.92
49,61.07,69.99
55,1.64,3.67
60,10.11,7.06
61,46.92,35.44
67,5.88,49.74
69,8.49,37.77
72,232.04,129.4
79,248.13,62.53
80,135.13,24.64
84,31.7,31.25
88,7.9,6.19
89,4.47,16.68
91,8.45,11.05
93,23.68,102.31
96,29.22,31.13
97,5.39,4.19
98,5.34,3.34
101,50.25,55.17
105,12.47,12.92
113,18.06,11.46
116,22.88,32.94
118,13.42,4.62
123,36.97,42.0
