,éûçèï 
1,inf
2,inf
5,inf
6,inf
10,inf
13,inf
14,inf
17,inf
22,inf
25,inf
27,inf
31,inf
35,inf
36,inf
43,inf
46,inf
49,inf
60,76.77
62,inf
67,91.92
68,inf
69,inf
71,inf
73,inf
74,97.74
76,inf
78,inf
82,inf
84,inf
85,inf
87,inf
88,inf
93,inf
96,78.34
98,inf
102,85.83
106,inf
109,inf
114,inf
115,103.11
120,inf
121,inf
125,inf
130,27.36
135,inf
136,inf
139,inf
140,91.22
146,inf
148,inf
149,inf
150,55.05
154,73.06
157,inf
165,inf
168,inf
171,inf
172,inf
182,inf
183,71.38
186,inf
187,inf
188,inf
190,inf
193,inf
194,inf
195,inf
196,inf
203,inf
204,58.59
205,80.53
206,inf
207,56.4
209,inf
210,inf
212,21.43
215,78.08
216,77.98
217,inf
218,inf
220,inf
221,inf
223,inf
225,inf
226,inf
230,72.97
231,inf
237,80.46
238,inf
245,inf
247,inf
250,inf
251,48.76
255,inf
258,inf
262,inf
268,inf
270,54.35
273,65.78
276,61.65
277,55.96
284,inf
288,86.43
289,inf
290,inf
297,52.66
298,inf
308,inf
311,inf
314,inf
326,64.26
328,inf
330,inf
333,91.11
334,inf
335,inf
340,84.92
353,inf
357,inf
362,90.5
364,inf
365,inf
366,3.09
368,17.03
377,inf
389,77.69
391,inf
396,inf
405,inf
406,inf
415,inf
417,inf
422,inf
425,inf
426,inf
427,inf
429,inf
431,inf
438,inf
440,inf
444,25.73
451,inf
456,inf
459,inf
463,45.71
465,60.19
467,inf
470,inf
472,inf
474,inf
475,inf
478,inf
481,inf
482,inf
483,inf
486,107.79
487,inf
490,inf
493,inf
494,inf
498,inf
499,93.43
502,inf
505,inf
509,inf
517,inf
518,10.56
519,inf
524,inf
527,inf
528,inf
529,inf
530,inf
534,inf
535,inf
536,inf
539,inf
544,inf
546,inf
552,inf
554,inf
555,86.15
565,inf
566,inf
570,101.41
574,inf
579,inf
586,inf
587,inf
588,inf
590,inf
591,89.7
596,inf
606,20.23
607,inf
614,inf
616,inf
618,inf
619,89.29
621,inf
627,inf
629,inf
631,inf
642,inf
645,inf
646,inf
647,80.55
651,inf
652,inf
653,inf
654,62.76
655,inf
659,inf
669,inf
670,89.36
674,inf
682,inf
683,inf
702,inf
704,inf
705,inf
708,32.19
710,inf
714,83.5
722,98.55
727,inf
729,65.33
730,105.76
738,inf
739,inf
743,inf
754,inf
763,105.2
766,inf
768,inf
769,inf
773,inf
776,inf
778,102.76
781,inf
784,inf
786,113.47
789,inf
791,inf
795,inf
796,inf
801,62.74
802,inf
805,inf
806,inf
809,80.7
811,inf
813,inf
819,inf
820,inf
822,inf
826,inf
831,87.1
832,inf
833,inf
836,inf
837,inf
844,inf
855,inf
859,inf
863,inf
866,inf
867,inf
869,87.09
874,inf
876,43.4
877,inf
880,inf
884,inf
887,90.76
888,inf
892,inf
895,inf
899,inf
902,82.21
904,inf
906,inf
911,inf
912,inf
916,inf
919,inf
923,inf
926,inf
933,82.96
936,inf
937,inf
938,inf
942,inf
943,inf
953,inf
959,inf
964,inf
968,inf
973,inf
977,inf
979,inf
981,inf
985,inf
986,inf
991,68.99
992,inf
993,inf
995,inf
998,inf
1004,inf
1008,inf
1010,inf
1013,inf
1016,inf
1028,inf
1029,89.79
1030,inf
1035,inf
1037,inf
1041,inf
1042,inf
1045,11.03
1047,inf
1049,inf
1058,inf
1060,87.62
1061,inf
1065,inf
1074,inf
1082,83.71
1083,inf
1084,inf
1086,inf
1087,inf
1089,inf
1090,70.19
1092,inf
1093,inf
1094,inf
1095,inf
1096,inf
1103,inf
1106,inf
1109,inf
1110,inf
1111,32.08
1124,inf
1125,inf
1127,inf
1130,inf
1132,inf
1140,58.73
1148,inf
1150,inf
1155,91.91
1157,inf
1158,inf
1161,inf
1163,65.09
1167,79.66
1170,inf
1171,105.2
1172,inf
1178,inf
1180,inf
1181,inf
1183,inf
1184,inf
1192,inf
1194,inf
1198,inf
1203,inf
1204,inf
1207,inf
1208,inf
1211,inf
1213,36.51
1218,inf
1222,inf
1223,inf
1226,inf
1235,88.24
1239,inf
1242,inf
1243,88.8
1244,inf
1246,inf
1247,inf
1251,inf
1256,inf
1262,inf
1268,inf
1270,inf
1273,inf
1275,83.63
1276,inf
1277,inf
1279,66.65
1292,inf
1295,inf
1296,inf
1308,27.27
1310,20.58
1312,inf
1316,inf
1320,inf
1324,inf
1327,72.9
1337,inf
1341,inf
1346,inf
1350,inf
1362,inf
1363,inf
1364,inf
1368,inf
1369,inf
1375,47.38
1377,9.69
1381,inf
1385,inf
1388,inf
1390,inf
1392,inf
1393,inf
1397,inf
1401,inf
1403,inf
1404,inf
1405,inf
1406,62.57
1407,inf
1408,inf
1409,inf
1410,inf
1420,inf
1423,inf
1431,inf
1437,inf
1438,inf
1450,29.39
1451,34.01
1453,16.76
1458,inf
1465,inf
1467,97.18
1471,37.55
1473,31.23
1475,inf
1478,5.14
1482,inf
1487,inf
1489,90.88
1491,inf
1492,inf
1494,inf
1497,inf
1500,8.74
1504,26.43
1505,inf
1508,inf
1511,96.19
1513,inf
1523,inf
1526,17.77
1527,26.82
1529,inf
1532,inf
1540,inf
1541,89.44
1545,39.05
1546,inf
1548,25.31
1549,11.51
1550,26.78
1555,103.85
1558,inf
1563,inf
1566,inf
1570,81.99
1571,inf
1573,inf
1574,inf
1587,inf
1597,inf
1598,inf
1610,inf
1613,inf
1615,42.52
1616,7.46
1618,inf
1619,24.44
1622,47.88
1629,inf
1631,inf
1632,inf
1633,inf
1634,inf
1642,28.61
1647,21.11
1649,inf
1652,inf
1654,inf
1656,inf
1657,83.04
1658,inf
1659,inf
1665,13.41
1667,23.51
1669,59.47
1673,inf
1684,inf
1687,13.65
1696,65.88
1697,inf
1707,inf
1708,inf
1711,inf
1721,inf
1722,inf
1724,87.89
1726,inf
1732,inf
1735,inf
1743,inf
1746,89.89
1747,inf
1749,inf
1756,inf
1757,inf
1760,inf
1763,inf
1764,inf
1768,inf
1773,inf
1774,inf
1781,inf
1790,20.63
1793,inf
1795,inf
1796,inf
1797,84.62
1811,15.1
1813,21.67
1815,9.82
1817,inf
1818,inf
1822,inf
1826,101.39
1833,11.64
1840,27.45
1841,inf
1842,inf
1843,65.81
1846,inf
1854,inf
1855,38.67
1856,18.63
1858,34.28
1860,13.61
1863,10.85
1868,inf
1869,69.41
1870,inf
1871,inf
1873,inf
1875,inf
1876,inf
1879,inf
1880,24.3
1881,21.82
1886,0.19
1887,23.22
1888,30.14
1893,inf
1897,inf
1899,77.28
1902,inf
1903,81.79
1907,inf
1911,inf
1913,inf
1917,inf
1925,inf
1927,76.01
1930,inf
1934,inf
1936,inf
1937,inf
1943,90.64
1944,inf
1945,inf
1951,34.56
1952,13.58
1955,inf
1958,43.52
1960,inf
1962,85.45
1967,inf
1968,inf
1969,inf
1973,inf
1976,2.66
1977,37.07
1981,5.69
1984,inf
1987,inf
1991,inf
1993,89.28
1995,inf
1997,inf
1998,30.91
2000,6.54
2003,4.23
2004,9.87
2010,inf
2014,inf
2016,inf
2018,inf
2025,0.86
2028,6.24
2029,19.87
2031,8.83
2034,inf
2035,inf
2039,inf
2045,inf
2048,4.4
2052,6.14
2055,24.96
2056,6.82
2059,inf
2060,inf
2062,inf
2066,inf
2069,99.24
2074,inf
2075,inf
2079,inf
2083,inf
2088,inf
2092,inf
2095,inf
2096,inf
2100,inf
2101,inf
2105,inf
2106,inf
2107,76.86
2111,inf
2112,inf
2115,inf
2116,inf
2121,29.2
2128,3.21
2130,77.79
2135,inf
2136,inf
2147,2.93
2149,12.85
2154,inf
2158,inf
2159,inf
2171,15.35
2176,inf
2183,inf
2185,inf
2187,inf
2196,32.34
2198,22.27
2201,inf
2207,inf
2209,inf
2210,inf
2214,inf
2220,60.89
2223,inf
2224,80.01
2226,inf
2229,inf
2237,inf
2238,inf
2242,29.31
2245,inf
2247,inf
2249,108.38
2250,inf
2252,inf
2254,inf
2262,inf
2265,inf
2268,inf
2269,inf
2272,inf
2274,inf
2280,inf
2281,inf
2283,inf
2284,inf
2286,73.37
2287,inf
2288,70.26
2289,77.06
2294,0.12
2298,inf
2300,88.47
2307,88.42
2308,inf
2309,inf
2310,inf
2311,22.92
2312,2.45
2314,31.19
2324,inf
2325,inf
2328,inf
2331,101.0
2333,inf
2336,6.36
2345,inf
2348,88.62
2359,28.67
2362,0.93
2363,0.99
2364,7.15
2368,49.28
2376,inf
2383,60.54
2392,31.31
2396,inf
2399,89.02
2400,inf
2403,inf
2404,inf
2407,19.99
2408,inf
2411,inf
2415,inf
2419,inf
2424,inf
2426,inf
2427,inf
2429,inf
2431,inf
2434,81.13
2435,12.2
2438,inf
2440,inf
2443,inf
2450,86.15
2455,5.57
2463,38.28
2465,inf
2475,inf
2476,inf
2477,inf
2478,63.97
2479,22.26
2480,0.32
2483,30.07
2493,inf
2495,inf
2502,47.31
2504,13.36
2507,14.8
2509,9.76
2510,2.32
2511,6.39
2512,13.6
2517,87.02
2522,inf
2529,42.26
2543,inf
2545,inf
2549,inf
2558,62.06
2560,6.2
2564,inf
2565,inf
2570,90.19
2573,inf
2574,100.93
2588,inf
2591,89.38
2593,inf
2595,inf
2601,inf
2604,inf
2608,inf
2612,inf
2614,98.78
2616,inf
2618,inf
2619,inf
2620,inf
2621,inf
2623,inf
2626,6.22
2627,51.06
2628,54.23
2629,39.07
2630,18.17
2637,inf
2640,inf
2642,93.69
2645,inf
2647,20.35
2655,19.44
2657,inf
2658,inf
2661,inf
2662,inf
2663,inf
2665,inf
2667,88.56
2668,inf
2672,26.51
2682,inf
2688,inf
2690,inf
2691,inf
2693,inf
2694,inf
2696,inf
2700,105.12
2702,inf
2709,inf
2710,inf
2722,inf
2724,inf
2727,inf
2731,99.37
2732,inf
2735,inf
2737,inf
2738,103.97
2749,inf
2750,inf
2756,inf
2758,inf
2760,90.81
2761,inf
2763,inf
2765,inf
2766,34.78
2767,75.09
2768,76.16
2769,19.1
2776,inf
2778,inf
2781,inf
2783,inf
2785,inf
2786,inf
2789,88.92
2791,45.96
2800,12.67
2803,inf
2805,inf
2806,79.78
2808,inf
2809,inf
2810,inf
2811,inf
2814,51.47
2815,63.15
2817,24.89
2818,20.96
2821,36.78
2826,inf
2829,inf
2835,inf
2838,72.24
2840,15.46
2849,70.4
2852,inf
2855,inf
2857,100.35
2858,inf
2860,inf
2863,45.0
2866,4.56
2868,6.49
2872,0.2
2874,inf
2878,86.27
2881,inf
2884,inf
2885,inf
2886,50.13
2887,71.45
2892,36.86
2894,80.35
2904,inf
2907,97.96
2908,inf
2913,18.83
2915,21.97
2916,inf
2919,inf
2921,inf
2922,105.66
2923,inf
2928,inf
2931,inf
2934,inf
2935,inf
2936,inf
2942,inf
2950,inf
2953,inf
2956,inf
2958,56.08
2962,102.13
2964,3.33
2965,14.63
2972,inf
2975,inf
2981,86.5
2985,5.33
2988,16.08
2989,22.89
2991,20.21
2992,17.36
2994,inf
3000,inf
3008,1.31
3009,6.25
3010,25.37
3012,0.03
3016,44.05
3017,inf
3018,inf
3024,inf
3026,inf
3041,inf
3043,inf
3045,80.73
3047,inf
3048,inf
3050,inf
3051,inf
3052,105.38
3054,19.87
3057,18.48
3058,4.12
3066,inf
3067,inf
3072,inf
3075,inf
3078,84.05
3085,11.29
3089,98.48
3092,inf
3095,inf
3098,inf
3099,inf
3101,inf
3103,inf
3105,28.93
3109,30.49
3110,8.47
3115,inf
3117,85.42
3129,9.05
3131,15.69
3132,30.71
3133,36.72
3135,42.38
3138,inf
3139,97.94
3145,inf
3149,inf
3150,17.82
3152,8.83
3158,16.47
3159,27.27
3161,210.45
3162,41.99
3163,74.64
3164,11.28
3173,41.03
3175,46.86
3177,9.01
3182,20.23
3186,inf
3191,inf
3194,inf
3195,inf
3196,inf
3199,61.93
3202,34.63
3204,1.27
3211,79.98
3219,72.86
3221,inf
3223,7.81
3226,20.39
3227,57.91
3229,23.36
3231,65.23
3232,2.6
3244,88.69
3246,inf
3249,11.08
3258,inf
3260,inf
3269,86.36
3272,inf
3283,inf
3286,inf
3292,inf
3299,5.61
3300,35.76
3301,33.61
3303,24.99
3304,inf
3306,inf
3311,inf
3315,inf
3317,inf
3318,inf
3324,1.47
3325,10.52
3327,213.12
3332,inf
3337,inf
3343,31.0
3346,16.49
3348,18.39
3353,inf
3354,inf
3355,inf
3356,inf
3357,inf
3358,inf
3361,inf
3363,inf
3366,3.23
3367,inf
3368,27.37
3377,inf
3379,81.05
3384,inf
3385,inf
3386,inf
3390,7.8
3392,81.19
3393,8.58
3394,6.44
3395,6.74
3397,1.92
3398,32.01
3400,25.69
3406,inf
3408,inf
3410,inf
3411,85.58
3418,8.14
3423,11.51
3428,inf
3432,inf
3436,inf
3447,48.63
3448,inf
3450,inf
3451,inf
3458,inf
3461,83.27
3463,16.07
3466,6.84
3469,28.25
3472,7.74
3474,inf
3475,inf
3476,84.59
3480,inf
3485,inf
3486,22.59
3492,4.55
3493,3.25
3498,inf
3500,inf
3504,inf
3508,inf
3512,12.72
3514,3.55
3515,4.11
3517,9.33
3522,inf
3535,19.04
3537,23.92
3538,7.11
3541,9.72
3548,45.89
3556,58.87
3563,11.28
3568,23.26
3575,inf
3576,inf
3579,inf
3585,0.26
3590,26.21
3594,inf
3604,87.83
3613,5.36
3622,inf
3623,inf
3627,inf
3628,inf
3636,7.8
3640,158.6
3644,inf
3650,96.25
3651,inf
3653,inf
3657,10.53
3660,7.72
3664,27.06
3665,inf
3667,inf
3668,114.76
3669,inf
3674,inf
3675,inf
3683,63.46
3684,58.81
3685,73.69
3687,31.09
3688,21.4
3693,inf
3694,inf
3697,inf
3699,inf
3704,36.44
3705,73.55
3706,inf
3713,92.64
3714,inf
3721,98.72
3724,inf
3727,67.44
3728,67.21
3730,49.5
3731,52.75
3732,12.89
3736,63.47
3742,83.2
3743,inf
3748,inf
3749,101.81
3752,inf
3755,inf
3769,inf
3771,104.89
3783,inf
3784,inf
3794,89.2
3796,inf
3798,inf
3801,64.78
3802,27.91
3803,25.71
3804,33.06
3806,16.23
3811,inf
3817,inf
3823,inf
3825,29.26
3828,11.74
3832,26.59
3834,inf
3835,inf
3838,inf
3839,inf
3843,inf
3850,inf
3851,9.01
3856,17.66
3860,inf
3862,inf
3869,87.76
3870,inf
3872,inf
3873,35.17
3874,22.78
3876,16.03
3881,inf
3882,66.34
3884,inf
3885,inf
3889,inf
3890,inf
3900,35.89
3903,16.81
3905,inf
3906,inf
3919,inf
3920,inf
3921,inf
3922,64.65
3932,inf
3933,inf
3937,85.33
3939,inf
3950,inf
3959,inf
3961,inf
3964,inf
3965,inf
3967,inf
3975,21.05
3977,inf
3979,inf
3983,inf
3984,inf
3987,inf
3989,inf
3990,inf
3998,10.3
4000,9.86
4002,inf
4011,inf
4020,19.88
4024,5.49
4028,inf
4030,inf
4032,66.68
4033,inf
4034,inf
4035,inf
4036,inf
4038,52.5
4042,8.65
4045,1.1
4051,inf
4053,88.95
4054,inf
4055,inf
4063,55.24
4068,1.16
4070,34.27
4071,7.85
4072,inf
4077,inf
4092,inf
4093,inf
4096,inf
4100,inf
4107,inf
4108,inf
4109,inf
4116,inf
4124,inf
4130,inf
4134,inf
4137,inf
4140,97.72
4141,inf
4145,inf
4147,inf
4148,84.25
4152,inf
4154,inf
4155,84.85
4163,52.83
4169,inf
4170,inf
4175,inf
4180,inf
4181,inf
4182,inf
4185,38.11
4188,24.76
4192,inf
