,éûçèï 
1,inf
3,96.98
6,inf
8,96.32
9,inf
14,inf
15,inf
16,74.72
18,inf
21,inf
22,inf
23,81.23
25,inf
30,59.36
31,inf
33,inf
36,inf
46,inf
47,inf
53,inf
54,inf
63,inf
64,inf
74,88.02
83,inf
85,inf
86,inf
92,inf
93,inf
96,94.83
97,inf
101,inf
111,inf
113,inf
114,inf
115,94.23
117,inf
121,inf
122,82.36
125,inf
130,23.7
132,inf
143,inf
145,inf
149,inf
157,inf
159,inf
161,inf
162,inf
163,inf
168,inf
170,inf
175,13.75
178,inf
180,56.78
181,inf
183,51.14
184,inf
186,inf
188,inf
192,inf
200,80.34
203,inf
207,37.05
208,inf
209,inf
214,13.12
217,inf
219,inf
226,inf
228,inf
230,97.14
234,inf
235,inf
241,inf
242,inf
243,inf
245,inf
247,inf
248,inf
250,inf
251,54.91
254,inf
257,inf
260,inf
261,inf
262,inf
263,inf
266,88.92
271,53.93
274,31.98
275,inf
276,20.95
279,inf
280,inf
287,inf
290,inf
292,inf
295,74.97
297,52.66
298,inf
300,inf
303,inf
306,inf
307,inf
312,inf
314,inf
318,inf
324,37.09
325,inf
331,inf
333,83.17
335,inf
336,inf
337,inf
338,inf
339,inf
342,12.97
349,38.47
354,inf
356,inf
361,inf
363,inf
365,inf
368,20.17
372,80.19
373,inf
380,inf
382,91.75
385,inf
398,inf
399,82.72
400,inf
401,inf
407,110.82
411,inf
418,inf
419,inf
420,inf
421,105.64
423,inf
424,inf
428,113.54
431,inf
435,114.37
437,inf
439,60.17
442,inf
446,60.3
450,inf
453,90.32
454,inf
456,inf
465,56.78
467,inf
472,inf
475,inf
478,inf
479,inf
482,inf
487,inf
488,inf
492,41.89
504,inf
505,inf
506,60.32
510,inf
511,77.61
518,74.29
519,inf
520,inf
526,inf
527,inf
542,inf
557,inf
565,inf
567,inf
571,inf
575,inf
577,85.32
579,inf
580,inf
583,inf
590,inf
594,inf
598,inf
600,inf
601,inf
604,inf
605,inf
606,45.92
610,48.82
613,44.86
615,inf
619,90.72
621,inf
624,inf
625,inf
628,inf
631,inf
632,inf
633,33.29
636,inf
637,inf
641,inf
642,inf
646,inf
655,inf
658,58.55
662,inf
665,inf
667,inf
668,inf
669,inf
670,92.66
672,inf
674,inf
681,inf
682,inf
686,inf
695,inf
698,inf
702,inf
703,inf
707,inf
708,40.17
709,inf
711,inf
713,inf
716,inf
720,inf
721,inf
723,inf
727,inf
744,inf
753,inf
754,inf
757,inf
759,inf
761,inf
763,101.2
764,inf
765,inf
768,inf
771,inf
774,inf
775,inf
776,inf
779,inf
781,inf
787,inf
795,inf
796,inf
801,74.66
804,inf
808,inf
811,inf
813,inf
816,82.77
818,inf
820,inf
821,inf
824,89.32
827,inf
837,inf
839,97.31
845,inf
849,inf
850,52.98
874,inf
875,inf
878,inf
882,inf
883,inf
889,inf
890,inf
891,inf
892,inf
894,63.7
895,inf
896,inf
898,inf
904,inf
905,inf
908,inf
910,91.83
913,inf
916,inf
917,83.87
918,inf
920,inf
922,inf
923,inf
928,inf
936,inf
943,inf
944,inf
945,inf
947,inf
949,63.11
955,inf
956,89.1
959,inf
962,inf
963,88.46
964,inf
968,inf
981,inf
988,inf
990,inf
999,70.61
1001,inf
1006,104.9
1008,inf
1012,inf
1014,87.41
1020,inf
1026,inf
1028,inf
1032,inf
1035,inf
1046,19.88
1052,92.41
1062,inf
1064,inf
1067,91.83
1070,inf
1072,inf
1073,inf
1074,inf
1076,inf
1078,inf
1079,inf
1080,inf
1084,inf
1088,inf
1092,inf
1093,inf
1098,73.68
1099,inf
1114,36.5
1115,inf
1117,35.01
1126,inf
1129,inf
1141,37.68
1143,56.31
1144,inf
1151,inf
1153,inf
1159,inf
1160,inf
1161,inf
1164,inf
1167,71.44
1170,inf
1173,inf
1174,inf
1177,inf
1179,102.31
1181,inf
1185,inf
1186,74.45
1188,65.78
1191,inf
1193,inf
1195,87.5
1199,inf
1200,inf
1202,106.65
1203,inf
1205,inf
1207,inf
1209,15.08
1210,20.87
1211,inf
1214,inf
1218,inf
1229,inf
1233,inf
1239,inf
1243,85.26
1246,inf
1250,98.55
1260,79.16
1261,inf
1264,inf
1267,90.12
1268,inf
1270,inf
1276,inf
1277,inf
1278,inf
1283,inf
1285,28.27
1291,inf
1293,inf
1294,77.11
1302,54.41
1307,21.6
1310,12.28
1312,inf
1319,inf
1325,inf
1327,63.39
1331,76.93
1333,26.82
1334,35.52
1345,97.36
1355,inf
1356,inf
1366,inf
1367,94.76
1370,inf
1375,77.86
1379,62.05
1380,2.66
1383,58.12
1384,65.61
1387,inf
1389,inf
1390,inf
1395,inf
1397,inf
1399,inf
1400,inf
1405,inf
1409,inf
1412,inf
1420,inf
1429,88.34
1433,inf
1434,inf
1437,inf
1438,inf
1440,inf
1442,inf
1445,inf
1448,inf
1454,21.49
1460,inf
1461,inf
1463,inf
1466,inf
1469,inf
1473,42.95
1476,20.26
1478,35.94
1480,22.01
1485,inf
1486,inf
1493,inf
1494,inf
1500,35.99
1504,56.97
1505,inf
1508,inf
1511,95.62
1515,inf
1518,inf
1520,40.15
1522,22.33
1526,32.25
1530,inf
1539,inf
1540,inf
1544,39.46
1548,46.26
1551,7.32
1553,inf
1554,inf
1558,inf
1559,inf
1565,inf
1577,inf
1584,inf
1585,97.83
1586,inf
1593,93.42
1598,inf
1601,inf
1612,inf
1613,inf
1616,9.28
1618,inf
1622,45.09
1623,3.61
1624,18.06
1630,inf
1633,inf
1636,84.18
1639,3.62
1645,27.79
1647,19.54
1669,71.48
1671,34.35
1673,inf
1675,inf
1676,inf
1679,inf
1686,inf
1690,42.79
1692,34.77
1697,inf
1698,inf
1699,inf
1702,inf
1707,inf
1712,17.96
1715,7.81
1716,25.13
1720,2.78
1721,inf
1726,inf
1728,inf
1729,inf
1731,95.59
1735,inf
1737,inf
1739,70.93
1745,inf
1746,94.9
1748,inf
1756,inf
1757,inf
1761,88.92
1768,inf
1773,inf
1777,inf
1778,inf
1784,13.98
1787,48.78
1790,24.69
1798,inf
1801,inf
1805,inf
1808,11.17
1816,26.13
1830,inf
1831,36.97
1834,24.38
1841,inf
1845,inf
1850,inf
1851,92.47
1853,inf
1864,48.72
1865,inf
1868,inf
1875,inf
1881,16.59
1882,48.2
1890,inf
1891,87.32
1895,inf
1896,inf
1899,100.41
1905,inf
1907,inf
1914,inf
1919,inf
1920,99.06
1921,inf
1923,inf
1927,72.36
1929,inf
1934,inf
1935,81.13
1937,inf
1942,inf
1956,46.37
1959,7.56
1960,inf
1961,inf
1964,inf
1965,inf
1966,inf
1967,inf
1970,85.96
1972,inf
1974,inf
1978,inf
1982,10.83
1987,inf
1991,inf
1995,inf
2011,inf
2013,inf
2016,inf
2017,85.9
2018,inf
2022,52.11
2027,3.9
2030,21.43
2032,29.16
2036,inf
2038,90.11
2040,inf
2042,inf
2044,inf
2049,10.1
2053,26.68
2055,2.95
2063,inf
2079,inf
2083,inf
2084,85.21
2086,inf
2092,inf
2093,inf
2101,inf
2104,inf
2113,inf
2118,inf
2123,0.83
2126,48.72
2130,92.48
2133,inf
2134,inf
2135,inf
2138,88.74
2145,8.65
2147,3.63
2153,89.56
2158,inf
2162,inf
2166,inf
2168,25.9
2170,7.02
2171,11.93
2177,inf
2179,inf
2183,inf
2186,102.49
2188,inf
2189,inf
2191,48.96
2192,24.87
2194,inf
2202,inf
2204,inf
2206,inf
2209,inf
2210,inf
2211,inf
2215,inf
2226,inf
2230,inf
2234,inf
2235,97.68
2236,inf
2237,inf
2238,inf
2241,inf
2242,50.78
2244,inf
2248,inf
2249,101.51
2250,inf
2252,inf
2254,inf
2255,inf
2260,inf
2262,inf
2263,inf
2264,42.76
2265,inf
2266,inf
2267,inf
2275,inf
2280,inf
2282,inf
2284,inf
2287,inf
2290,6.3
2299,inf
2301,inf
2302,inf
2304,inf
2307,101.76
2309,inf
2311,23.16
2312,18.96
2314,33.86
2325,inf
2326,inf
2327,inf
2328,inf
2331,98.12
2336,21.94
2337,13.75
2342,0.23
2344,16.12
2346,inf
2347,inf
2348,91.72
2359,39.26
2360,13.84
2362,3.82
2363,3.5
2364,9.93
2366,33.31
2367,18.98
2368,41.02
2369,inf
2370,inf
2371,inf
2376,inf
2383,53.38
2386,3.04
2387,9.74
2388,6.25
2390,inf
2393,inf
2395,inf
2401,inf
2405,inf
2410,inf
2411,inf
2417,inf
2420,inf
2424,inf
2428,inf
2429,inf
2432,inf
2433,52.79
2438,inf
2441,inf
2454,20.73
2455,3.81
2468,inf
2470,80.21
2473,inf
2481,11.32
2484,2.69
2491,87.54
2497,inf
2498,86.74
2499,inf
2501,inf
2503,16.83
2509,18.53
2514,inf
2516,inf
2518,inf
2521,inf
2524,85.22
2531,14.49
2543,inf
2551,15.09
2555,88.18
2557,2.86
2560,13.68
2562,inf
2564,inf
2568,inf
2572,inf
2576,102.77
2578,61.94
2582,inf
2584,105.88
2592,inf
2594,inf
2602,inf
2603,inf
2604,inf
2605,inf
2611,inf
2616,inf
2618,inf
2622,39.95
2623,inf
2628,14.87
2634,65.36
2637,inf
2638,inf
2643,inf
2645,inf
2653,19.12
2655,41.64
2658,inf
2659,104.27
2663,inf
2666,inf
2671,58.68
2674,36.77
2679,12.25
2686,inf
2688,inf
2692,81.1
2698,inf
2699,inf
2702,inf
2703,inf
2706,inf
2711,inf
2712,inf
2716,inf
2717,inf
2719,inf
2720,inf
2722,inf
2725,inf
2731,85.55
2733,inf
2735,inf
2738,93.69
2743,84.05
2745,61.78
2748,91.87
2749,inf
2756,inf
2758,inf
2765,inf
2768,80.87
2769,98.68
2771,73.53
2772,inf
2778,inf
2780,inf
2784,inf
2785,inf
2786,inf
2793,19.97
2795,21.86
2798,36.04
2801,inf
2802,inf
2803,inf
2804,inf
2806,91.81
2817,1.73
2830,97.48
2831,inf
2833,inf
2835,inf
2836,inf
2837,inf
2839,51.1
2840,21.68
2843,4.1
2844,6.9
2845,10.46
2848,29.2
2857,93.29
2859,inf
2861,inf
2863,29.63
2864,18.05
2870,49.7
2874,inf
2875,inf
2877,inf
2878,87.5
2879,inf
2892,22.9
2894,88.11
2904,inf
2907,91.28
2914,inf
2920,inf
2922,118.3
2926,inf
2927,inf
2928,inf
2929,104.73
2933,inf
2934,inf
2935,inf
2940,inf
2941,inf
2944,55.28
2946,inf
2947,inf
2950,inf
2951,inf
2953,inf
2961,111.51
2967,6.97
2968,5.86
2969,inf
2970,inf
2982,inf
2988,30.79
2991,33.86
2996,inf
2998,inf
2999,86.14
3004,inf
3011,10.74
3012,14.12
3013,18.56
3014,25.76
3016,61.55
3017,inf
3018,inf
3019,inf
3027,94.7
3028,inf
3031,13.71
3032,9.39
3033,25.69
3036,9.5
3037,13.3
3042,inf
3047,inf
3049,inf
3055,24.27
3059,7.08
3064,0.95
3066,inf
3067,inf
3076,inf
3078,37.39
3079,inf
3086,3.62
3094,inf
3095,inf
3097,65.17
3103,inf
3104,18.81
3107,25.63
3112,inf
3113,inf
3115,inf
3120,inf
3122,inf
3124,inf
3126,inf
3127,inf
3132,18.35
3137,inf
3139,86.49
3142,inf
3143,inf
3147,inf
3154,6.23
3157,1.36
3162,95.05
3167,38.7
3168,42.5
3170,33.07
3176,51.44
3177,15.09
3178,3.69
3181,8.25
3183,1.64
3190,inf
3193,inf
3196,inf
3200,37.86
3201,29.46
3207,25.22
3213,inf
3216,inf
