,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,36.27,32.0,31.09
3,34.69,38.0,39.03
6,57.23,58.0,56.99
7,60.25,58.0,55.37
8,61.17,58.0,65.48
11,61.92,61.0,62.15
15,56.64,60.0,56.52
16,51.24,34.0,51.89
19,43.84,29.0,37.31
22,54.81,47.0,56.5
25,61.69,63.0,63.79
26,57.78,32.0,54.91
32,44.13,30.0,45.16
35,36.77,31.0,30.99
40,46.66,35.0,46.9
42,49.46,36.0,49.22
44,31.82,27.0,35.08
45,31.99,31.0,25.96
46,33.76,28.0,34.39
48,45.44,38.0,45.86
56,36.38,36.0,37.22
64,39.41,45.0,38.13
66,36.65,34.0,36.95
68,61.58,41.0,61.52
74,35.1,47.0,37.05
79,31.19,38.0,31.77
81,38.0,47.0,38.24
82,39.11,40.0,41.77
84,34.08,30.0,32.59
89,34.87,46.0,33.4
90,28.12,34.0,27.11
100,55.81,63.0,55.97
102,52.1,38.0,43.63
103,47.24,46.0,48.18
112,58.08,70.0,60.08
114,56.88,61.0,60.11
117,52.31,62.0,56.28
118,50.52,83.0,55.34
119,56.0,47.0,61.3
121,46.11,97.0,49.56
123,56.2,62.0,60.01
126,56.22,55.0,57.56
129,47.9,57.0,49.24
130,52.36,85.0,56.77
132,59.75,53.0,64.06
134,34.15,40.0,35.7
135,34.46,35.0,34.58
136,34.97,39.0,34.57
144,50.39,50.0,51.26
146,56.78,67.0,62.19
147,63.66,70.0,66.29
156,36.38,41.0,38.04
157,32.98,28.0,37.58
158,36.02,31.0,35.52
159,36.84,37.0,49.52
160,32.56,30.0,32.59
167,27.87,33.0,26.62
180,38.63,39.0,45.39
186,41.36,26.0,40.61
187,41.06,37.0,43.69
188,32.34,26.0,32.21
189,33.85,36.0,31.55
194,41.35,31.0,40.49
200,59.43,28.0,57.98
205,48.82,48.0,50.95
206,43.38,52.0,47.73
211,47.14,55.0,54.88
214,43.38,51.0,43.6
218,52.44,54.0,54.9
222,53.47,29.0,53.11
224,46.32,50.0,50.78
227,45.79,66.0,47.76
228,51.99,58.0,52.16
238,57.89,58.0,57.06
247,53.12,27.0,51.82
248,75.71,65.0,66.24
249,79.62,80.0,84.51
252,69.99,76.0,73.02
253,73.73,80.0,81.13
255,53.73,61.0,58.83
257,89.78,48.0,94.81
262,72.36,64.0,70.8
268,61.47,32.0,63.13
269,78.02,116.0,82.81
277,114.17,18.0,106.38
278,112.26,51.0,106.98
279,104.83,144.0,95.61
281,84.78,118.0,85.54
287,103.65,106.0,103.65
289,78.84,24.0,80.57
294,99.49,124.0,97.34
295,90.27,123.0,95.6
297,85.39,88.0,81.89
301,100.99,101.0,101.94
305,103.05,86.0,95.41
316,91.08,114.0,98.89
321,105.96,96.0,100.25
325,92.94,61.0,83.55
327,110.66,127.0,117.0
329,104.34,110.0,99.59
334,48.87,72.0,46.09
338,59.27,49.0,60.79
340,87.45,77.0,85.54
343,70.46,83.0,64.76
347,48.33,47.0,47.81
348,60.69,60.0,59.15
351,76.53,97.0,77.64
357,72.42,96.0,68.77
360,47.36,27.0,52.65
361,55.75,65.0,56.61
363,49.0,62.0,48.54
