,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,5.2,7.33
1,2.53,3.4
3,9.24,0.19
4,10.57,2.49
6,3.23,5.56
7,0.96,0.43
8,5.59,12.71
9,5.25,9.85
10,3.25,4.08
11,0.34,1.93
12,2.51,1.43
13,4.52,7.24
14,11.58,6.62
15,1.47,0.73
18,7.21,9.03
19,19.51,2.1
21,26.03,21.5
23,2.15,8.54
25,2.99,0.58
26,41.26,20.33
27,5.55,4.92
30,9.16,9.79
31,12.66,4.56
32,18.24,8.22
33,15.69,7.67
34,2.26,2.28
35,11.74,11.96
36,3.68,6.57
37,20.24,13.2
38,22.65,5.32
39,19.88,19.58
40,3.95,5.11
41,5.46,0.79
42,15.35,6.66
45,6.04,10.49
46,13.53,13.31
47,1.61,7.05
48,11.95,5.85
49,1.87,4.66
50,12.94,8.39
53,6.2,6.16
54,2.8,7.92
56,9.26,0.9
57,6.74,3.65
58,5.62,0.83
59,14.7,14.77
60,19.33,3.38
61,16.99,14.36
62,24.19,11.3
63,2.12,0.38
64,9.55,7.52
65,14.46,6.75
67,6.89,8.83
68,25.32,24.74
69,18.64,5.26
70,0.78,5.88
71,13.67,8.8
72,13.19,0.88
73,0.8,4.0
74,7.48,2.69
75,0.14,5.04
79,24.64,11.88
82,7.36,4.6
83,11.84,1.67
84,12.28,0.76
87,18.7,10.09
88,5.12,1.94
90,1.4,0.71
91,12.05,4.48
92,31.52,22.33
93,3.27,4.1
94,8.81,10.02
95,13.77,12.85
96,6.74,1.51
97,14.0,6.63
98,7.59,6.53
99,16.34,12.93
101,5.66,3.43
104,0.14,1.2
105,1.2,1.14
107,2.44,1.55
110,6.69,5.96
111,2.7,1.81
112,8.47,8.32
113,4.65,2.47
114,2.6,4.01
116,7.01,6.85
117,11.2,6.38
118,19.29,9.7
119,30.48,23.58
121,31.19,21.55
122,0.75,0.61
124,13.05,4.73
126,9.51,2.3
127,46.45,37.39
128,36.38,25.2
131,27.28,16.51
133,6.49,11.39
134,4.0,0.24
135,1.6,2.5
137,10.12,6.55
139,15.71,8.75
140,54.88,33.45
142,12.19,10.14
145,5.65,5.91
146,1.12,0.54
147,8.23,3.88
149,0.28,4.17
150,14.82,8.4
151,14.04,10.28
153,15.94,11.17
154,1.87,3.67
156,17.06,11.76
157,8.4,9.19
158,7.71,3.88
159,1.11,8.01
162,4.02,6.78
163,12.21,1.82
164,15.43,5.84
165,7.59,6.41
168,2.96,2.48
170,4.31,5.51
171,3.18,5.37
172,20.15,2.32
174,20.07,9.65
175,29.23,9.62
176,32.91,19.35
178,0.6,4.97
179,3.98,0.74
180,4.26,5.6
181,3.87,6.8
182,4.94,0.51
184,15.51,8.1
186,26.71,20.52
187,6.0,5.41
189,13.86,8.2
190,4.91,2.8
191,10.62,16.65
192,14.63,15.16
194,17.93,11.73
195,28.12,11.87
196,6.18,3.99
197,7.34,2.42
198,11.42,2.59
200,59.78,26.0
201,17.62,12.78
202,15.55,16.95
203,8.48,3.57
204,0.53,1.45
206,4.7,4.22
207,10.84,9.59
208,10.92,0.66
210,25.84,16.39
212,36.03,15.55
214,11.17,10.98
215,12.27,6.25
216,16.52,6.64
217,12.58,4.6
219,19.72,9.59
225,10.09,5.72
226,42.11,21.33
227,11.77,4.61
228,11.77,6.6
230,22.05,14.43
232,10.19,3.87
233,13.73,12.18
235,5.56,6.9
236,58.86,21.06
239,9.46,8.85
242,3.95,2.45
244,19.42,14.14
245,3.23,5.81
246,4.17,7.42
247,47.32,29.11
248,2.04,0.93
249,4.52,0.32
251,7.4,1.73
252,3.49,2.66
254,14.88,11.81
256,8.0,3.91
257,65.14,47.66
259,3.79,0.9
260,17.49,10.62
263,0.44,0.42
264,17.31,7.15
265,2.24,1.54
267,7.92,9.74
268,36.85,16.35
269,25.97,11.58
270,16.58,20.75
271,23.4,12.62
272,186.69,96.16
274,239.93,159.19
275,271.83,159.01
276,314.33,207.63
278,72.46,35.15
280,20.69,17.58
281,13.66,12.78
282,36.27,13.63
283,17.3,16.1
284,16.16,5.99
285,12.11,7.45
286,0.01,1.52
287,5.56,6.11
288,23.79,13.99
289,169.62,125.71
290,4.85,6.09
292,15.03,19.13
293,1.48,12.32
294,15.36,9.11
295,19.69,9.08
296,19.93,15.31
299,1.23,4.03
300,19.38,15.67
301,1.61,1.59
302,21.59,12.0
304,0.19,4.21
305,20.38,6.5
306,4.1,8.08
308,7.28,3.92
309,19.39,19.15
310,7.63,7.75
315,11.29,0.06
316,8.34,0.08
317,41.77,35.56
318,18.04,7.15
319,6.88,9.39
320,10.79,6.69
322,5.28,0.74
323,5.23,5.65
325,32.94,14.84
326,8.15,3.86
330,1.5,3.43
332,12.87,7.84
333,23.44,17.41
334,18.88,16.48
335,5.71,4.62
336,13.41,8.82
338,2.08,0.05
341,6.02,1.03
342,9.09,3.47
343,3.93,2.69
344,1.41,5.0
347,7.75,0.11
348,2.47,3.19
350,7.95,4.31
351,15.62,10.42
353,1.89,2.75
356,0.68,4.27
358,6.81,0.41
360,16.96,18.52
361,7.86,3.79
363,8.41,11.54
364,70.78,39.58
