,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
4,12.33,12.26
6,6.17,6.17
14,19.97,19.97
17,31.29,25.96
18,20.18,13.14
19,38.31,35.65
22,14.19,14.22
26,67.72,67.77
28,27.04,27.2
30,27.24,17.36
31,37.74,28.72
32,42.34,52.03
37,52.1,46.08
38,77.7,66.26
39,47.24,56.32
45,30.91,27.29
48,11.02,11.87
49,20.24,25.67
53,3.56,8.79
58,51.7,46.15
59,47.39,52.69
66,24.9,28.71
67,4.53,1.23
71,4.86,1.74
74,6.62,6.89
75,8.58,11.12
77,27.14,28.97
81,8.97,6.27
84,42.62,44.32
85,32.14,32.62
91,43.56,42.9
96,13.95,12.47
104,3.19,2.58
105,16.94,18.87
116,2.44,2.32
117,22.56,21.39
118,38.19,38.37
120,0.6,1.77
121,43.51,43.95
126,14.01,14.04
127,49.29,49.34
129,14.66,14.87
130,39.64,38.94
137,42.9,37.77
139,14.01,15.34
140,69.47,69.53
143,42.51,42.56
144,2.61,3.81
155,16.7,15.76
157,54.21,51.98
158,39.28,29.29
159,19.41,21.29
160,34.52,40.59
161,12.91,12.28
168,50.88,55.04
169,17.86,21.68
179,33.87,40.43
181,17.86,24.05
183,34.93,25.25
185,22.21,22.85
186,57.79,61.82
196,44.13,41.49
208,21.72,23.31
209,24.8,24.76
210,21.77,13.87
211,7.95,5.01
214,17.7,13.59
216,19.31,14.61
217,17.74,13.83
218,15.19,11.45
221,12.63,9.5
226,75.56,75.54
233,61.91,61.86
234,5.1,5.06
248,3.88,3.88
250,21.18,21.19
254,15.71,15.72
256,26.61,26.61
257,50.7,50.7
261,21.05,21.05
263,25.97,25.97
265,6.22,6.22
267,2.42,2.42
270,34.09,34.09
271,38.06,38.07
275,411.88,411.88
276,466.81,466.81
282,83.2,83.2
289,281.7,281.7
290,7.46,7.46
293,9.31,9.31
295,29.25,29.25
296,10.31,10.31
301,16.67,16.67
303,123.43,123.43
304,13.1,13.1
305,1.19,1.19
314,15.52,15.52
320,29.27,29.27
321,12.33,12.33
325,50.18,50.18
326,12.1,12.1
327,31.48,31.48
328,20.89,20.89
334,21.39,21.39
338,11.07,11.06
339,7.51,7.51
345,2.2,0.3
348,1.66,1.67
358,9.03,9.01
359,7.81,5.87
