,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,50.59,9.96
2,98.61,31.57
4,36.77,21.94
5,3.71,7.93
6,3.78,6.59
7,53.97,11.99
8,106.29,63.4
10,5.79,16.83
14,1.56,5.61
15,3.58,2.32
16,37.03,54.22
17,34.91,21.44
18,13.25,10.07
19,3.66,0.87
20,1.06,2.04
21,22.55,20.66
22,23.23,38.62
23,21.67,4.51
25,8.89,4.18
26,24.93,2.75
28,10.26,11.86
30,5.25,35.94
31,inf,inf
33,4.03,1.58
34,0.93,0.44
35,4.18,2.76
36,1.93,0.62
38,26.21,14.54
41,4.82,5.9
42,8.18,1.28
43,49.78,8.47
44,76.37,4.32
45,77.05,42.28
46,4.66,19.27
47,32.87,4.09
48,7.66,4.26
49,0.07,2.99
50,2.93,1.69
52,40.66,3.69
55,6.02,5.81
56,2.44,1.66
58,75.52,23.4
59,29.46,19.68
63,9.46,9.8
64,5.82,6.14
68,9.08,10.22
69,5.14,6.39
71,12.63,4.18
73,inf,inf
74,inf,inf
75,inf,inf
76,inf,inf
77,inf,inf
78,inf,inf
79,inf,inf
81,14.1,3.36
82,11.4,4.49
85,57.72,16.81
86,44.11,63.28
88,0.91,4.77
89,8.82,4.31
90,65.35,82.75
91,42.02,13.22
92,1.03,6.97
94,71.9,63.91
95,8.54,4.07
100,18.71,19.78
102,91.06,50.73
103,15.03,13.05
104,0.17,0.56
105,1.22,0.44
106,1.34,1.48
107,47.71,45.29
108,68.28,26.25
109,4.75,2.89
110,6.0,6.32
113,2.24,0.55
114,10.16,37.97
115,29.66,38.18
117,4.98,2.66
118,7.99,6.46
119,0.68,2.59
120,6.72,5.47
121,inf,inf
122,46.29,12.1
123,1.48,3.89
