,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
0,3.06,1.0,1.62
1,3.06,1.0,1.62
2,0.52,1.0,0.83
3,0.52,0.0,0.83
4,3.06,1.0,1.62
5,6.25,6.0,6.51
8,3.31,1.0,1.91
9,1.56,1.0,1.74
10,1.32,1.0,1.74
11,11.49,13.0,9.8
12,9.84,10.0,9.8
14,11.49,12.0,9.8
16,1.32,1.0,1.45
17,1.56,1.0,1.74
18,18.59,24.0,18.84
20,16.69,17.0,17.32
21,1.5,1.0,1.57
22,1.5,1.0,1.57
23,2.2,1.0,1.49
24,1.5,1.0,1.45
26,9.24,13.0,13.1
28,17.53,21.0,16.8
29,15.73,18.0,16.56
30,1.5,1.0,1.49
31,1.56,0.0,1.74
33,18.59,21.0,18.84
36,18.0,20.0,18.84
37,2.45,1.0,1.74
40,17.75,19.0,18.84
42,12.32,14.0,13.1
43,3.06,1.0,1.62
45,0.52,1.0,0.83
46,3.06,1.0,1.62
47,3.06,1.0,1.66
48,16.23,15.0,15.04
51,1.74,1.0,1.74
53,14.66,15.0,13.1
56,18.59,21.0,18.84
57,18.0,19.0,18.84
60,18.59,19.0,18.84
62,3.9,6.0,6.33
63,11.49,10.0,9.8
64,5.83,7.0,9.62
65,0.52,0.0,0.83
66,1.37,0.0,0.83
67,3.9,7.0,9.62
68,12.48,12.0,13.1
70,3.06,1.0,1.91
71,5.65,7.0,6.51
72,1.7,0.0,1.3
74,3.06,0.0,1.62
75,3.06,0.0,1.62
77,3.06,0.0,1.62
78,3.06,0.0,1.62
79,0.52,0.0,0.83
81,14.98,13.0,14.02
82,8.9,12.0,13.1
83,14.08,13.0,13.1
85,0.86,1.0,1.43
87,1.88,1.0,1.74
88,13.16,13.0,13.1
89,13.16,13.0,13.1
92,8.06,7.0,6.51
94,1.32,1.0,1.45
95,13.96,13.0,14.02
98,18.59,19.0,18.84
100,1.7,1.0,1.74
102,3.04,1.0,1.86
103,18.59,24.0,18.84
104,18.59,20.0,18.84
105,18.59,20.0,18.84
106,18.0,19.0,18.84
107,2.45,1.0,1.74
108,2.45,1.0,1.74
109,18.59,21.0,18.84
110,18.59,19.0,18.84
111,18.59,17.0,18.84
112,18.59,19.0,18.84
113,18.0,20.0,18.84
115,1.88,1.0,1.74
117,15.42,16.0,15.37
118,18.59,18.0,18.84
119,18.59,20.0,18.84
120,18.0,21.0,18.84
121,2.45,0.0,1.74
123,15.12,18.0,14.02
