,“ú•Ê
5,1.24
6,0.12
8,0.9
9,0.71
10,6.15
11,0.79
12,0.63
13,0.1
15,7.17
16,0.1
19,0.08
20,0.32
21,0.25
22,0.51
23,0.32
24,5.8
25,8.0
26,0.81
27,0.18
28,0.27
29,0.26
31,1.55
32,0.82
33,1.69
36,0.06
37,0.77
39,0.02
41,0.53
43,0.08
44,0.17
45,0.04
46,0.18
48,0.95
49,0.19
51,0.02
52,4.38
53,0.08
54,0.08
55,0.02
56,0.86
58,0.35
59,10.63
60,0.22
61,0.02
62,0.24
63,0.06
64,0.04
65,0.0
67,0.03
68,0.26
69,0.27
70,0.07
71,0.02
72,0.2
73,0.09
74,0.17
75,0.05
76,0.19
77,0.02
78,0.19
79,0.66
80,1.07
84,0.02
85,0.09
88,0.23
90,0.13
91,0.74
92,1.13
93,0.61
94,6.27
96,0.12
97,0.13
98,0.49
100,0.02
102,0.12
103,0.28
107,0.1
109,0.24
112,0.42
114,0.91
115,1.01
118,0.49
119,0.27
120,0.28
122,0.23
123,0.82
124,0.33
125,0.35
127,0.15
128,0.04
130,0.11
131,0.48
132,0.57
135,0.62
136,0.15
137,0.03
140,0.03
141,0.11
142,0.49
143,7.11
145,0.04
146,0.29
147,0.14
149,1.05
150,2.38
152,0.48
153,0.08
154,0.73
155,1.04
156,0.61
157,3.68
158,0.11
161,0.46
162,0.34
163,0.56
165,0.06
166,0.05
169,0.08
170,0.12
171,0.31
172,0.15
173,0.35
174,0.22
175,0.01
177,0.31
179,0.03
180,0.47
182,0.05
183,0.27
184,0.33
187,0.06
188,0.07
189,0.01
190,0.28
191,0.41
192,0.53
193,0.02
194,0.1
197,0.65
198,0.09
199,0.63
200,0.17
204,0.36
205,0.52
206,2.81
207,0.89
208,0.44
209,0.18
211,0.56
212,0.91
213,3.67
216,0.23
217,0.01
218,0.14
219,0.25
221,0.05
222,0.17
223,0.16
224,0.56
225,0.25
227,0.32
231,0.68
232,0.08
233,0.25
234,1.88
235,0.62
238,0.1
239,0.65
240,2.19
241,1.37
244,0.07
245,1.28
246,0.09
247,0.38
248,3.65
249,1.43
250,0.88
252,1.23
254,7.19
257,0.69
258,0.25
259,1.03
260,3.16
261,6.58
262,5.22
263,0.02
265,4.22
266,2.74
267,0.76
269,3.56
271,0.14
272,1.0
273,6.09
275,36.43
276,1.86
277,15.39
278,0.78
280,0.51
286,0.83
287,0.65
289,1.31
291,0.01
293,0.41
294,0.49
295,2.55
297,3.19
298,0.53
299,0.16
300,0.39
301,0.39
302,6.11
303,0.34
304,7.75
307,1.17
308,0.32
310,0.14
311,6.51
312,0.65
313,0.08
314,0.43
315,0.24
317,0.49
319,0.07
320,0.08
321,0.0
324,10.61
325,0.98
328,0.27
330,0.92
332,1.2
333,2.19
336,1.22
337,0.17
338,0.19
339,1.27
340,4.59
342,1.59
343,0.05
344,1.92
345,6.12
346,0.01
348,1.41
349,0.15
350,0.16
351,7.95
352,1.36
353,1.58
355,0.26
356,2.87
357,0.93
358,1.84
360,0.99
361,6.12
363,0.24
