,“ú•Ê
0,31.83
1,37.74
2,56.86
3,54.92
4,92.22
7,20.39
14,30.34
17,19.91
18,159.76
30,21.75
34,61.25
35,9.51
38,336.18
40,0.61
42,21.6
47,27.48
50,1.57
57,6.7
66,353.04
81,0.87
82,36.21
83,6.38
86,41.17
87,25.73
89,12.99
95,17.61
99,23.37
101,289.63
104,17.77
105,16.74
106,53.32
108,298.93
110,15.35
111,0.07
113,11.98
116,1.03
117,27.45
121,20.25
126,1.37
129,76.02
133,12.88
134,15.27
138,12.67
139,17.3
144,13.25
148,4.88
151,12.89
159,20.48
160,8.62
164,73.89
167,14.59
168,2.63
176,1.47
178,90.28
181,29.16
185,58.65
186,13.54
195,24.13
196,13.78
201,1.68
202,58.48
203,12.8
210,0.54
214,13.13
215,0.69
220,75.29
226,8.04
228,0.4
229,1.47
230,47.2
236,46.88
237,3.23
242,55.21
243,64.52
251,16.86
253,102.26
255,35.07
256,150.17
264,6.4
268,116.34
270,31.87
274,136.06
279,45.55
281,16.97
282,804.34
283,20.44
284,35.51
285,27.26
288,1.06
290,124.29
292,64.73
296,66.54
305,13.33
306,9.45
309,6.31
316,22.85
318,143.24
322,0.95
323,225.17
326,22.47
327,22.1
329,1.54
331,2.27
334,266.48
335,143.77
341,82.56
347,525.72
354,22.28
359,197.98
362,39.99
364,8.66
