,“ú•Ê
0,20.3
4,48.81
8,89.51
13,32.74
14,59.0
19,11.18
22,68.2
33,49.57
39,0.78
40,14.1
41,25.09
43,30.95
45,139.78
47,27.13
49,5.91
50,10.71
51,19.92
53,3.35
56,9.06
58,22.64
62,17.76
68,28.01
71,8.48
73,320.7
74,5.46
75,18.33
81,1.96
85,5.4
89,4.36
93,47.23
95,17.82
96,5.91
108,485.8
115,402.44
116,2.09
117,35.01
119,17.74
128,15.12
132,24.98
135,35.51
137,9.98
142,17.97
143,174.79
151,15.41
152,16.35
153,4.81
157,120.79
161,17.07
162,6.21
165,56.92
166,18.23
167,24.29
169,11.32
176,20.38
177,17.25
180,2.7
181,4.39
183,5.18
184,10.45
188,3.81
197,11.11
198,24.09
202,42.3
203,48.44
208,32.49
210,6.22
212,64.76
213,24.15
218,32.48
219,21.85
222,72.55
229,15.19
233,41.79
239,41.15
247,43.68
250,63.05
258,46.04
261,82.27
264,24.18
268,57.96
269,100.34
275,748.64
277,1261.81
281,6.22
287,58.27
305,13.07
311,102.42
312,8.21
315,22.29
317,29.42
318,229.84
319,5.46
320,38.4
321,55.06
324,608.82
327,27.42
329,13.14
332,83.33
333,619.28
335,125.04
336,81.33
339,102.57
341,72.62
342,80.29
344,187.8
346,132.28
349,1.94
351,308.7
353,183.12
362,84.04
364,48.5
