,“ú•Ê
1,0.63
2,1.87
3,2.99
5,1.0
6,0.11
7,0.29
9,0.18
10,41.74
11,5.82
12,1.91
15,3.67
16,0.02
17,5.47
18,8.09
20,0.34
21,0.17
23,2.27
24,1.68
25,26.65
26,2.87
27,0.18
28,0.53
29,1.65
30,0.66
31,17.21
32,1.53
34,1.79
35,0.12
36,0.69
37,0.56
38,1.68
42,0.67
44,0.07
46,0.61
48,0.61
52,12.95
54,0.39
55,2.12
57,1.15
59,5.8
60,0.2
61,1.08
63,0.03
64,0.1
65,0.32
66,22.76
67,0.18
69,0.56
70,0.23
72,0.01
76,0.6
77,0.25
78,0.27
79,0.16
80,0.62
82,0.39
83,0.56
84,0.08
86,0.88
87,2.88
88,0.26
90,0.04
91,0.56
92,0.96
94,10.95
97,0.16
98,1.74
99,0.51
100,0.01
101,16.18
102,0.14
103,0.49
104,0.7
105,0.08
106,1.64
107,0.23
109,0.12
110,0.86
111,0.62
112,0.84
113,1.33
114,1.06
118,0.81
120,0.01
121,0.85
122,14.05
123,1.02
124,0.32
125,0.07
126,0.29
127,2.75
129,1.29
130,0.7
131,0.98
133,0.03
134,0.16
136,2.43
138,0.74
139,0.22
140,1.14
141,0.17
144,0.4
145,0.82
146,0.35
147,0.23
148,0.55
149,1.34
150,0.34
154,0.77
155,1.71
156,0.46
158,0.5
159,0.21
160,0.32
163,0.62
164,1.98
168,0.12
170,1.78
171,14.37
172,0.79
173,0.09
174,0.08
175,0.25
178,0.73
179,0.54
182,0.26
185,0.98
186,0.43
187,0.3
189,0.12
190,0.23
191,0.05
192,0.49
193,0.03
194,0.54
195,1.27
196,0.37
199,5.41
200,0.48
201,0.51
204,2.93
205,1.26
206,5.57
207,0.24
209,0.4
211,0.02
214,3.17
215,1.17
216,0.02
217,0.94
220,2.45
221,0.57
223,0.33
224,0.52
225,0.95
226,0.05
227,1.13
228,0.08
230,0.02
231,0.02
232,0.22
234,5.28
235,0.95
236,2.27
237,0.41
238,0.07
240,6.79
241,0.14
242,3.53
243,0.69
244,0.22
245,1.49
246,1.23
248,1.19
249,2.88
251,1.61
252,4.19
253,1.42
254,6.81
255,8.54
256,10.65
257,1.0
259,1.75
260,5.79
262,10.97
263,1.12
265,2.17
266,4.68
267,0.37
270,1.53
271,0.22
272,0.8
273,15.09
274,5.69
276,6.55
278,0.39
279,0.23
280,1.2
282,33.55
283,7.41
284,0.99
285,0.03
286,1.52
288,0.78
289,2.16
290,5.96
291,0.11
292,4.33
293,1.23
294,0.32
295,2.0
296,0.54
297,27.74
298,1.02
299,0.89
300,0.18
301,1.51
302,5.85
303,0.35
304,26.46
306,0.4
307,0.56
308,0.62
309,0.15
310,10.65
313,0.07
314,1.09
316,0.07
322,0.04
323,4.23
325,16.58
326,2.58
328,1.08
330,0.05
331,0.01
334,4.64
337,1.83
338,10.01
340,0.8
343,5.22
345,2.51
347,14.08
348,1.87
350,0.47
352,5.18
354,6.82
355,13.02
356,8.96
357,1.97
358,1.38
359,7.99
360,3.98
361,7.9
363,0.96
