,“ú•Ê
3,197.96
6,3.76
11,462.72
12,313.4
14,21.67
18,152.9
19,22.14
20,17.27
23,9.9
24,55.15
29,1.04
31,273.96
37,10.7
39,15.86
40,3.82
43,29.44
44,16.46
51,21.47
58,14.3
59,460.26
60,17.76
63,6.25
67,28.01
74,17.14
79,20.89
81,11.9
83,6.18
85,7.75
88,8.96
89,1.6
92,13.86
95,26.5
97,8.18
99,27.01
100,21.13
101,10.55
109,5.74
113,2.51
115,342.71
117,26.92
120,20.63
125,5.36
126,1.68
130,22.42
132,19.82
135,5.49
136,32.56
145,11.99
147,9.29
150,124.09
152,3.1
160,20.81
161,7.7
163,1.35
165,32.75
170,15.43
177,2.69
182,22.85
185,54.71
186,6.81
188,2.27
190,30.83
200,21.42
203,9.92
206,54.72
214,12.01
216,18.63
217,10.08
219,8.12
223,19.82
227,33.19
229,13.5
233,34.24
238,32.61
249,205.51
250,243.39
254,488.29
255,175.79
256,168.21
258,9.87
262,36.26
273,639.76
274,463.69
281,4.86
285,49.03
295,9.49
296,28.19
298,58.18
300,23.36
306,34.04
307,53.75
309,0.34
310,301.84
311,176.77
312,9.8
313,12.57
322,13.24
324,1009.11
327,25.28
329,12.8
333,569.25
334,46.9
338,54.37
340,129.71
341,68.54
346,168.08
350,25.65
351,312.85
356,1027.78
359,145.29
363,32.69
