,ì˙ï ,é¿ê—
0,2.6111765328484715,1.0
3,2.0931951411181404,2.0
4,8.577224353431319,7.0
5,17.58573410544026,19.0
8,8.894786412488003,8.0
10,2.1027912498265997,1.0
11,4.856855292708954,5.0
12,2.0275045041831916,1.0
13,4.974203000845765,2.0
14,11.41733404234952,14.0
15,5.330453527652013,7.0
20,1.8727693617233188,1.0
21,2.4938928318298985,2.0
22,5.440092269523072,5.0
23,2.022464231753247,2.0
24,1.9302096788347953,1.0
25,6.642506043897703,8.0
27,2.16606722620297,2.0
28,2.1546859727496335,2.0
33,2.1015238011316657,2.0
34,1.9198774664555016,1.0
35,2.2808552503924915,2.0
36,2.425764861586125,2.0
37,2.0531554910221375,1.0
39,2.027340219299904,1.0
40,2.4305307880631224,2.0
42,1.739739580971077,1.0
43,2.897235385757475,2.0
46,2.3692287440638093,2.0
47,1.9588635697879344,2.0
48,1.7327538141508196,1.0
49,1.8085814886344171,2.0
50,2.1077760620408483,1.0
51,2.1704375288926308,2.0
52,2.203650154467481,2.0
53,2.8118395979879947,1.0
57,2.2133003586934006,2.0
58,1.3207387056229927,1.0
60,2.3824183320816026,2.0
62,3.3553472076182604,2.0
63,3.6843318320510003,4.0
64,2.6400950710032585,2.0
65,1.6862602639312663,1.0
67,8.173241488015309,7.0
69,19.910929251961356,10.0
70,9.123655317609552,10.0
71,8.177121666294422,9.0
74,2.3451172823491415,2.0
75,8.365471922039264,9.0
76,2.3991466382968003,2.0
77,2.9933390466489977,2.0
78,7.133123887694067,6.0
80,1.3408680380532136,1.0
81,7.548353428161906,7.0
82,7.234023114761184,8.0
83,2.41288069065312,2.0
85,6.89406746385517,6.0
86,2.0229245948771943,1.0
87,1.4773026414379096,2.0
88,8.746656258313894,10.0
89,3.9332919030389313,5.0
90,2.5281841001917225,2.0
92,2.712729911673341,2.0
93,1.3513305893940055,1.0
94,1.8643414079988927,1.0
95,2.656433775935776,2.0
96,14.764297022384616,10.0
97,15.345246212571219,13.0
102,21.896089447893466,20.0
104,14.740920452720792,10.0
106,29.414606325416315,26.0
108,4.397177297458574,1.0
109,29.81651943973414,32.0
110,29.81651943973414,35.0
111,29.81651943973414,37.0
112,5.029760816963992,1.0
113,5.029760816963992,1.0
114,5.029760816963992,2.0
115,5.029760816963992,1.0
116,28.091520600816846,28.0
117,9.86680125606631,11.0
118,27.57985845357791,30.0
121,4.397177297458574,1.0
123,29.81651943973414,33.0
125,29.81651943973414,39.0
126,29.81651943973414,37.0
127,29.81651943973414,38.0
128,3.377948998898844,1.0
131,29.81651943973414,43.0
132,29.052448263679644,34.0
133,15.052497734653379,13.0
134,3.3082183088782444,3.0
135,1.6617359156820781,2.0
136,1.9735492631272582,1.0
137,2.184537364664262,1.0
139,16.523212601889735,15.0
143,5.029760816963992,1.0
145,27.821866117533354,25.0
147,29.81651943973414,38.0
