,“ú•Ê
0,108.45
4,23.77
8,4.48
13,263.54
14,22.69
19,38.7
22,56.04
33,39.36
39,52.78
40,3.48
41,15.37
43,198.75
45,88.5
47,27.01
49,38.29
50,18.96
51,5.71
53,575.63
56,38.0
58,70.37
62,225.64
68,31.11
71,16.33
73,57.81
74,1.43
75,6.16
81,9.64
85,13.37
89,16.75
93,50.57
95,3.67
96,3.99
108,320.71
115,528.29
116,6.27
117,17.28
119,13.14
128,449.1
132,10.33
135,43.58
137,82.2
142,71.3
143,555.54
151,27.83
152,42.42
153,20.14
157,44.97
161,57.19
162,11.81
165,5.6
166,50.0
167,25.17
169,105.35
176,9.67
177,58.47
180,21.42
181,0.63
183,195.89
184,63.78
188,10.22
197,138.7
198,24.35
202,2.61
203,80.57
208,191.33
210,28.15
212,7.09
213,0.15
218,50.13
219,85.28
222,90.65
229,18.64
233,64.2
239,28.47
247,4.1
250,49.35
258,12.68
261,83.72
264,3.19
268,14.57
269,219.85
275,246.22
277,1443.27
281,10.54
287,2.97
305,11.77
311,238.49
312,0.07
315,24.83
317,25.17
318,255.53
319,6.7
320,5.09
321,1.39
324,246.95
327,5.29
329,9.9
332,57.71
333,1.4
335,32.92
336,17.07
339,9.67
341,3.31
342,19.96
344,19.0
346,69.85
349,26.29
351,5.8
353,7.63
362,109.88
364,515.63
