,“ú•Ê
0,58.46
1,11.26
2,38.47
4,14.71
5,4.6
7,8.73
8,14.16
9,6.3
10,30.11
13,125.07
15,16.58
16,28.13
17,25.95
21,52.91
22,8.3
25,0.98
26,1.61
27,38.46
28,15.98
30,22.72
32,62.16
33,18.54
34,53.19
35,40.68
36,41.29
38,83.04
41,57.98
42,19.62
45,53.0
46,37.04
47,16.95
48,12.96
49,30.93
50,10.34
52,38.19
53,132.5
54,107.73
55,36.49
56,20.77
57,28.3
61,76.23
62,15.14
64,23.3
65,52.55
66,47.94
68,18.14
69,21.39
70,3.91
71,6.85
72,41.76
73,46.62
75,4.62
76,17.62
77,8.54
78,11.49
80,78.07
82,6.58
84,35.21
86,56.53
87,57.96
90,16.97
91,22.02
93,74.86
94,9.43
96,23.53
98,107.41
102,2.42
103,2.76
104,16.17
105,15.55
106,10.38
107,33.87
108,103.28
110,11.56
111,14.96
112,353.6
114,117.86
116,1.18
118,7.93
119,5.88
121,242.49
122,129.75
123,7.72
124,1.46
127,18.55
128,227.27
129,189.62
131,27.32
133,26.82
134,46.73
137,10.21
138,77.21
139,64.01
140,38.3
141,15.32
142,111.01
143,335.72
144,64.38
146,14.26
148,19.79
149,393.79
151,23.23
153,16.72
154,70.55
155,19.22
156,20.88
157,34.29
158,22.88
159,19.82
162,8.11
164,70.03
166,19.42
167,12.67
168,16.52
169,104.76
171,6.72
172,32.61
173,13.64
174,35.47
175,16.03
176,2.11
178,18.79
179,0.76
180,31.05
181,0.05
183,84.97
184,45.39
187,20.53
189,16.53
191,43.44
192,42.28
193,9.74
194,59.59
195,8.32
196,46.61
197,172.36
198,34.81
199,50.93
201,259.65
202,11.94
204,463.73
205,1.18
207,30.84
208,172.33
209,15.24
210,3.25
211,3.65
212,71.23
213,57.26
215,92.13
218,48.53
220,87.92
221,16.84
222,59.23
224,235.59
225,2.12
226,21.63
228,11.96
230,2.05
231,12.99
232,14.8
234,28.14
235,37.03
236,7.87
237,14.79
239,13.27
240,3.2
241,10.85
242,0.01
243,11.51
244,31.05
245,15.16
246,10.46
247,13.29
248,21.29
251,2.92
252,1.08
253,8.69
257,9.02
259,11.68
260,0.88
261,13.4
263,8.59
264,10.19
265,5.47
266,2.79
267,6.63
268,31.93
269,159.38
270,14.17
271,7.72
272,2397.44
275,200.02
276,0.62
277,1026.88
278,2.89
279,3.71
280,23.6
282,10.66
283,81.01
284,92.02
286,5.4
287,1.19
288,0.11
289,15.89
290,37.8
291,9.05
292,3.71
293,5.34
294,4.62
297,77.87
299,3.99
301,2.15
302,7.48
303,64.02
304,68.24
305,1.14
308,6.72
314,13.05
315,19.93
316,43.66
317,28.91
318,252.26
319,4.38
320,3.11
321,2.13
323,4.81
325,22.0
326,2.91
328,256.49
330,3.38
331,75.1
332,9.79
335,34.46
336,15.95
337,2.98
339,9.9
342,2.62
343,1.99
344,3.94
345,9.13
347,84.16
348,3.39
349,20.47
352,4.35
353,10.56
354,34.53
355,10.24
357,1.27
358,3.1
360,15.3
361,4.76
362,19.15
364,143.51
