,ì˙ï ,é¿ê—
1,2.1310645265737826,2.0
2,1.471653894731728,1.0
3,1.923054121068907,2.0
5,18.96529687705602,19.0
6,8.115691337458426,8.0
7,4.042071944892185,4.0
9,2.2034943284283437,2.0
10,1.3827829871551287,1.0
11,4.781964496119968,5.0
12,2.0598225029993373,1.0
15,7.022982965189518,7.0
16,1.9923888002609074,2.0
17,1.7330113984504794,1.0
18,2.3625386530366645,2.0
20,1.6547751938498478,1.0
21,2.477662038487716,2.0
23,1.8053746555124373,2.0
24,1.6900941015141362,1.0
25,7.828803093287012,8.0
26,3.157326035455219,3.0
27,0.9927698883821294,2.0
28,1.1536910830381442,2.0
29,0.9446675515089616,1.0
30,2.0387444028872763,2.0
31,1.8404693037564324,2.0
32,1.5474538876327426,1.0
34,1.6923964655583492,1.0
35,1.9774978604896654,2.0
36,1.5402464139165297,2.0
37,1.60160626135553,1.0
38,1.1610061471285185,2.0
42,1.329232747674428,1.0
44,1.6515500302719544,2.0
46,1.2748303466637,2.0
48,1.4996470035154217,1.0
52,1.5961678624583715,2.0
54,5.35035246415092,2.0
55,2.3060392491685695,2.0
57,1.4736787526197364,2.0
59,0.945156375109561,2.0
60,1.677903515322944,2.0
61,1.594623251009725,1.0
63,3.6817010302897146,4.0
64,1.6786031770105372,2.0
65,1.514293233684172,1.0
66,1.1930557211370911,1.0
67,8.659492861797101,7.0
69,13.40184078247407,10.0
70,9.375889473404685,10.0
72,1.075699495158283,2.0
76,2.1836141871413317,2.0
77,2.106095840376118,2.0
78,7.299218047048755,6.0
79,1.5057073116240578,1.0
80,0.8802419179590788,1.0
82,8.264276233657824,8.0
83,2.013084693139056,2.0
84,2.825753145608089,4.0
86,1.2062835883743446,1.0
87,1.2666619354069937,2.0
88,8.553862779632336,10.0
90,0.7988484347697953,2.0
91,1.9932397051681723,1.0
92,2.033609030464549,2.0
94,1.213972178417818,1.0
97,10.061915895796757,13.0
98,3.043375475325713,2.0
99,3.0837448006220898,2.0
100,1.822349358797605,1.0
101,1.0318486868946175,2.0
102,19.475686528904056,20.0
103,15.779018929814601,14.0
104,10.261572261154607,10.0
105,10.494413621499282,14.0
106,27.869304252277868,26.0
107,1.0390180527349675,2.0
109,31.8751846521237,32.0
110,31.8751846521237,35.0
111,31.8751846521237,37.0
112,5.890467479262186,1.0
113,5.890467479262186,1.0
114,6.379191786283307,2.0
118,25.1201647398903,30.0
120,18.473232706647046,14.0
121,2.5263881370936243,1.0
122,6.16455698478616,2.0
123,31.389120224667945,33.0
124,31.482799178145925,30.0
125,31.8751846521237,39.0
126,31.8751846521237,37.0
127,31.8751846521237,38.0
129,0.13636411194830106,1.0
130,1.8785958227975057,2.0
131,31.818623622533032,43.0
133,15.15661760969529,13.0
134,2.0479095649782093,3.0
136,1.789165895585355,1.0
138,3.035495888681947,2.0
139,25.164439151295497,15.0
140,27.885193147906353,20.0
141,31.482799178145925,26.0
144,18.979320379686293,13.0
145,25.959432190487934,25.0
146,30.684253167844208,35.0
147,31.076638641821983,38.0
148,31.482799178145925,38.0
149,4.483854005919121,1.0
150,4.477928271386919,2.0
154,1.765848288098646,1.0
155,1.923168751176164,2.0
156,1.450879228662779,1.0
158,1.545460919508642,2.0
159,1.3947408166916508,1.0
160,1.738718570191482,2.0
163,1.0365721974139002,1.0
164,1.134181381519913,2.0
168,5.620997197949279,5.0
170,1.1951042092094448,2.0
171,0.511364567834919,1.0
172,0.6170443016497649,1.0
173,8.132523537857065,7.0
