,“ú•Ê
1,6.55
2,47.17
3,3.85
5,0.18
6,1.45
7,1.05
9,10.17
10,38.28
11,4.36
12,105.98
15,0.33
16,0.38
17,73.3
18,18.13
20,65.48
21,23.88
23,9.73
24,69.01
25,2.14
26,5.24
27,50.36
28,42.32
29,5.53
30,1.94
31,7.98
32,54.75
34,69.24
35,1.13
36,22.99
37,60.16
38,41.95
42,32.92
44,17.42
46,36.26
48,49.96
52,20.19
54,167.52
55,15.3
57,26.32
59,52.74
60,16.1
61,59.46
63,7.96
64,16.07
65,51.43
66,19.31
67,23.71
69,34.02
70,6.24
72,46.22
76,9.18
77,5.3
78,21.65
79,50.57
80,11.98
82,3.3
83,0.65
84,29.36
86,20.63
87,36.67
88,14.46
90,60.06
91,99.32
92,1.68
94,21.4
97,22.6
98,52.17
99,54.19
100,82.23
101,48.41
102,2.62
103,12.71
104,2.62
105,25.04
106,7.19
107,48.05
109,0.39
110,8.93
111,13.85
112,489.05
113,489.05
114,218.96
118,16.27
120,31.95
121,152.64
122,208.23
123,4.88
124,4.94
125,18.27
126,13.85
127,16.12
129,86.36
130,6.07
131,26.0
133,16.59
134,31.74
136,78.92
138,51.77
139,67.76
140,39.43
141,21.09
144,45.99
145,3.84
146,12.33
147,18.22
148,17.15
149,348.39
150,123.9
154,76.58
155,3.84
156,45.09
158,22.73
159,39.47
160,13.06
163,3.66
164,43.29
168,12.42
170,40.24
171,48.86
172,38.3
173,16.18
174,35.51
175,5.8
178,7.98
179,12.24
182,2.58
185,36.84
186,6.91
187,21.02
189,14.73
190,1.33
191,11.94
192,45.79
193,6.91
194,21.93
195,17.18
196,99.03
199,98.16
200,114.76
201,235.24
204,403.02
205,3.35
206,69.93
207,73.67
209,20.67
211,6.54
214,10.6
215,129.82
216,7.42
217,169.02
220,92.43
221,24.72
223,1.26
224,230.05
225,9.59
226,21.79
227,56.55
228,10.85
230,33.8
231,28.63
232,3.69
234,16.52
235,39.59
236,9.23
237,9.02
238,12.27
240,4.87
241,90.41
242,13.61
243,25.8
244,27.68
245,12.66
246,20.99
248,47.22
249,2.52
251,0.56
252,15.38
253,7.09
254,7.41
255,63.07
256,8.01
257,15.66
259,9.06
260,3.37
262,76.97
263,3.78
265,5.24
266,7.79
267,10.19
270,23.64
271,26.76
272,1912.61
273,586.86
274,830.61
276,69.24
278,2.91
279,3.49
280,23.0
282,25.17
283,23.34
284,105.01
285,1.48
286,0.47
288,5.2
289,11.75
290,6.32
291,2.08
292,3.02
293,3.3
294,8.72
295,9.64
296,1.71
297,184.73
298,0.65
299,5.05
300,4.8
301,0.64
302,14.21
303,53.15
304,12.09
306,1.91
307,4.9
308,3.96
309,9.46
310,74.06
313,0.73
314,3.55
316,77.76
322,7.4
323,0.92
325,28.87
326,1.61
328,336.13
330,3.49
331,16.4
334,7.94
337,9.62
338,26.66
340,9.03
343,0.23
345,20.55
347,182.46
348,0.7
350,19.51
352,5.33
354,107.64
355,16.64
356,3.47
357,10.02
358,8.89
359,77.15
360,12.18
361,20.81
363,24.78
