,“ú•Ê
1,44.98
2,99.41
6,7.56
7,39.55
9,21.95
16,12.94
17,85.4
18,20.78
19,36.39
26,37.87
29,102.83
30,5.38
31,7.75
32,115.5
38,25.76
41,1.59
44,8.51
45,117.5
54,31.57
55,14.48
56,77.91
59,20.3
61,155.69
66,70.29
68,87.8
72,24.12
73,66.28
79,69.86
84,28.87
91,176.8
98,274.29
99,274.29
100,306.31
101,24.63
103,8.94
105,11.82
107,58.15
119,1.93
120,16.46
122,151.49
124,0.61
129,139.83
130,64.97
138,270.66
140,45.92
141,14.68
142,134.99
144,108.84
146,14.81
151,27.28
153,20.21
154,137.79
155,22.95
163,168.27
166,10.7
171,57.93
178,12.64
180,174.65
181,30.79
185,62.98
186,2.97
190,5.73
192,42.6
202,0.38
209,13.57
212,104.14
213,144.95
215,167.76
217,235.61
221,17.86
235,58.89
239,6.77
240,6.81
243,14.2
249,4.3
251,5.27
254,40.83
255,200.72
266,8.3
269,141.25
272,2886.66
274,1396.58
275,141.25
276,20.63
280,25.7
282,20.63
283,113.61
286,6.25
287,10.79
288,6.46
292,9.09
296,20.63
298,4.95
301,11.58
307,14.63
309,13.86
312,1.41
314,8.11
328,298.79
329,1.41
332,17.79
333,25.21
339,4.75
343,13.6
344,6.55
346,96.56
350,28.96
353,10.21
357,17.36
358,6.15
363,24.14
