,“ú•Ê
0,72.86
1,67.98
2,6.9
3,2.66
4,24.63
7,37.69
14,47.42
17,99.66
18,3.22
30,30.11
34,37.68
35,30.13
38,77.85
40,55.27
42,74.07
47,4.33
50,49.75
57,32.54
66,49.73
81,8.76
82,3.66
83,140.83
86,13.65
87,110.96
89,37.51
95,42.46
99,250.85
101,223.22
104,28.26
105,58.15
106,1.84
108,31.64
110,15.4
111,26.87
113,295.45
116,2.78
117,95.43
121,33.56
126,11.28
129,304.02
133,53.86
134,38.29
138,242.25
139,56.29
144,69.12
148,18.67
151,23.54
159,91.85
160,24.94
164,170.89
167,15.95
168,55.46
176,0.66
178,32.54
181,7.37
185,11.15
186,0.28
195,39.73
196,90.45
201,530.13
202,22.57
203,36.96
210,18.94
214,23.29
215,185.51
220,79.17
226,101.24
228,23.81
229,8.86
230,32.24
236,44.33
237,11.08
242,24.19
243,26.61
251,7.54
253,8.19
255,169.9
256,3.16
264,3.01
268,21.5
270,26.63
274,1045.23
279,0.41
281,10.5
282,43.08
283,223.97
284,153.61
285,2.99
288,2.75
290,59.89
292,1.79
296,52.12
305,0.77
306,11.82
309,10.46
316,75.78
318,422.43
322,0.15
323,3.93
326,2.53
327,3.36
329,0.39
331,198.47
334,20.0
335,49.56
341,2.83
347,184.79
354,279.49
359,2.06
362,100.52
364,460.76
