,“ú•Ê
3,135.35
6,0.44
11,5.84
12,4.94
14,4.15
18,3.93
19,4.0
20,9.23
23,22.59
24,77.98
29,9.72
31,76.27
37,3.69
39,21.22
40,9.26
43,0.41
44,102.64
51,39.08
58,39.44
59,728.92
60,7.92
63,24.63
67,7.01
74,7.69
79,0.38
81,8.27
83,4.1
85,1.9
88,5.1
89,19.89
92,35.58
95,7.67
97,2.53
99,1.6
100,14.8
101,704.05
109,1.8
113,12.88
115,389.28
117,2.34
120,0.24
125,1.99
126,2.03
130,7.54
132,2.61
135,8.14
136,13.78
145,5.96
147,1.92
150,558.27
152,7.35
160,1.45
161,14.63
163,5.62
165,2.78
170,46.77
177,20.01
182,4.84
185,375.95
186,29.91
188,15.1
190,22.47
200,3.33
203,4.28
206,105.98
214,0.82
216,0.27
217,4.32
219,7.39
223,5.08
227,82.47
229,5.4
233,20.8
238,15.57
249,14.65
250,7.49
254,2.65
255,171.09
256,9.56
258,12.53
262,208.91
273,693.4
274,383.15
281,0.7
285,5.15
295,24.48
296,396.02
298,73.22
300,14.82
306,35.39
307,22.69
309,22.5
310,204.92
311,189.39
312,10.44
313,33.56
322,20.71
324,17.21
327,8.32
329,40.08
333,38.72
334,11.04
338,2.16
340,6.42
341,3.59
346,81.57
350,2.79
351,22.61
356,6.17
359,3.21
363,8.6
