,“ú•Ê
0,14.91
1,18.56
2,75.06
3,140.69
4,33.09
7,12.36
14,4.04
17,7.1
18,8.94
30,4.88
34,1.61
35,2.39
38,235.38
40,12.71
42,18.39
47,3.43
50,3.66
57,2.89
66,642.66
81,0.62
82,9.5
83,8.6
86,23.48
87,229.58
89,21.09
95,14.4
99,9.77
101,467.08
104,1.53
105,7.73
106,2.74
108,57.94
110,3.66
111,5.23
113,2.39
116,3.87
117,3.33
121,1.67
126,1.99
129,304.26
133,2.02
134,1.7
138,3.74
139,2.92
144,3.62
148,6.37
151,1.38
159,34.87
160,7.69
164,302.41
167,6.24
168,25.88
176,4.74
178,147.07
181,22.45
185,64.67
186,43.57
195,26.45
196,22.48
201,20.18
202,1.79
203,8.45
210,26.25
214,6.64
215,12.65
220,73.67
226,10.84
228,19.65
229,9.13
230,7.39
236,8.0
237,11.42
242,4.67
243,1.81
251,17.16
253,7.91
255,47.47
256,14.23
264,9.6
268,28.85
270,11.67
274,349.72
279,509.35
281,2.66
282,110.32
283,15.1
284,9.43
285,10.28
288,7.68
290,39.31
292,4.6
296,300.6
305,18.73
306,26.94
309,4.84
316,5.66
318,33.32
322,21.92
323,1.92
326,6.71
327,13.6
329,32.77
331,7.14
334,5.49
335,34.81
341,7.39
347,15.66
354,4.45
359,24.69
362,10.74
364,2.5
