,“ú•Ê
1,1.73
2,3.89
3,10.41
5,0.39
6,1.18
7,0.12
9,6.92
10,21.2
11,0.6
12,0.43
15,0.11
16,7.64
17,3.04
18,0.7
20,0.36
21,0.61
23,3.56
24,0.9
25,1.84
26,2.79
27,1.0
28,0.41
29,0.64
30,3.9
31,2.81
32,3.9
34,1.75
35,1.53
36,0.56
37,1.95
38,16.62
42,1.47
44,5.33
46,2.14
48,4.68
52,3.05
54,1.58
55,2.36
57,0.46
59,23.79
60,0.48
61,0.34
63,2.91
64,2.65
65,1.12
66,30.94
67,0.63
69,2.88
70,3.12
72,1.12
76,1.5
77,1.65
78,1.91
79,0.95
80,9.12
82,1.33
83,0.47
84,0.43
86,0.42
87,20.71
88,0.8
90,3.93
91,3.56
92,8.99
94,67.61
97,1.09
98,0.78
99,1.64
100,2.93
101,88.91
102,0.01
103,0.5
104,0.01
105,0.13
106,3.04
107,2.71
109,1.97
110,1.72
111,0.51
112,2.09
113,0.29
114,1.28
118,1.46
120,0.02
121,0.15
122,499.6
123,2.46
124,3.2
125,2.14
126,1.97
127,0.23
129,66.89
130,0.68
131,0.18
133,0.36
134,0.63
136,63.01
138,0.87
139,0.35
140,0.92
141,1.06
144,0.38
145,1.64
146,0.11
147,0.89
148,0.05
149,5.63
150,12.44
154,4.66
155,1.23
156,5.41
158,0.23
159,1.23
160,0.08
163,1.35
164,96.08
168,0.39
170,2.29
171,53.36
172,2.72
173,3.82
174,0.52
175,2.07
178,9.85
179,0.55
182,0.84
185,80.12
186,1.83
187,1.69
189,0.82
190,1.61
191,1.2
192,1.02
193,6.78
194,11.24
195,0.93
196,0.47
199,10.52
200,0.25
201,0.8
204,1.43
205,0.16
206,21.81
207,0.5
209,0.32
211,0.36
214,1.44
215,0.35
216,0.62
217,0.55
220,7.4
221,1.63
223,1.64
224,0.44
225,1.28
226,3.4
227,2.86
228,0.06
230,0.35
231,0.78
232,0.58
234,9.6
235,1.03
236,0.04
237,2.51
238,3.25
240,1.53
241,2.8
242,0.28
243,0.9
244,0.74
245,1.05
246,1.44
248,20.17
249,0.01
251,0.93
252,0.9
253,0.46
254,0.83
255,23.78
256,0.5
257,6.26
259,1.03
260,1.64
262,24.2
263,2.49
265,1.29
266,0.72
267,2.86
270,3.36
271,6.62
272,1.16
273,75.36
274,35.55
276,38.24
278,15.75
279,116.24
280,0.7
282,3.05
283,19.52
284,0.57
285,0.4
286,6.28
288,9.98
289,5.08
290,24.29
291,0.84
292,5.56
293,5.03
294,3.38
295,7.36
296,79.09
297,11.93
298,8.91
299,0.94
300,1.34
301,5.33
302,5.46
303,7.56
304,2.91
306,4.39
307,0.53
308,1.34
309,4.79
310,0.02
313,0.03
314,0.97
316,0.18
322,0.95
323,0.5
325,19.44
326,4.17
328,4.82
330,1.43
331,4.1
334,2.12
337,3.36
338,0.47
340,4.38
343,1.15
345,0.63
347,0.59
348,0.35
350,0.99
352,0.77
354,0.07
355,0.51
356,1.13
357,0.82
358,2.21
359,1.62
360,23.01
361,3.05
363,0.35
