,“ú•Ê
0,1.78
1,2.18
2,5.17
3,47.3
4,8.04
5,0.33
6,1.4
7,4.82
9,47.19
10,8.0
11,0.61
13,0.77
14,0.43
15,1.32
16,12.75
17,6.97
18,1.77
19,1.3
20,0.17
21,1.75
22,4.37
24,193.45
25,0.01
27,0.53
30,3.75
31,65.57
32,2.67
34,0.14
36,1.74
38,90.91
39,3.44
40,1.68
41,1.08
42,1.53
43,2.28
44,21.71
45,86.38
46,10.54
48,3.43
49,12.39
50,1.58
51,0.61
55,2.09
56,3.74
58,0.7
59,121.63
60,3.23
62,24.0
64,3.58
65,4.1
66,96.59
68,0.43
69,2.61
71,1.34
72,5.37
73,64.71
75,1.94
76,0.89
78,1.63
79,0.63
82,2.11
83,0.57
84,2.05
85,2.34
87,56.99
89,4.62
90,9.66
91,8.73
92,14.72
93,4.05
94,58.48
97,0.0
98,0.31
99,3.58
100,5.61
101,162.32
102,3.37
103,3.4
105,3.25
106,4.79
107,11.54
109,0.47
110,0.34
111,2.35
112,7.93
114,7.7
115,211.51
116,3.23
117,1.79
120,0.48
121,9.65
122,415.95
123,2.94
124,0.04
125,1.54
126,2.17
128,5.36
129,38.43
131,1.52
132,3.03
134,2.85
136,199.41
137,7.82
138,1.75
140,1.34
141,2.62
144,0.12
145,3.35
146,0.01
150,53.02
152,0.39
153,14.9
156,22.29
157,100.61
158,1.76
159,4.61
160,0.09
161,9.42
162,4.31
164,135.65
165,0.78
167,4.53
168,6.85
170,20.44
171,197.77
172,8.45
174,1.46
175,5.57
177,6.12
180,3.15
181,11.25
182,1.98
184,2.77
187,4.09
188,2.06
190,5.0
191,6.97
192,78.7
193,25.71
194,28.12
195,4.22
198,11.06
199,117.13
202,1.88
203,0.41
204,5.16
205,3.24
206,63.75
207,4.82
208,1.52
209,7.63
210,10.53
211,2.38
213,94.82
214,5.64
215,4.57
219,11.52
220,2.41
223,1.63
224,1.12
225,5.54
228,1.75
229,0.16
230,3.48
231,1.35
232,0.24
235,4.89
236,1.71
237,1.46
240,0.96
244,0.44
245,0.31
247,2.53
248,43.86
249,1.92
250,5.38
254,5.87
255,21.26
256,6.88
260,2.78
262,30.74
263,1.43
264,2.23
265,1.82
267,6.19
268,26.59
269,28.03
270,12.74
271,9.76
277,149.19
279,212.09
280,59.53
282,3.13
283,28.78
284,8.14
285,1.09
286,15.78
288,11.69
289,3.27
293,14.06
295,17.19
296,119.17
297,32.1
298,9.36
299,9.57
301,4.8
302,0.9
303,6.62
305,2.22
306,16.4
307,11.56
309,5.57
310,155.61
311,87.42
313,10.83
314,7.49
315,16.69
316,7.83
317,69.81
319,5.25
320,2.62
321,3.42
322,7.47
323,11.52
326,2.56
328,10.55
330,5.82
331,2.43
332,63.2
333,6.51
334,0.6
335,5.85
337,2.47
339,8.28
340,1.89
341,7.02
342,1.27
343,7.72
344,8.6
346,8.69
347,1.91
348,0.32
349,1.33
350,2.54
351,13.48
352,10.16
353,15.54
355,5.4
356,1.21
357,1.98
358,6.81
360,80.68
363,1.22
364,0.37
