,“ú•Ê
0,10.8
4,26.63
8,9.57
13,0.89
14,7.51
19,4.27
22,13.89
33,19.91
39,4.49
40,7.94
41,6.08
43,15.0
45,209.4
47,15.74
49,56.21
50,21.65
51,61.48
53,18.07
56,7.65
58,25.97
62,59.79
68,7.17
71,6.8
73,539.15
74,1.83
75,14.78
81,1.18
85,4.75
89,26.46
93,28.84
95,10.7
96,16.78
108,521.05
115,693.04
116,15.86
117,2.09
119,2.31
128,16.88
132,12.36
135,40.93
137,16.01
142,18.6
143,1280.2
151,0.13
152,1.59
153,28.06
157,155.65
161,11.22
162,20.77
165,8.46
166,17.67
167,19.77
169,13.4
176,12.53
177,24.95
180,12.26
181,20.42
183,7.96
184,40.42
188,7.59
197,47.04
198,69.72
202,0.61
203,5.43
208,8.17
210,15.07
212,14.12
213,8.24
218,3.99
219,14.17
222,12.47
229,5.26
233,18.23
239,1.98
247,2.4
250,11.67
258,21.75
261,30.74
264,9.02
268,40.78
269,0.72
275,12.03
277,322.21
281,42.66
287,1.58
305,9.81
311,87.63
312,15.54
315,1.88
317,278.91
318,84.99
319,28.44
320,5.43
321,1.79
324,30.79
327,26.01
329,63.71
332,49.15
333,63.91
335,29.47
336,12.52
339,89.79
341,22.9
342,5.4
344,9.85
346,26.0
349,16.55
351,38.47
353,14.15
362,20.61
364,11.78
