,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
0,111.93,8.28
1,49.14,2.96
2,6.42,2.78
3,20.43,0.03
4,5.38,3.17
5,3.15,6.13
7,0.13,2.91
9,1.52,2.66
12,35.62,17.4
13,10.15,2.43
15,22.99,1.26
17,12.1,2.79
18,31.17,7.44
19,32.24,7.46
22,2.6,0.19
23,6.26,0.96
27,6.28,0.37
28,1.27,0.7
30,6.8,13.5
33,8.11,0.32
36,4.1,0.14
37,13.83,4.77
39,132.79,7.91
40,5.21,1.83
41,1.97,0.78
44,1.22,0.06
45,2.18,0.93
46,63.71,20.74
47,200.32,21.7
48,0.91,1.04
49,10.07,3.02
51,151.34,32.98
52,58.32,15.64
53,4.56,2.75
55,6.61,1.01
56,1.67,1.23
57,0.78,0.04
59,8.11,0.77
60,189.32,5.34
61,49.29,7.1
62,6.6,0.58
63,3.83,0.44
64,0.85,1.48
65,2.38,0.03
67,67.34,6.33
69,5.78,0.49
71,0.54,0.33
79,13.46,1.99
80,136.02,25.51
81,16.82,4.11
82,7.48,0.22
83,4.15,2.43
84,11.89,0.21
87,9.96,6.13
88,4.92,1.22
90,7.77,0.02
92,6.59,1.96
93,3.22,0.11
94,41.27,7.42
95,11.69,2.15
96,0.94,0.34
97,4.39,0.03
100,6.09,0.22
102,67.63,4.84
103,8.27,0.31
104,3.09,3.09
105,2.17,13.63
106,5.56,0.28
107,27.33,2.34
108,49.35,12.18
109,50.04,2.16
110,21.97,5.04
111,9.35,1.87
112,2.06,0.23
113,76.89,1.59
115,67.34,28.43
116,42.58,3.4
117,2.18,1.29
118,25.9,3.8
119,42.86,3.43
121,5.97,0.35
122,65.99,8.03
123,26.2,0.3
124,44.43,7.25
125,27.99,11.55
126,17.52,1.63
127,213.39,7.46
129,22.09,2.8
132,33.06,4.61
133,4.18,2.66
134,11.81,11.65
135,10.68,2.3
136,14.22,0.29
140,70.01,1.63
141,23.05,0.34
142,122.48,3.92
143,4.43,1.12
144,12.73,18.62
146,14.92,3.0
148,3.64,0.71
149,0.05,0.47
150,29.95,1.38
152,16.69,3.9
154,2.09,0.43
155,1.09,1.94
156,7.71,3.82
157,42.23,1.09
158,12.68,2.82
159,23.91,5.84
160,37.37,1.11
161,27.76,3.46
163,6.09,4.1
166,13.34,5.06
167,26.44,0.39
168,0.04,0.96
169,5.92,0.91
170,2.71,1.04
171,72.59,3.41
172,79.15,17.43
173,21.36,8.58
174,4.92,0.97
175,1.14,0.18
176,7.34,0.89
177,2.08,2.57
178,75.48,14.3
179,71.92,9.02
181,7.58,0.71
182,9.3,1.69
