,äÓñ{ïœêîÇÃÇ›,+ê›íËâ∑ìx,+ãÛí≤â“ì≠éûä‘,ëSïœêîÇ†ÇË
1,inf,inf,inf,inf
4,inf,inf,inf,inf
5,inf,inf,inf,inf
6,inf,inf,inf,inf
7,3.8,5.11,8.89,10.45
10,2.65,4.9,11.33,25.72
11,3.35,5.37,3.89,3.76
12,2.96,4.64,10.73,5.29
13,3.85,5.38,2.71,2.78
14,7.66,15.4,38.82,39.68
15,4.37,6.59,0.38,2.47
16,1.61,3.64,0.45,0.06
17,0.25,7.37,0.78,0.19
18,inf,inf,inf,inf
19,inf,inf,inf,inf
20,inf,inf,inf,inf
22,inf,inf,inf,inf
23,inf,inf,inf,inf
24,inf,inf,inf,inf
25,inf,inf,inf,inf
26,inf,inf,inf,inf
31,10.3,22.21,2.51,7.95
32,3.93,3.01,3.52,5.05
33,1.59,0.28,0.47,5.55
35,3.55,6.12,2.03,2.67
36,1.01,0.73,3.04,6.02
37,6.8,10.29,15.27,15.35
38,5.11,8.35,6.07,0.6
40,2.5,3.03,3.57,2.6
41,1.35,0.42,1.19,2.73
42,inf,inf,inf,inf
44,inf,inf,inf,inf
45,inf,inf,inf,inf
46,inf,inf,inf,inf
47,inf,inf,inf,inf
49,inf,inf,inf,inf
50,inf,inf,inf,inf
51,inf,inf,inf,inf
53,inf,inf,inf,inf
54,inf,inf,inf,inf
55,4.0,0.35,1.72,0.68
56,3.13,3.82,4.6,6.26
57,0.75,2.56,5.65,9.22
58,5.6,7.88,23.71,20.37
59,2.02,0.96,0.13,2.18
60,2.58,1.35,2.69,5.15
61,2.63,2.88,6.75,3.61
62,0.09,1.46,3.97,4.17
63,6.07,8.89,5.35,1.04
64,4.07,3.06,2.16,0.96
65,9.95,15.0,18.79,23.49
66,inf,inf,inf,inf
69,inf,inf,inf,inf
71,inf,inf,inf,inf
72,inf,inf,inf,inf
76,inf,inf,inf,inf
77,inf,inf,inf,inf
78,inf,inf,inf,inf
81,inf,inf,inf,inf
82,8.67,20.55,12.18,16.47
84,18.69,27.77,18.77,17.14
85,32.44,39.47,49.26,56.19
86,7.64,10.64,6.6,10.36
87,4.56,2.83,4.71,9.44
88,36.9,54.15,50.71,53.67
89,5.25,10.3,21.83,24.51
90,2.07,19.68,38.43,36.6
94,inf,inf,inf,inf
95,inf,inf,inf,inf
96,inf,inf,inf,inf
98,inf,inf,inf,inf
100,inf,inf,inf,inf
101,39.29,61.1,13.6,12.09
102,inf,inf,inf,inf
104,inf,inf,inf,inf
105,inf,inf,inf,inf
107,11.08,23.62,23.62,19.47
108,inf,inf,inf,inf
110,10.17,22.43,17.24,31.81
