,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,inf,inf
3,inf,inf
8,inf,inf
9,26.06,26.74
12,72.39,44.3
15,68.54,65.12
17,46.48,64.32
18,52.86,29.68
19,inf,inf
21,inf,inf
24,inf,inf
25,inf,inf
30,inf,inf
34,43.69,40.04
36,36.14,33.58
41,28.47,23.1
49,inf,inf
52,inf,inf
54,78.75,23.85
57,3.2,20.97
62,25.05,20.19
63,14.0,13.98
65,32.35,50.29
71,inf,inf
84,75.72,54.76
85,16.65,12.01
86,0.3,6.39
88,inf,inf
89,inf,inf
90,inf,inf
95,90.06,10.49
103,inf,inf
105,30.72,17.08
106,inf,inf
110,inf,inf
114,inf,inf
120,inf,inf
121,inf,inf
125,inf,inf
131,inf,inf
132,inf,inf
136,inf,inf
143,inf,inf
147,inf,inf
150,inf,inf
152,22.22,54.64
154,0.81,48.0
157,51.08,40.37
160,95.11,99.32
161,77.95,110.87
162,44.29,33.15
167,inf,inf
169,inf,inf
172,inf,inf
174,29.0,10.36
175,inf,inf
182,151.25,149.58
183,77.63,52.28
185,98.39,89.41
190,inf,inf
193,inf,inf
195,inf,inf
199,inf,inf
200,inf,inf
203,169.39,138.21
208,18.96,25.12
209,58.7,38.85
211,inf,inf
212,65.58,17.92
214,inf,inf
218,inf,inf
219,inf,inf
220,inf,inf
229,45.07,50.54
236,inf,inf
238,inf,inf
244,inf,inf
245,inf,inf
246,inf,inf
249,37.61,45.28
250,49.54,39.84
251,106.3,93.61
253,22.84,8.85
268,inf,inf
272,39.97,55.36
274,51.71,19.8
275,40.29,77.29
279,inf,inf
285,inf,inf
286,inf,inf
289,inf,inf
291,inf,inf
294,inf,inf
296,inf,inf
297,70.44,88.07
300,inf,inf
302,inf,inf
304,inf,inf
307,89.64,5.82
313,inf,inf
316,89.25,0.09
319,12.65,108.91
324,15.22,67.6
325,58.04,53.19
326,3.25,37.9
332,90.5,14.71
334,inf,inf
337,inf,inf
338,inf,inf
343,53.14,66.95
346,8.98,6.15
347,164.93,146.67
352,5.2,6.05
353,32.04,105.67
354,49.37,13.04
366,inf,inf
369,inf,inf
370,41.46,32.51
373,5.1,23.36
374,13.5,26.04
375,70.89,29.79
376,inf,inf
377,33.2,23.0
379,53.11,8.74
381,inf,inf
382,inf,inf
383,inf,inf
384,inf,inf
385,inf,inf
391,47.9,26.94
394,6.59,19.28
398,11.02,16.64
404,inf,inf
406,inf,inf
408,94.6,5.29
410,inf,inf
411,inf,inf
412,inf,inf
421,54.56,45.02
431,inf,inf
432,inf,inf
433,88.0,2.62
443,69.8,19.4
444,inf,inf
445,inf,inf
447,inf,inf
451,inf,inf
463,inf,inf
464,inf,inf
474,inf,inf
477,inf,inf
480,inf,inf
481,inf,inf
483,inf,inf
491,28.7,27.78
492,inf,inf
495,26.94,22.86
497,inf,inf
502,inf,inf
514,inf,inf
516,53.98,77.13
518,16.94,5.0
521,18.9,5.61
522,inf,inf
529,inf,inf
531,89.05,9.19
534,inf,inf
537,11.31,4.76
540,7.1,13.71
546,49.36,0.13
547,inf,inf
552,inf,inf
553,inf,inf
554,inf,inf
557,inf,inf
563,inf,inf
566,61.23,54.0
573,inf,inf
574,inf,inf
576,inf,inf
581,inf,inf
583,56.84,56.36
584,inf,inf
586,18.6,9.9
588,44.33,30.32
597,inf,inf
601,inf,inf
603,inf,inf
608,inf,inf
609,9.43,98.24
612,93.06,122.33
631,inf,inf
637,inf,inf
638,inf,inf
643,inf,inf
644,inf,inf
645,inf,inf
646,inf,inf
647,inf,inf
649,inf,inf
654,inf,inf
655,59.31,118.01
656,inf,inf
660,122.09,134.47
661,116.55,111.44
662,14.63,26.19
663,55.76,93.29
664,60.54,49.64
665,77.01,90.44
666,inf,inf
670,inf,inf
671,inf,inf
673,92.71,2.7
681,inf,inf
683,61.22,43.39
684,120.39,117.15
690,inf,inf
693,inf,inf
694,inf,inf
702,inf,inf
708,inf,inf
709,33.42,4.48
710,inf,inf
713,36.35,9.52
721,inf,inf
722,inf,inf
728,inf,inf
735,5.0,25.53
746,inf,inf
754,9.79,31.28
755,inf,inf
757,inf,inf
759,inf,inf
761,inf,inf
762,35.66,7.36
763,inf,inf
766,inf,inf
776,inf,inf
778,inf,inf
780,inf,inf
781,inf,inf
783,69.37,47.7
785,inf,inf
798,inf,inf
799,94.67,11.2
810,inf,inf
812,inf,inf
813,inf,inf
814,inf,inf
822,inf,inf
825,33.94,22.16
826,3.53,4.46
829,12.74,0.38
834,35.54,35.56
839,inf,inf
842,inf,inf
850,26.31,6.96
851,44.3,39.51
854,25.54,4.38
856,9.84,19.03
862,inf,inf
864,inf,inf
866,inf,inf
870,20.57,24.51
874,12.68,1.2
875,26.59,20.11
880,10.83,15.04
886,inf,inf
889,inf,inf
890,86.09,2.87
891,inf,inf
895,66.76,33.13
896,27.28,0.6
900,27.31,34.15
901,37.38,35.61
905,60.57,49.87
909,inf,inf
915,inf,inf
919,2.16,81.16
920,40.38,12.13
921,38.03,26.26
924,32.69,32.19
926,32.49,31.71
931,inf,inf
932,90.1,11.17
934,inf,inf
937,inf,inf
946,18.69,17.03
953,22.22,29.83
958,inf,inf
959,inf,inf
961,inf,inf
962,inf,inf
965,inf,inf
974,inf,inf
976,inf,inf
983,inf,inf
985,inf,inf
986,inf,inf
989,inf,inf
991,0.98,23.0
992,20.13,15.58
993,15.97,6.85
996,31.29,35.68
997,1.67,2.41
1009,88.57,0.31
1013,inf,inf
1014,25.12,11.37
1022,1.78,8.22
1034,inf,inf
1035,inf,inf
1040,39.64,27.15
1051,29.24,61.7
1052,inf,inf
1063,55.0,32.46
1068,3.93,13.61
1069,30.21,35.53
1076,inf,inf
1078,inf,inf
1079,inf,inf
1083,inf,inf
1088,47.74,41.82
1090,22.68,24.07
1093,70.58,49.39
1095,51.63,49.09
1097,19.03,15.18
1099,62.8,27.25
1101,inf,inf
1102,inf,inf
1105,inf,inf
1110,inf,inf
1111,inf,inf
1113,9.34,42.92
1114,2.87,9.48
1117,15.85,4.16
1123,inf,inf
1126,inf,inf
1129,inf,inf
1132,inf,inf
1134,inf,inf
1140,inf,inf
1147,inf,inf
1152,inf,inf
1153,83.16,47.45
1160,30.28,20.74
1165,30.8,38.18
1168,20.73,19.93
1169,23.44,7.88
1172,36.47,89.38
1174,inf,inf
1177,inf,inf
1178,inf,inf
1183,46.96,34.98
1185,68.39,60.46
1188,26.28,29.74
1190,12.48,15.86
1205,inf,inf
1215,29.13,30.16
1217,75.95,74.74
1225,inf,inf
1227,inf,inf
1236,26.97,23.63
1237,10.3,8.15
1240,4.51,10.63
1241,7.69,3.91
1248,inf,inf
1253,inf,inf
1254,inf,inf
1257,21.28,18.27
1262,20.48,35.14
1263,63.79,68.94
1272,inf,inf
1275,inf,inf
1278,inf,inf
1279,inf,inf
1282,22.55,17.54
1283,15.9,5.6
1284,21.53,14.7
1288,79.78,65.12
1292,inf,inf
1297,inf,inf
1302,inf,inf
1303,inf,inf
1306,inf,inf
1307,inf,inf
1310,inf,inf
1312,inf,inf
1314,inf,inf
1318,inf,inf
1319,91.7,2.16
1320,inf,inf
1321,inf,inf
1325,inf,inf
1328,26.04,12.16
1333,44.35,66.18
