,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
2,inf,inf
3,inf,inf
5,inf,inf
6,inf,inf
9,16.48,37.09
10,27.46,37.4
11,12.67,25.15
12,66.29,32.48
17,26.02,62.48
22,inf,inf
28,inf,inf
30,inf,inf
36,38.81,30.6
37,12.19,16.45
40,29.53,43.94
48,inf,inf
55,inf,inf
56,75.65,50.06
57,48.42,41.6
60,42.85,68.39
61,23.57,12.39
64,40.88,19.11
65,11.07,53.84
67,inf,inf
70,inf,inf
71,inf,inf
72,inf,inf
73,inf,inf
84,52.81,69.48
85,29.39,7.13
86,15.64,1.64
89,inf,inf
92,inf,inf
95,89.98,1.64
96,inf,inf
97,inf,inf
101,inf,inf
103,inf,inf
109,29.59,8.37
110,inf,inf
113,inf,inf
114,inf,inf
115,inf,inf
123,inf,inf
124,inf,inf
126,inf,inf
130,inf,inf
133,inf,inf
134,inf,inf
135,inf,inf
136,inf,inf
141,inf,inf
143,inf,inf
146,inf,inf
148,86.87,4.11
153,inf,inf
154,1.09,37.45
158,inf,inf
165,inf,inf
166,86.75,1.69
167,inf,inf
168,inf,inf
172,inf,inf
178,12.37,5.27
186,27.5,41.44
187,76.76,37.76
188,83.04,1.07
189,inf,inf
200,inf,inf
203,154.94,174.64
210,13.94,21.06
211,inf,inf
212,78.1,1.12
215,inf,inf
217,inf,inf
219,inf,inf
220,inf,inf
222,82.38,43.18
226,2.45,32.89
238,inf,inf
240,inf,inf
242,91.11,3.59
243,inf,inf
248,16.26,43.62
253,28.69,24.17
255,31.66,30.58
257,0.36,38.95
260,inf,inf
266,inf,inf
268,inf,inf
270,inf,inf
274,39.95,27.0
275,50.23,56.55
284,inf,inf
286,inf,inf
288,94.09,30.68
289,inf,inf
291,inf,inf
294,inf,inf
300,inf,inf
308,inf,inf
312,inf,inf
321,61.74,46.39
325,65.49,56.8
327,42.3,33.27
333,inf,inf
335,inf,inf
339,inf,inf
344,56.95,37.71
349,51.05,30.34
351,19.28,39.42
358,inf,inf
362,inf,inf
364,inf,inf
365,71.3,4.27
369,inf,inf
382,inf,inf
383,inf,inf
384,inf,inf
388,inf,inf
390,inf,inf
392,inf,inf
393,16.13,5.45
395,inf,inf
406,inf,inf
408,95.7,5.85
409,inf,inf
411,inf,inf
416,inf,inf
417,9.43,12.64
420,25.45,34.2
422,23.93,27.18
428,inf,inf
429,inf,inf
432,inf,inf
433,91.24,3.89
442,inf,inf
444,inf,inf
445,inf,inf
448,inf,inf
454,inf,inf
459,inf,inf
461,inf,inf
463,inf,inf
468,inf,inf
473,inf,inf
477,inf,inf
478,inf,inf
483,inf,inf
