,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.33,2.0,2.78
2,3.93,21.0,26.4
4,7.46,2.0,3.5
5,18.34,3.0,5.58
6,4.7,2.0,3.02
9,10.17,11.0,10.88
10,5.76,3.0,5.1
11,3.34,2.0,3.07
13,4.85,2.0,3.31
14,16.68,3.0,5.37
15,3.92,2.0,3.01
19,3.85,3.0,3.73
20,3.17,2.0,2.69
22,4.75,2.0,3.01
23,-0.1,3.0,3.93
24,3.85,2.0,3.25
25,10.61,3.0,4.33
27,4.66,2.0,3.09
28,5.45,3.0,4.39
29,2.51,2.0,2.99
30,2.21,3.0,3.83
31,5.75,2.0,3.23
32,5.33,3.0,3.75
33,9.08,2.0,3.0
34,3.61,3.0,3.84
35,4.2,2.0,3.28
36,5.8,3.0,3.87
37,1.97,2.0,3.16
40,4.25,2.0,2.97
41,5.33,3.0,3.89
42,2.95,2.0,2.82
44,0.59,2.0,3.2
47,10.72,23.0,22.9
49,5.87,2.0,2.35
52,1.64,2.0,3.36
53,17.83,22.0,23.77
54,19.97,24.0,30.05
57,11.12,13.0,14.64
59,6.16,3.0,3.83
63,27.18,36.0,28.87
64,12.54,18.0,21.64
65,9.71,10.0,13.32
67,31.28,35.0,31.43
69,39.18,40.0,34.89
70,38.04,46.0,43.71
71,31.13,40.0,35.88
72,8.04,2.0,3.22
74,30.15,36.0,29.61
75,32.92,43.0,36.36
76,26.26,36.0,29.28
77,17.25,23.0,27.86
78,20.65,25.0,29.12
79,4.29,2.0,2.62
80,15.92,3.0,3.73
81,28.52,27.0,28.03
83,30.52,30.0,31.53
84,27.46,27.0,28.04
85,27.36,29.0,29.46
86,8.27,2.0,2.89
87,25.17,21.0,22.59
88,31.76,33.0,31.69
90,18.78,19.0,26.71
92,16.55,11.0,15.85
93,4.52,2.0,2.98
94,10.44,9.0,13.58
95,22.12,12.0,15.66
96,36.3,28.0,37.6
99,26.6,30.0,39.2
100,31.65,21.0,23.45
104,35.37,40.0,39.19
105,40.88,41.0,44.28
107,17.72,2.0,3.4
108,51.48,61.0,62.25
109,61.18,66.0,60.47
110,61.92,65.0,62.46
111,59.36,64.0,62.1
113,54.57,45.0,36.1
114,42.79,46.0,35.15
115,55.06,53.0,55.1
117,40.37,47.0,42.52
118,50.52,54.0,60.0
119,50.71,59.0,58.32
120,46.11,43.0,45.5
121,32.28,29.0,25.73
122,57.96,51.0,55.56
123,60.33,60.0,62.9
124,61.34,64.0,62.29
125,60.33,61.0,62.9
126,60.89,73.0,62.9
127,60.33,60.0,54.33
128,26.68,2.0,5.31
129,43.43,51.0,47.8
130,45.36,46.0,44.81
131,59.4,69.0,62.29
132,60.49,62.0,62.46
135,0.89,3.0,3.72
136,2.58,2.0,3.05
138,28.18,19.0,23.53
141,60.33,54.0,53.87
142,32.45,44.0,39.77
145,50.64,57.0,51.7
146,61.26,64.0,62.46
148,60.82,65.0,60.47
151,61.26,68.0,62.46
152,41.04,51.0,42.75
154,4.08,2.0,2.96
155,2.94,3.0,3.79
157,4.27,2.0,3.01
158,3.78,3.0,3.59
163,7.36,2.0,2.99
166,23.37,26.0,29.17
167,22.58,23.0,22.11
168,21.46,27.0,34.35
169,17.76,18.0,17.38
172,9.76,2.0,2.92
173,19.17,18.0,22.08
174,33.28,35.0,36.1
175,31.12,17.0,27.36
176,35.69,18.0,24.95
177,2.68,2.0,2.73
178,5.32,3.0,3.87
180,8.91,3.0,3.72
181,14.69,14.0,17.16
182,25.47,21.0,22.3
183,7.85,2.0,3.01
184,7.38,2.0,3.25
188,22.57,19.0,23.49
189,14.39,13.0,17.93
190,24.38,22.0,18.63
191,2.67,2.0,4.07
192,9.94,2.0,4.31
193,19.22,18.0,20.15
194,6.82,6.0,7.33
195,4.87,3.0,4.21
196,6.21,2.0,2.95
197,8.53,6.0,7.88
199,7.21,2.0,3.01
200,7.41,3.0,4.16
202,7.38,2.0,2.94
205,4.82,3.0,4.67
206,15.16,25.0,25.01
207,12.53,23.0,24.39
209,14.39,23.0,20.89
210,6.72,2.0,2.93
211,10.72,17.0,17.24
214,9.61,16.0,15.37
216,9.84,7.0,8.31
217,13.87,25.0,24.08
218,11.7,18.0,19.79
219,1.68,4.0,4.87
220,9.74,23.0,23.68
221,9.31,8.0,9.21
222,11.87,3.0,4.74
224,7.47,3.0,4.45
225,6.1,2.0,3.6
226,5.94,27.0,26.31
227,14.81,24.0,21.17
228,10.21,3.0,4.19
229,7.44,2.0,3.71
230,9.13,3.0,4.93
231,16.54,14.0,11.15
232,11.83,11.0,10.54
233,3.82,2.0,3.43
236,10.52,2.0,4.29
237,24.49,38.0,33.68
238,16.79,5.0,5.48
240,13.35,3.0,6.36
241,34.9,37.0,31.11
242,37.0,33.0,35.99
243,23.93,21.0,21.21
246,33.65,31.0,29.43
247,11.12,3.0,6.09
248,37.04,42.0,37.12
249,40.75,42.0,42.83
250,27.43,18.0,17.65
251,34.3,35.0,30.75
255,23.61,23.0,27.66
256,36.68,31.0,36.25
257,48.89,44.0,38.17
258,38.34,46.0,47.72
259,29.32,35.0,33.53
260,37.28,31.0,31.18
261,33.22,26.0,27.05
264,33.61,42.0,44.56
265,35.52,43.0,45.08
269,49.38,62.0,64.23
270,45.39,58.0,66.54
271,47.48,60.0,56.63
272,41.55,13.0,14.06
273,36.79,30.0,24.08
276,49.67,3.0,8.61
277,44.72,2.0,6.84
278,70.21,99.0,71.25
279,63.12,101.0,71.47
280,67.89,93.0,71.04
283,57.84,80.0,69.8
284,58.03,63.0,55.02
285,55.7,54.0,52.86
286,54.83,57.0,54.27
287,48.16,43.0,51.37
288,59.49,50.0,58.67
289,30.95,3.0,7.1
290,66.03,91.0,70.32
291,55.86,56.0,52.73
294,64.19,60.0,68.97
295,59.49,60.0,67.07
296,43.56,36.0,40.85
297,63.77,74.0,71.03
