,“ú•Ê
0,241.27
1,16.65
2,58.3
4,16.29
5,2.3
7,36.77
8,11.39
9,10.81
10,2.21
13,9.16
15,6.36
16,5.36
17,3.49
21,15.4
22,14.82
25,14.47
26,7.56
27,27.38
28,16.06
30,120.99
32,39.03
33,347.81
34,169.46
35,16.68
36,83.75
38,117.44
41,50.15
42,25.98
45,144.09
46,217.42
47,48.28
48,159.41
49,84.59
50,27.35
52,284.47
53,111.57
54,19.45
55,36.97
56,47.88
57,33.92
61,20.67
62,22.72
64,15.54
65,6.93
66,16.39
68,17.31
69,4.76
70,6.27
71,4.63
72,9.98
73,9.58
75,38.72
76,7.79
77,15.46
78,14.87
80,24.69
82,6.22
84,3.62
86,0.16
87,13.71
90,20.07
91,0.83
93,39.88
94,8.62
96,1.65
98,14.28
102,14.61
103,12.52
104,15.43
105,8.42
106,15.89
107,5.84
108,19.75
110,16.81
111,14.88
112,17.89
114,17.34
116,1.91
118,4.72
119,15.86
121,17.14
122,43.48
123,5.12
124,235.17
127,5.85
128,3.53
129,7.71
131,3.99
133,3.41
134,9.67
137,1.19
138,58.74
139,16.63
140,6.32
141,21.7
142,53.78
143,21.26
144,4.96
146,20.56
148,9.97
149,6.05
151,15.13
153,58.58
154,77.29
155,3.85
156,58.45
157,78.95
158,48.82
159,18.42
162,14.4
164,70.27
166,18.59
167,1.53
168,10.37
169,32.43
171,1.67
172,104.28
173,9.25
174,16.65
175,2.38
176,20.93
178,96.11
179,12.22
180,9.79
181,29.4
183,1.52
184,1.67
187,4.18
189,11.21
191,17.82
192,117.92
193,14.78
194,38.74
195,139.44
196,35.93
197,60.99
198,29.43
199,189.41
201,220.16
202,2.73
204,13.35
205,19.5
207,2.36
208,15.73
209,11.69
210,24.8
211,3.93
212,88.33
213,18.91
215,47.01
218,4.17
220,1.61
221,13.09
222,55.95
224,359.63
225,2.38
226,0.14
228,24.45
230,13.1
231,22.75
232,112.15
234,9.18
235,25.3
236,4.41
237,1.72
239,15.02
240,15.19
241,3.88
242,0.4
243,568.65
244,17.48
245,11.74
246,11.84
247,11.94
248,1.07
251,0.67
252,1.73
253,0.66
257,6.61
259,15.52
260,3.34
261,11.79
263,7.6
264,14.13
265,5.26
266,7.6
267,6.76
268,7.15
269,2.21
270,16.04
271,2.53
272,8.51
275,1564.6
276,2089.14
277,1818.49
278,3.35
279,13.89
280,11.17
282,23.53
283,15.05
284,13.98
286,20.35
287,2.58
288,3.8
289,5.17
290,3.57
291,10.13
292,6.63
293,2.62
294,9.77
297,6.13
299,15.93
301,1.6
302,21.33
303,5.78
304,15.04
305,17.76
308,14.22
314,0.2
315,1.15
316,15.44
317,3.03
318,7.5
319,5.44
320,6.46
321,12.32
323,7.52
325,11.81
326,19.97
328,8.43
330,4.65
331,5.22
332,6.23
335,18.23
336,0.44
337,0.88
339,14.94
342,7.55
343,9.69
344,20.37
345,5.39
347,11.66
348,9.72
349,8.09
352,15.72
353,4.73
354,48.7
355,13.36
357,0.91
358,5.4
360,20.55
361,13.81
362,12.09
364,41.15
