,“ú•Ê
3,313.5
6,129.44
11,0.8
12,1.36
14,9.27
18,0.83
19,118.5
20,69.09
23,55.57
24,205.0
29,326.11
31,0.58
37,92.62
39,25.22
40,13.54
43,394.76
44,26.38
51,80.77
58,24.98
59,12.56
60,4.31
63,53.69
67,18.61
74,8.26
79,36.78
81,53.27
83,10.61
85,11.22
88,29.04
89,24.06
92,11.8
95,34.26
97,14.6
99,27.67
100,19.76
101,40.84
109,25.2
113,28.98
115,32.19
117,65.84
120,69.58
125,3.78
126,7.03
130,37.34
132,13.41
135,0.56
136,116.38
145,15.35
147,25.15
150,16.85
152,7.35
160,34.13
161,14.76
163,71.12
165,50.27
170,43.19
177,102.95
182,58.91
185,290.35
186,11.2
188,44.76
190,22.38
200,822.91
203,2.18
206,6.68
214,46.62
216,64.32
217,55.42
219,4.25
223,13.46
227,22.09
229,151.05
233,130.96
238,15.86
249,9.87
250,2.85
254,40.66
255,41.42
256,8.23
258,10.47
262,8.83
273,2730.12
274,2673.79
281,25.73
285,23.34
295,4.0
296,1.67
298,13.25
300,12.64
306,15.37
307,19.09
309,9.88
310,20.86
311,20.74
312,21.42
313,8.14
322,19.16
324,31.84
327,22.7
329,1.56
333,8.94
334,27.89
338,6.61
340,8.06
341,9.92
346,30.77
350,19.03
351,15.49
356,64.29
359,33.75
363,8.94
