,“ú•Ê
0,761.88
1,10.35
2,122.91
3,469.06
4,12.99
5,0.94
6,106.65
7,65.32
9,2.95
10,14.67
11,14.01
13,3.94
14,16.77
15,10.21
16,14.08
17,4.07
18,12.75
19,122.91
20,55.2
21,77.89
22,10.21
24,246.73
25,6.66
27,11.06
30,469.06
31,89.13
32,26.87
34,398.24
36,398.24
38,260.35
39,70.72
40,398.24
41,297.57
42,17.93
43,444.35
44,72.76
45,420.25
46,441.42
48,398.24
49,398.24
50,113.53
51,198.95
55,42.32
56,198.95
58,15.17
59,38.59
60,36.09
62,1.43
64,84.27
65,52.1
66,38.22
68,58.44
69,26.75
71,24.75
72,13.22
73,27.83
75,93.1
76,21.54
78,0.5
79,53.56
82,47.66
83,13.03
84,47.85
85,26.5
87,23.42
89,33.14
90,82.3
91,65.73
92,46.0
93,33.43
94,8.4
97,3.05
98,59.46
99,6.31
100,17.44
101,29.31
102,10.24
103,15.96
105,65.14
106,14.18
107,16.18
109,13.76
110,25.35
111,0.46
112,32.71
114,24.16
115,46.32
116,0.75
117,44.07
120,38.98
121,14.08
122,46.32
123,23.81
124,316.45
125,8.12
126,3.87
128,4.91
129,13.76
131,1.66
132,0.46
134,69.03
136,240.67
137,118.71
138,179.53
140,8.59
141,22.51
144,3.67
145,23.72
146,21.28
150,20.15
152,13.38
153,2.92
156,194.9
157,240.67
158,59.06
159,224.24
160,133.18
161,118.71
162,80.21
164,160.93
165,191.5
167,42.61
168,72.56
170,7.26
171,3.74
172,220.28
174,65.36
175,19.35
177,194.9
180,113.52
181,98.82
182,121.54
184,25.07
187,82.37
188,7.74
190,49.22
191,1.16
192,327.57
193,66.38
194,325.84
195,467.78
198,15.27
199,460.73
202,22.69
203,20.64
204,58.48
205,27.73
206,0.72
207,12.03
208,97.32
209,7.74
210,18.96
211,28.83
213,4.95
214,12.81
215,36.01
219,4.56
220,113.77
223,39.95
224,720.7
225,23.1
228,12.87
229,213.67
230,49.08
231,3.2
232,242.89
235,3.91
236,3.91
237,5.65
240,20.43
244,8.39
245,9.38
247,7.89
248,14.24
249,8.55
250,1.39
254,22.46
255,26.04
256,12.94
260,3.93
262,10.28
263,2.19
264,4.98
265,10.13
267,1.04
268,8.7
269,5.07
270,24.16
271,4.06
277,2160.19
279,16.23
280,22.64
282,40.46
283,33.1
284,30.87
285,1.57
286,31.83
288,0.64
289,21.37
293,8.47
295,12.22
296,20.74
297,19.96
298,8.22
299,6.35
301,14.34
302,12.71
303,25.1
305,7.68
306,13.43
307,18.9
309,2.58
310,20.8
311,22.22
313,22.26
314,16.95
315,13.69
316,29.24
317,22.92
319,20.88
320,26.78
321,34.38
322,25.7
323,7.77
326,6.26
328,22.98
330,22.55
331,26.49
332,12.92
333,18.68
334,13.93
335,17.83
337,12.77
339,9.09
340,1.31
341,22.55
342,7.04
343,5.88
344,19.93
346,28.12
347,12.75
348,28.03
349,6.66
350,10.64
351,0.42
352,26.04
353,19.22
355,27.89
356,30.79
357,7.04
358,7.55
360,27.17
363,3.32
364,74.02
