,ì˙ï ,é¿ê—
0,10.23820572870507,3.0
1,20.00383058972471,24.0
2,14.246735526185526,9.0
4,42.694152139784826,51.0
5,54.219025452121265,53.0
7,27.354303729874317,20.0
8,38.98711634828602,35.0
9,56.51309206943406,51.0
10,53.14836563417901,52.0
13,37.11573414240991,34.0
15,28.09179023341268,30.0
16,26.49983884177978,28.0
17,25.09170227011521,26.0
21,12.693799304466886,11.0
22,34.44704687311772,30.0
25,35.48554396636587,31.0
26,31.429531212542624,34.0
27,15.977090639427141,22.0
28,17.626557030554636,21.0
30,6.629713286468545,3.0
32,22.55746253959577,37.0
33,13.434339582392958,3.0
34,8.083777738783334,3.0
35,4.999236142634334,6.0
36,5.512434579623522,3.0
38,10.871808020741382,5.0
41,6.006072708799284,4.0
42,13.323940215742393,18.0
45,7.322556056046074,3.0
46,9.522480177888069,3.0
47,8.79218192485071,17.0
48,7.782217120005307,3.0
49,5.537620470007002,3.0
50,8.914252592426156,7.0
52,15.378783137954631,4.0
53,6.34718734995617,3.0
54,16.91446413814812,21.0
55,16.436791192612414,12.0
56,7.394209689679168,5.0
57,9.91216229817226,15.0
61,17.453179137330554,22.0
62,16.229525355592283,21.0
64,11.553718580352939,10.0
65,16.03980079130188,15.0
66,20.94997851396816,18.0
68,23.46290084130999,20.0
69,26.188834663050937,25.0
70,27.18205885114839,29.0
71,23.01796363280876,22.0
72,20.704481989181676,23.0
73,25.202874285848498,23.0
75,18.034096218836105,13.0
76,16.168177824067918,15.0
77,12.680436616597898,15.0
78,17.877523976480894,21.0
80,25.605307802297723,34.0
82,18.05709874379952,17.0
84,13.493388507020155,14.0
86,26.955496204089783,27.0
87,32.791683962651966,38.0
90,12.006987686000329,10.0
91,11.090880874650434,11.0
93,24.04895751272263,40.0
94,15.535024334195477,17.0
96,28.460751121297076,28.0
98,20.569925438438897,18.0
102,35.009683407803585,41.0
103,37.61580192275422,43.0
104,29.599560690594387,35.0
105,22.767795747239518,21.0
106,47.51440266555242,41.0
107,60.32635719633229,57.0
108,60.188848953039525,75.0
110,53.23865383084224,64.0
111,55.14325155991115,48.0
112,58.29972831748979,71.0
114,52.07316237506286,63.0
116,46.879790492961654,46.0
118,45.735228910066425,48.0
119,45.18355216111681,39.0
121,48.02724084961406,41.0
122,50.30683270156575,89.0
123,38.893827900844094,37.0
124,36.86816623527925,11.0
127,48.960361171211254,52.0
128,45.3404746702078,47.0
129,37.8383491675075,41.0
131,45.12297052338998,47.0
133,28.010645238426182,29.0
134,13.548876578008505,15.0
137,8.09536168765986,8.0
138,14.286605310637775,9.0
139,36.156266609462406,31.0
140,46.78116275865886,44.0
141,47.46488948143413,39.0
142,39.98360501354143,26.0
143,41.2272034363811,34.0
144,37.78589346233754,36.0
146,46.07234689563346,58.0
148,43.21584338595084,48.0
149,44.54268918299571,42.0
151,45.828665093822266,54.0
153,7.040632018271836,17.0
154,5.318744945334404,3.0
155,5.76923575534371,6.0
156,9.507258617470114,6.0
157,8.947619686627007,5.0
158,5.630176632852092,11.0
159,7.105231440079467,6.0
162,16.016176060577234,14.0
164,18.729173347246746,11.0
166,9.769405555264525,12.0
167,13.785292925734927,14.0
168,10.755259990895802,12.0
169,12.16292161213408,18.0
171,21.6324451693441,22.0
172,12.256913670176882,6.0
173,11.797313559892117,13.0
174,20.99769254127377,18.0
175,35.833416853727556,35.0
176,21.767200509646674,18.0
178,5.883394767805434,3.0
179,11.41162685339735,13.0
180,9.881110730046968,9.0
181,12.939511448598015,10.0
183,5.075973146504388,5.0
184,16.267011055661786,16.0
187,12.501613145321736,12.0
189,8.878712786757825,10.0
191,18.079182087271708,22.0
192,10.896155927783301,5.0
193,13.773562473394074,12.0
194,5.549598647732463,4.0
195,7.183059751340364,3.0
196,7.688514277830837,12.0
197,8.049297850678919,5.0
198,16.937974475216027,24.0
199,11.576293647723784,4.0
201,19.20950691612032,6.0
202,20.426069969641734,21.0
204,31.73703058799019,28.0
205,38.64075812774056,48.0
207,27.338156958454572,28.0
208,15.045191014288962,13.0
209,30.02688192728145,34.0
210,21.055657299630038,28.0
211,20.786848721083423,20.0
212,22.599577467109143,12.0
213,26.760398911504485,33.0
215,17.487889245420437,33.0
218,13.541598681338558,13.0
220,12.193647583846893,12.0
221,13.905336460114905,16.0
222,9.356827716297328,6.0
224,13.788804901386843,3.0
225,20.476298671793078,20.0
226,42.05876432949925,42.0
228,27.197687103652843,36.0
230,26.01226852853828,23.0
231,33.21775204331119,43.0
232,21.214740113282705,10.0
234,31.786697306584035,35.0
235,24.65002229856854,33.0
236,34.455470953162745,33.0
237,42.724460162458314,42.0
239,37.39114913354528,44.0
240,54.138798903819186,47.0
241,62.479353065655,65.0
242,40.8354251020545,41.0
243,20.059494940205518,3.0
244,23.104774750356615,28.0
245,42.36243604070317,48.0
246,43.19632815936859,49.0
247,50.194408709570546,57.0
248,66.70746552617851,66.0
251,61.40758541585097,61.0
252,55.03344675630643,56.0
253,57.375327585216596,57.0
257,73.55984926304397,69.0
259,47.36334967922031,41.0
260,59.93524155188828,58.0
261,84.96164552124641,76.0
263,77.46937608485547,72.0
264,44.654809962544306,52.0
265,58.740177491543626,62.0
266,58.211367345726025,63.0
267,51.28340747871368,55.0
268,57.56517144114758,62.0
269,84.1001451746975,86.0
270,88.15761110724786,105.0
271,85.09732360862004,83.0
272,92.40086260690092,101.0
275,66.5841135634659,4.0
276,65.67430477519673,3.0
277,57.554689377425476,3.0
278,89.91846735226827,87.0
279,87.83345617999179,102.0
280,96.82176913131781,109.0
282,110.88696610455673,145.0
283,101.93469972185804,120.0
284,86.87995164549116,101.0
286,87.61501490150613,110.0
287,82.80626620671221,85.0
288,89.26463654492395,86.0
289,99.56858066960024,105.0
290,100.29024978731015,104.0
291,68.28186660154627,62.0
292,95.23405798185384,102.0
293,89.27898451208323,87.0
294,97.69702566291646,89.0
297,95.75140733639834,102.0
299,93.90595656293476,81.0
301,76.19758880425356,75.0
302,69.15741285321585,57.0
303,84.79814337697225,90.0
304,82.41270366822027,97.0
305,88.3216485658695,75.0
308,75.48790880033019,88.0
314,82.83311292902472,83.0
315,97.8619945860946,99.0
316,103.16385520741689,122.0
317,108.61105833245341,112.0
318,102.12218939855227,95.0
319,102.12218939855227,108.0
320,102.89164154346904,110.0
321,106.09043085055804,121.0
323,87.09324392927317,81.0
325,97.27604185071367,87.0
326,91.173611880045,76.0
328,97.05964388064734,106.0
330,90.57831596168033,95.0
331,72.9791955002278,77.0
332,69.04729538076153,65.0
335,44.15473107097029,54.0
336,58.74019082433118,59.0
337,64.43031287659545,65.0
339,73.55915100912061,64.0
342,54.84945016893856,51.0
343,52.38237991189671,58.0
344,44.536239870196546,37.0
345,41.62829722380668,44.0
347,26.797818143465605,24.0
348,45.138471681836045,50.0
349,33.506810843669264,31.0
352,50.56808860116058,60.0
353,61.923053064337644,65.0
354,44.60981252162208,30.0
355,97.03921242528531,112.0
357,50.53579491160837,51.0
358,45.40776038361518,48.0
360,29.394994749764766,37.0
361,33.61396884955334,39.0
362,42.595347665887736,38.0
364,26.81873874876351,19.0
