,“ú•Ê
0,353.66
1,25.44
2,32.84
3,109.3
4,31.9
7,30.91
14,21.01
17,14.49
18,22.73
30,280.62
34,175.45
35,95.59
38,371.34
40,107.88
42,45.27
47,78.05
50,78.58
57,89.77
66,17.37
81,51.92
82,0.8
83,40.5
86,9.04
87,28.43
89,2.78
95,24.74
99,27.51
101,33.62
104,35.38
105,62.66
106,6.42
108,21.42
110,17.39
111,18.4
113,39.68
116,24.01
117,52.99
121,24.81
126,19.05
129,6.08
133,0.5
134,8.81
138,109.87
139,20.34
144,26.8
148,12.92
151,27.88
159,44.43
160,59.17
164,105.5
167,21.11
168,26.27
176,84.99
178,86.39
181,49.42
185,345.88
186,10.53
195,191.28
196,98.49
201,289.0
202,30.8
203,4.24
210,59.92
214,50.98
215,72.91
220,111.77
226,14.1
228,25.72
229,183.81
230,37.79
236,19.87
237,7.12
242,9.06
243,1189.28
251,10.51
253,6.43
255,0.19
256,16.31
264,4.45
268,13.08
270,26.04
274,2848.98
279,20.83
281,30.84
282,36.1
283,45.14
284,34.03
285,7.59
288,5.99
290,24.28
292,10.91
296,8.89
305,19.0
306,3.77
309,42.66
316,24.69
318,4.39
322,14.58
323,23.37
326,30.77
327,32.35
329,14.49
331,11.54
334,15.95
335,3.25
341,14.61
347,12.2
354,112.11
359,1.14
362,34.4
364,88.02
