,“ú•Ê
5,3.1
6,23.04
8,3.12
9,1.87
10,0.38
11,3.4
12,3.63
13,1.66
15,0.98
16,3.76
19,21.49
20,1.22
21,7.12
22,1.66
23,16.8
24,38.82
25,0.73
26,9.13
27,21.92
28,7.52
29,82.37
31,21.14
32,19.92
33,130.25
36,20.69
37,2.74
39,23.92
41,15.75
43,20.73
44,2.61
45,31.39
46,157.83
48,37.69
49,28.57
51,56.82
52,39.69
53,59.86
54,3.17
55,22.41
56,27.45
58,0.27
59,1.93
60,5.75
61,14.83
62,1.71
63,42.17
64,16.67
65,4.02
67,0.72
68,11.68
69,0.47
70,0.74
71,4.96
72,7.7
73,2.0
74,1.24
75,12.61
76,3.4
77,4.9
78,8.97
79,8.88
80,8.27
84,14.79
85,0.63
88,10.03
90,5.83
91,18.7
92,3.78
93,28.86
94,10.04
96,7.9
97,7.18
98,3.12
100,3.38
102,4.05
103,9.94
107,2.03
109,16.26
112,0.56
114,2.58
115,9.9
118,1.64
119,1.72
120,2.79
122,30.69
123,8.75
124,196.02
125,2.8
127,0.46
128,1.92
130,4.94
131,0.06
132,2.55
135,11.07
136,11.0
137,16.47
140,0.77
141,3.81
142,20.76
143,2.11
145,2.0
146,6.6
147,6.15
149,2.53
150,4.6
152,0.12
153,23.1
154,74.74
155,0.37
156,19.29
157,16.45
158,22.99
161,27.76
162,1.58
163,25.03
165,7.76
166,11.58
169,10.25
170,8.25
171,9.0
172,4.58
173,22.56
174,12.8
175,3.87
177,31.69
179,5.17
180,11.84
182,11.15
183,40.35
184,8.73
187,10.89
188,10.06
189,19.0
190,2.75
191,13.28
192,86.33
193,2.48
194,11.52
197,0.94
198,15.39
199,79.73
200,50.95
204,7.37
205,4.46
206,3.44
207,3.42
208,37.33
209,2.16
211,10.02
212,19.34
213,13.54
216,26.58
217,8.73
218,13.07
219,1.11
221,4.82
222,34.16
223,1.65
224,166.48
225,8.88
227,4.41
231,9.4
232,50.95
233,21.48
234,1.76
235,6.31
238,0.07
239,5.27
240,3.62
241,7.78
244,12.57
245,8.27
246,2.12
247,1.11
248,6.39
249,0.04
250,0.24
252,0.78
254,5.66
257,2.09
258,2.48
259,12.25
260,0.92
261,8.52
262,3.23
263,6.09
265,6.77
266,0.77
267,2.66
269,3.58
271,5.44
272,6.62
273,374.08
275,631.76
276,885.2
277,518.41
278,1.77
280,10.85
286,8.58
287,3.31
289,11.24
291,8.59
293,2.14
294,0.55
295,1.22
297,6.92
298,7.8
299,1.78
300,2.89
301,3.79
302,11.77
303,0.26
304,3.95
307,10.73
308,10.4
310,5.6
311,7.68
312,24.29
313,0.44
314,4.54
315,1.04
317,5.8
319,1.68
320,0.13
321,3.25
324,19.43
325,8.66
328,5.44
330,2.23
332,8.94
333,8.85
336,6.2
337,0.91
338,2.43
339,4.13
340,0.51
342,1.71
343,4.64
344,0.65
345,3.85
346,1.94
348,1.52
349,1.53
350,0.72
351,3.22
352,0.59
353,0.8
355,15.3
356,14.86
357,0.58
358,1.14
360,1.64
361,4.41
363,1.42
