,“ú•Ê
1,10.64
2,23.97
3,79.4
5,3.43
6,56.85
7,13.52
9,5.36
10,4.97
11,1.21
12,13.73
15,9.12
16,9.38
17,0.79
18,10.31
20,18.41
21,18.06
23,21.24
24,65.91
25,8.23
26,6.0
27,39.58
28,11.07
29,72.42
30,84.61
31,6.23
32,17.66
34,74.1
35,30.73
36,157.45
37,148.63
38,113.84
42,7.46
44,6.54
46,157.26
48,183.63
52,188.48
54,15.95
55,10.3
57,24.04
59,22.03
60,0.05
61,30.24
63,22.45
64,8.86
65,1.74
66,5.5
67,1.85
69,22.67
70,13.64
72,15.06
76,6.58
77,10.13
78,7.2
79,2.22
80,20.93
82,16.92
83,4.68
84,0.35
86,1.39
87,19.05
88,17.8
90,17.38
91,20.53
92,9.52
94,2.5
97,2.32
98,20.26
99,17.14
100,1.28
101,12.06
102,6.77
103,14.17
104,12.14
105,5.48
106,7.4
107,3.79
109,18.82
110,12.79
111,4.24
112,16.08
113,21.13
114,12.13
118,12.46
120,5.8
121,12.42
122,32.54
123,15.84
124,179.02
125,2.75
126,11.58
127,1.31
129,13.11
130,14.98
131,8.27
133,1.25
134,34.29
136,42.72
138,52.8
139,19.1
140,6.03
141,7.08
144,1.58
145,9.53
146,10.79
147,8.51
148,0.67
149,10.86
150,11.86
154,69.25
155,37.75
156,23.96
158,29.77
159,25.68
160,10.08
163,45.22
164,80.27
168,4.92
170,1.02
171,14.83
172,25.64
173,5.0
174,22.65
175,11.59
178,116.15
179,11.32
182,18.71
185,150.75
186,0.49
187,9.66
189,15.2
190,4.74
191,22.89
192,106.38
193,0.2
194,3.24
195,110.85
196,13.45
199,224.38
200,196.28
201,128.62
204,0.41
205,17.49
206,1.6
207,4.12
209,17.8
211,15.11
214,9.49
215,36.29
216,25.06
217,19.87
220,4.32
221,3.53
223,2.22
224,385.83
225,4.82
226,2.57
227,2.25
228,15.22
230,1.62
231,17.49
232,101.94
234,0.28
235,28.42
236,5.35
237,0.27
238,7.62
240,13.15
241,13.89
242,12.03
243,601.43
244,8.67
245,0.47
246,2.87
248,8.06
249,9.69
251,0.78
252,3.24
253,0.8
254,13.87
255,10.57
256,7.99
257,9.95
259,13.61
260,4.35
262,1.02
263,5.79
265,9.85
266,8.06
267,0.56
270,18.9
271,12.37
272,15.33
273,1005.24
274,1602.38
276,2374.53
278,12.36
279,4.3
280,14.54
282,21.34
283,15.41
284,14.02
285,9.08
286,0.88
288,6.19
289,12.27
290,6.74
291,5.95
292,1.31
293,2.43
294,5.57
295,0.73
296,0.34
297,3.52
298,0.4
299,5.51
300,0.17
301,0.04
302,3.77
303,1.06
304,15.58
306,21.45
307,0.62
308,5.4
309,8.12
310,16.73
313,0.1
314,16.85
316,12.77
322,8.58
323,7.61
325,7.6
326,24.84
328,4.74
330,12.2
331,1.39
334,14.68
337,5.03
338,3.11
340,5.32
343,15.43
345,0.56
347,14.13
348,2.57
350,7.97
352,4.49
354,57.56
355,19.63
356,19.5
357,4.63
358,7.25
359,2.75
360,3.76
361,2.65
363,12.78
