,“ú•Ê
0,299.53
3,286.78
4,12.27
5,8.29
8,25.34
10,9.62
11,14.3
12,3.79
13,3.38
14,12.47
15,4.06
20,29.66
21,28.98
22,5.26
23,25.12
24,181.21
25,19.22
27,21.3
28,19.84
33,320.93
34,275.63
35,71.07
36,215.11
37,257.61
39,12.45
40,211.6
42,25.89
43,240.23
46,468.96
47,43.17
48,267.62
49,210.05
50,64.1
51,139.35
52,268.68
53,340.28
57,1.29
58,18.78
60,27.24
62,15.86
63,71.12
64,64.12
65,24.21
67,2.48
69,16.18
70,13.75
71,13.97
74,7.62
75,68.16
76,12.22
77,19.29
78,13.85
80,26.35
81,33.38
82,33.91
83,3.34
85,13.71
86,1.85
87,27.08
88,34.59
89,18.64
90,35.78
92,30.06
93,35.43
94,4.34
95,6.84
96,2.94
97,3.06
102,18.55
104,9.26
106,17.48
108,31.73
109,16.27
110,22.41
111,3.46
112,28.83
113,14.84
114,21.29
115,42.47
116,3.91
117,45.82
118,6.48
121,19.16
123,29.09
125,5.31
126,7.04
127,5.31
128,4.34
131,3.04
132,1.77
133,1.13
134,39.62
135,53.09
136,114.16
137,46.89
139,5.19
143,41.26
145,4.83
147,15.78
148,1.54
149,13.34
150,19.12
152,16.17
156,78.93
157,90.13
158,15.82
159,80.45
160,44.31
161,11.83
162,45.95
164,124.96
165,130.83
167,13.8
168,46.82
169,1.84
170,0.59
172,98.54
173,26.77
174,33.73
175,0.44
176,67.81
177,154.75
179,26.37
182,104.58
183,102.38
184,14.16
187,45.03
188,4.15
189,23.3
191,64.5
193,33.99
194,117.58
195,259.2
196,14.57
197,88.57
198,31.63
199,272.45
200,636.01
201,167.8
203,1.71
204,15.03
205,18.6
206,15.16
207,4.78
208,46.53
210,30.51
211,2.24
214,38.27
216,52.03
218,14.74
219,10.45
220,50.09
222,116.35
223,22.19
224,599.15
225,21.45
226,23.04
227,12.77
228,21.01
229,80.59
230,4.83
231,12.17
232,168.78
233,108.4
234,0.31
236,9.72
237,2.56
238,6.95
241,13.36
242,15.72
244,4.73
245,10.34
246,9.71
247,18.73
248,2.73
250,0.02
252,4.65
253,1.89
256,13.69
257,6.68
258,12.81
259,6.53
260,6.59
261,6.27
262,12.34
263,7.1
264,3.5
265,10.57
267,4.87
268,13.32
270,21.27
271,0.4
273,1581.24
277,2134.02
278,1.05
279,8.99
281,27.48
284,24.79
285,11.33
289,15.99
290,22.87
291,11.18
293,5.42
294,3.06
295,0.31
297,10.08
299,5.31
300,1.72
302,26.12
303,12.63
304,11.93
305,22.29
306,13.52
308,9.62
310,14.84
311,16.37
313,13.61
315,6.24
316,23.91
317,18.3
318,2.29
319,14.05
320,25.06
321,38.17
322,20.61
323,2.7
324,15.89
325,1.96
326,17.14
327,20.26
330,18.87
331,16.41
334,15.66
335,10.62
336,2.41
337,1.35
338,9.87
340,2.56
341,20.53
342,13.49
345,18.0
347,37.52
348,11.49
349,9.96
351,10.88
352,13.08
354,52.92
355,24.7
356,39.01
359,11.0
360,29.09
361,17.32
362,29.68
364,67.26
