,äÓñ{ïœêîÇÃÇ›,è⁄ç◊ïœêîÇ†ÇË
1,37.1,30.34
2,18.68,25.07
3,1.41,34.22
4,27.12,15.17
5,2.12,25.74
6,2.68,1.14
10,53.06,10.77
12,0.12,0.64
13,9.21,16.75
14,5.73,1.11
15,9.49,2.44
16,31.37,17.59
19,5.81,2.93
20,14.22,8.12
24,231.95,69.0
25,3.55,10.67
26,8.31,12.0
27,1.1,3.31
29,13.39,22.15
32,3.84,2.15
34,1.75,4.87
35,8.58,7.67
37,66.69,4.0
38,20.09,10.73
39,17.98,1.6
41,4.85,7.18
44,45.51,8.15
46,27.36,32.76
47,41.52,23.32
48,16.87,20.91
49,19.45,44.29
52,78.8,49.35
53,9.29,32.5
54,9.25,11.72
55,0.72,2.18
56,0.48,2.79
57,0.07,3.18
58,36.0,43.66
59,39.88,0.74
60,1.13,5.14
61,11.24,24.61
62,22.14,13.4
63,0.98,12.24
64,29.11,12.32
65,102.62,13.68
68,3.27,0.18
69,1.71,10.25
71,4.8,17.96
72,46.2,42.33
73,9.7,14.38
74,29.62,13.53
76,71.86,17.02
78,61.28,38.31
79,91.37,31.82
81,10.14,24.17
83,12.98,15.74
84,15.6,35.34
85,7.03,1.3
86,16.46,26.84
87,32.15,11.91
88,3.42,6.57
89,16.27,10.63
91,18.98,23.3
93,101.05,31.32
94,51.98,16.77
95,9.2,11.7
96,12.92,13.61
97,4.92,0.2
99,102.86,20.38
100,80.52,24.23
101,6.27,17.47
102,92.41,52.01
103,9.79,3.94
105,3.4,1.41
106,0.8,1.01
107,80.65,60.38
108,115.47,50.86
109,11.59,4.99
110,4.17,1.7
111,10.0,4.59
112,3.38,2.41
113,7.48,3.49
114,6.35,19.15
115,23.58,41.46
116,2.29,8.27
117,5.0,14.03
120,2.76,0.97
121,127.65,83.89
122,50.26,36.33
123,8.56,12.3
124,68.18,25.22
125,25.8,11.27
126,4.43,6.63
128,77.43,36.63
129,46.63,54.05
130,53.56,20.86
131,31.26,21.54
132,54.62,26.44
133,100.03,62.68
135,124.0,40.42
136,61.32,0.83
137,40.59,10.01
138,137.06,51.88
141,2.79,12.01
143,61.74,9.72
144,162.98,11.96
145,2.9,25.48
147,2.92,5.02
151,30.53,11.62
152,4.0,2.52
153,5.9,3.2
154,10.69,1.2
159,2.48,0.75
160,2.42,2.68
161,9.62,4.58
162,2.09,3.89
163,7.86,0.86
164,35.54,24.54
168,6.85,1.49
169,6.43,7.91
170,5.88,3.89
171,14.05,42.07
172,14.41,14.18
173,5.5,8.43
174,1.22,1.15
175,16.25,23.95
176,15.81,20.29
177,6.88,16.82
178,24.71,46.91
180,18.99,19.8
183,26.33,44.32
184,7.74,23.28
185,62.84,17.17
187,5.56,3.81
188,11.44,5.9
190,2.62,5.66
191,8.69,2.34
192,108.8,35.5
193,23.38,13.18
194,0.28,0.97
195,1.2,2.43
196,4.52,4.08
199,149.93,39.54
200,26.25,32.62
202,43.16,3.28
203,64.09,31.79
206,8.56,31.16
207,65.0,6.37
208,193.75,23.22
210,1.45,2.21
211,13.62,21.89
217,1.78,0.91
218,9.32,0.06
220,57.51,20.13
223,0.45,30.69
227,21.54,42.86
228,3.82,29.31
229,3.66,0.17
230,1.66,1.25
231,2.61,0.93
232,3.89,5.03
233,38.95,4.99
235,5.18,24.83
236,46.61,25.64
237,7.24,8.53
238,2.11,3.53
239,0.88,4.24
240,7.91,8.24
241,38.65,55.52
242,75.47,52.5
243,3.22,1.82
245,4.01,9.82
247,3.24,4.4
