,äÓñ{ïœêîÇÃÇ›,é¿ê—,è⁄ç◊ïœêîÇ†ÇË
1,1.87,2.0,2.17
2,1.09,1.0,1.03
3,0.92,1.0,0.81
6,13.9,13.0,13.91
9,1.47,1.0,1.07
19,27.5,35.0,34.2
21,0.81,1.0,1.42
22,2.95,1.0,1.49
35,30.57,37.0,32.37
37,1.05,1.0,1.18
38,1.21,1.0,1.41
43,2.66,3.0,2.89
46,1.89,1.0,1.84
55,35.44,35.0,36.72
58,-0.36,1.0,1.48
62,6.84,11.0,15.17
63,17.22,18.0,16.99
66,1.8,2.0,2.45
69,11.35,12.0,17.05
70,2.13,7.0,7.45
79,0.17,1.0,0.81
80,2.1,2.0,2.11
81,17.7,19.0,20.41
82,12.71,13.0,13.81
85,1.74,2.0,2.28
88,14.73,16.0,16.05
90,3.13,2.0,2.53
92,10.46,9.0,8.27
93,2.25,1.0,1.22
101,4.62,2.0,2.3
103,37.1,42.0,40.34
107,3.65,1.0,1.64
112,35.76,38.0,36.64
117,31.05,36.0,30.1
118,35.53,37.0,35.74
121,3.01,1.0,1.0
126,7.74,12.0,14.26
130,1.1,2.0,1.51
133,4.2,1.0,2.03
134,2.23,2.0,2.3
135,2.78,1.0,2.05
144,0.77,1.0,1.15
150,4.39,1.0,1.6
151,2.93,1.0,1.35
154,30.23,40.0,39.32
160,40.86,39.0,39.99
162,35.72,39.0,37.44
174,16.22,21.0,17.49
178,2.39,1.0,1.25
180,17.95,11.0,18.7
181,15.48,14.0,15.04
182,9.03,16.0,16.55
184,14.92,11.0,15.48
185,2.96,1.0,1.1
188,27.75,35.0,30.4
189,19.86,32.0,19.36
190,15.95,16.0,17.01
192,2.15,1.0,1.37
194,26.67,30.0,28.49
198,33.84,38.0,36.74
199,3.01,1.0,1.78
203,28.7,15.0,6.28
206,-1.11,2.0,3.0
208,35.03,7.0,7.01
214,3.86,1.0,1.43
215,30.3,35.0,32.02
217,34.17,39.0,39.24
224,3.08,7.0,7.98
227,0.88,1.0,1.37
228,1.75,2.0,2.28
233,14.69,8.0,11.18
235,3.17,1.0,1.53
243,36.5,37.0,36.38
244,18.91,28.0,18.61
247,38.91,38.0,36.47
