,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,29,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,29,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,28,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,29,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,31,2,Çl,8.9,37.8,14,0.9,2.9,0,3.222222222222222
7,2022-07-01 07:00:00,31,2,Çl,4.9,35.6,57,2.6,7.4,0,2.8461538461538463
8,2022-07-01 08:00:00,34,2,Çl,2.9,38.2,55,3.4,9.1,0,2.676470588235294
9,2022-07-01 09:00:00,35,2,Çl,4.8,40.2,50,3.2,9.4,0,2.9375
10,2022-07-01 10:00:00,37,2,Çl,5.6,40.9,60,3.7,10.1,0,2.7297297297297294
11,2022-07-01 11:00:00,38,2,Çl,3.3,43.6,47,3.9,8.8,0,2.256410256410257
12,2022-07-01 12:00:00,38,2,Çl,5.4,43.9,60,4.2,10.6,0,2.5238095238095237
13,2022-07-01 13:00:00,39,2,Çl,3.2,45.3,46,4.2,9.7,0,2.3095238095238093
14,2022-07-01 14:00:00,37,2,Çl,5.3,42.9,60,4.1,10.4,0,2.536585365853659
15,2022-07-01 15:00:00,36,2,Çl,4,44,50,4.4,10.4,0,2.3636363636363633
16,2022-07-01 16:00:00,35,2,Çl,5.1,41.1,57,3.5,9.4,0,2.685714285714286
17,2022-07-01 17:00:00,32,2,Çl,5.1,39.5,50,3.1,8.7,0,2.8064516129032255
18,2022-07-01 18:00:00,31,2,Çl,3.2,37.1,52,3,8.3,0,2.766666666666667
19,2022-07-01 19:00:00,30,2,Çl,5.1,35.6,60,3,9,0,3.0
20,2022-07-01 20:00:00,29,2,Çl,5,35,1,0.1,0.2,0,2.0
21,2022-07-01 21:00:00,29,2,Çl,0,0,0,0,0,0,NaN
22,2022-07-01 22:00:00,29,2,Çl,0,0,0,0,0,0,NaN
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,28,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,31,5,Çl,0,0,0,0,0,0,NaN
31,2022-07-02 07:00:00,33,5,Çl,0,0,0,0,0,0,NaN
