,ì˙éû,äOãCâ∑ìx,Teê›íË,Tcê›íË,TeïΩãœíl,TcïΩãœíl,é∫äOã@â^ì]éûä‘,è¡îÔìdóÕó ,êœéZó‚ñ[î\óÕ,êœéZígñ[î\óÕ,COP
0,2022-07-01 00:00:00,30,3,Çl,0,0,0,0,0,0,NaN
1,2022-07-01 01:00:00,30,2,Çl,0,0,0,0,0,0,NaN
2,2022-07-01 02:00:00,30,2,Çl,0,0,0,0,0,0,NaN
3,2022-07-01 03:00:00,29,2,Çl,0,0,0,0,0,0,NaN
4,2022-07-01 04:00:00,29,2,Çl,0,0,0,0,0,0,NaN
5,2022-07-01 05:00:00,30,2,Çl,0,0,0,0,0,0,NaN
6,2022-07-01 06:00:00,31,2,Çl,0,0,0,0,0,0,NaN
7,2022-07-01 07:00:00,32,2,Çl,0,0,0,0,0,0,NaN
8,2022-07-01 08:00:00,33,2,Çl,5.4,36.6,46,3.8,12.2,0,3.2105263157894735
9,2022-07-01 09:00:00,35,2,Çl,6,37.7,51,2.9,9,0,3.103448275862069
10,2022-07-01 10:00:00,35,2,Çl,3.5,38.4,44,3.5,8.6,0,2.457142857142857
11,2022-07-01 11:00:00,37,2,Çl,4.4,38.9,34,2.6,6.8,0,2.6153846153846154
12,2022-07-01 12:00:00,38,2,Çl,5.4,40.8,23,1.1,3,0,2.727272727272727
13,2022-07-01 13:00:00,37,2,Çl,5.6,41.3,52,3.8,9.7,0,2.552631578947368
14,2022-07-01 14:00:00,37,2,Çl,5.5,40.3,60,3.7,9.6,0,2.5945945945945943
15,2022-07-01 15:00:00,36,2,Çl,5,40.1,38,2.4,6.5,0,2.7083333333333335
16,2022-07-01 16:00:00,35,2,Çl,4.2,38.6,60,7.3,20.9,0,2.863013698630137
17,2022-07-01 17:00:00,33,2,Çl,4.8,36.2,60,6.3,19.2,0,3.0476190476190474
18,2022-07-01 18:00:00,32,2,Çl,5.1,36.7,60,8.8,27.5,0,3.1249999999999996
19,2022-07-01 19:00:00,31,2,Çl,5.6,34.2,60,4.5,14.7,0,3.2666666666666666
20,2022-07-01 20:00:00,30,2,Çl,5.7,33.5,60,3.3,10.6,0,3.2121212121212124
21,2022-07-01 21:00:00,29,2,Çl,4.7,33.2,60,4.5,12.4,0,2.7555555555555555
22,2022-07-01 22:00:00,28,2,Çl,6,33,1,0.1,0.2,0,2.0
23,2022-07-01 23:00:00,29,2,Çl,0,0,0,0,0,0,NaN
24,2022-07-02 00:00:00,29,2,Çl,0,0,0,0,0,0,NaN
25,2022-07-02 01:00:00,28,4,Çl,0,0,0,0,0,0,NaN
26,2022-07-02 02:00:00,28,4,Çl,0,0,0,0,0,0,NaN
27,2022-07-02 03:00:00,28,4,Çl,0,0,0,0,0,0,NaN
28,2022-07-02 04:00:00,28,4,Çl,0,0,0,0,0,0,NaN
29,2022-07-02 05:00:00,29,4,Çl,0,0,0,0,0,0,NaN
30,2022-07-02 06:00:00,31,4,Çl,0,0,0,0,0,0,NaN
